case,strategy,split,attribute,accuracy,correct,total,source_file
games,heuristic,provided_validation,publisher,1.0,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,heuristic,provided_validation,developer,0.8,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,heuristic,provided_validation,releaseYear,0.9,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,heuristic,provided_validation,criticScore,1.0,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,heuristic,provided_validation,platform,0.6,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,heuristic,provided_validation,ESRB,0.9,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,heuristic,provided_validation,name,1.0,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,heuristic,provided_validation,userScore,0.9,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_no_val,provided_validation,publisher,1.0,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_no_val,provided_validation,developer,0.8,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_no_val,provided_validation,releaseYear,0.8,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_no_val,provided_validation,criticScore,1.0,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_no_val,provided_validation,platform,0.5,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_no_val,provided_validation,ESRB,0.9,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_no_val,provided_validation,name,1.0,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_no_val,provided_validation,userScore,0.9,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val,provided_validation,publisher,1.0,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val,provided_validation,developer,0.8,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val,provided_validation,releaseYear,0.7,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val,provided_validation,criticScore,1.0,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val,provided_validation,platform,0.7,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val,provided_validation,ESRB,0.9,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val,provided_validation,name,0.9,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val,provided_validation,userScore,0.9,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val_stats,provided_validation,publisher,1.0,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val_stats,provided_validation,developer,0.8,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
games,llm_val_stats,provided_validation,releaseYear,0.7,,,DI-Bench/runs/games/fusion/optimization_provided_val/comparison_summary_validation.csv
