id1,id2,label,split
37364581,50544640,1,val
98557440,75418922,1,val
98803698,15026681,0,exclude
14728561,36258612,0,exclude
30526558,15081125,0,val
19095351,88228076,0,exclude
80958325,73423155,0,exclude
61268150,67307118,0,test
84251263,88949733,0,val
72318686,30624023,1,val
28856576,53591112,0,val
43613054,39257696,0,val
19453676,54530409,1,val
48525870,61015432,1,val
26857322,76305683,1,val
951604,58788480,1,val
19733045,52225477,1,val
73075580,48721591,1,val
34973375,62482233,0,exclude
52172790,97231319,1,val
92821376,95290520,0,exclude
727932,31300259,0,val
68806700,81958888,1,val
53508892,67466258,1,val
54859186,3550840,1,val
23574144,55105128,0,exclude
19696563,90896471,0,val
1352033,14120231,0,val
33041345,60632785,0,exclude
617284,17001612,0,exclude
10781098,38968396,0,val
62202191,30333947,0,exclude
35008093,2562694,1,test
3015274,58913839,0,val
6817605,64798645,0,exclude
2115771,37019975,1,val
17129011,5552466,0,exclude
6186646,45835121,1,test
32738830,13974058,0,val
17589416,27951279,0,exclude
17432451,76155229,0,val
10827123,89681182,1,val
20151064,41953107,1,val
34973375,22465984,0,exclude
12416419,51157325,1,val
44559075,38968396,0,val
78866970,20564967,0,val
38472622,6142698,1,test
25909923,65902732,1,test
6817605,98454606,0,exclude
98624308,8625921,0,exclude
32159667,7351682,0,exclude
85773146,55744888,1,val
21357223,51881114,0,val
13885869,27923177,0,val
16479164,33923099,0,val
22091407,57419163,0,exclude
48293393,90267958,0,exclude
17291157,61217292,0,exclude
10006478,84448401,0,val
14672380,46930776,1,test
9004260,87528676,1,test
65837616,45128854,0,exclude
85544471,24048664,1,test
87583376,54449018,0,val
40849883,23170354,1,test
75388709,49271093,0,exclude
47203114,85843294,1,test
53732462,8882504,1,val
10006478,97231319,0,val
85971021,61210659,1,test
8904814,85028460,0,exclude
7017608,20564967,0,val
62817036,69577580,1,test
72803086,22935789,1,test
62958579,43581943,0,val
10328354,34182823,0,val
92869360,140610,1,val
14728561,45128854,1,val
22966349,10031090,1,test
19558925,97439922,1,val
936587,75216146,1,test
23155842,25536211,0,exclude
15306798,52703892,1,test
45550541,12649959,0,exclude
25687193,29276292,1,test
35008093,61023226,0,exclude
25980043,28803055,1,test
22326836,67318157,0,val
22424953,91298730,1,test
34870253,72348848,0,val
83292188,74429719,1,test
88492258,47513440,1,test
80911572,10501202,0,val
16677973,86428372,1,test
14210025,58788480,0,exclude
15497680,19320322,1,test
91472204,94490280,1,test
86095891,8221012,1,test
35469348,93405744,1,test
27969946,27923177,0,val
61268150,33538650,0,exclude
699957,90896471,1,test
13044456,85259278,0,val
1877460,1414453,1,test
4621453,77571226,0,exclude
31946852,96470095,0,exclude
4118764,45991513,0,test
83292188,36232898,0,exclude
18538085,49389281,0,exclude
26441327,71536635,1,test
62362546,85734119,1,test
4393723,71078899,0,val
66579132,80884542,0,exclude
32009117,84234838,0,exclude
23766798,36258612,1,test
59897811,60632785,0,exclude
11774092,43581943,0,val
5580468,1421128,1,test
59530038,33579635,0,val
37553677,62482233,1,test
5393373,469943,0,exclude
36829921,12649959,1,val
12704821,37880350,1,test
47863704,97095163,0,val
26045464,12726597,1,test
38472622,68085447,0,exclude
727932,80569158,1,train
44023309,25348304,1,val
70568597,17571549,0,exclude
6114785,85012405,0,val
19558925,65442400,0,exclude
2889359,73981524,1,train
15715443,29339493,1,train
6951663,87116717,1,train
74664189,31729424,1,train
22954522,24345927,0,exclude
28204167,54699332,1,train
10433444,40216773,0,val
88492258,36232898,0,test
4944318,95938519,0,val
65021259,90993338,1,train
33743161,21755591,0,exclude
83348615,48383584,1,test
45550541,7351682,1,test
1546263,61050661,0,exclude
63669867,52397662,1,val
34973375,27951279,0,exclude
14210025,85263730,0,exclude
24038266,53548309,0,val
82710940,66752889,1,train
66404124,73689335,0,exclude
92510195,31729424,0,exclude
56905335,71010886,0,exclude
12423049,46802224,0,exclude
86835292,43921466,1,train
24614355,86658262,1,train
67813666,73423155,0,val
35469348,74691870,0,val
4360231,15804397,0,val
32009117,23123467,0,exclude
69289226,75638511,0,val
59172393,3550840,0,exclude
3308613,29939200,0,val
33662403,62482233,0,val
40657837,19170514,0,exclude
24185462,87292025,0,val
80641070,77571226,1,test
71242639,15882078,0,exclude
60021335,52170303,1,train
40229645,67818648,0,exclude
4330,95290520,0,test
25370721,87017633,1,train
91393515,98695487,1,val
1022732,16526774,0,val
19733045,33293970,0,val
26377693,62181527,0,exclude
30690945,19933722,1,train
84919212,89105953,1,train
17093585,21085676,0,val
68818577,61050661,0,exclude
60591019,66619247,1,train
951604,49929017,0,val
4217677,4572207,0,val
1540817,60276763,1,train
355856,94490280,0,exclude
60294267,26977607,1,test
51886539,12425146,1,train
31946852,2382848,1,val
43481409,44802924,1,train
44961253,266853,1,train
65406066,70202451,1,train
9479917,76264958,0,val
14354726,52604584,1,test
4586576,98647404,0,val
43098557,27951279,0,exclude
67266823,17001612,0,exclude
3015274,52336194,1,train
44551871,46802224,1,train
30526558,48500555,0,exclude
5479551,87649707,0,exclude
93115467,97057808,0,val
22415142,85938356,1,train
3015274,94984432,0,exclude
24063284,87756607,1,train
5371368,66415332,1,val
12424905,36123748,0,val
48536171,52424801,0,val
23418968,74691870,1,train
30690945,29387115,0,exclude
30526558,64444837,0,val
74468891,50922681,1,train
5393373,79398825,1,test
17432451,37637412,1,train
35966001,30048111,0,val
98009535,85938356,0,val
50293915,83176446,0,val
1252810,73216359,0,exclude
70715850,65720783,0,val
51798356,89192007,0,val
6186646,28803055,0,exclude
17720716,90945906,0,val
4050965,97057808,1,train
31239709,87067165,1,train
53672855,57859900,1,train
22733391,84448401,0,exclude
51153927,66019654,1,train
22882105,38328055,0,val
44618699,77723691,0,val
17824343,42126489,0,exclude
1022732,7730142,0,exclude
15219566,5483712,0,val
48259418,8882504,0,exclude
91472204,76315714,0,val
88855243,8387407,0,val
3323341,140610,0,val
3589339,88684927,1,train
30639668,33538650,1,train
3323341,70567614,0,exclude
1318007,7730142,1,val
88480059,67307118,0,exclude
10638808,96629977,0,test
62958579,2963466,1,train
2967922,23589087,0,test
10433444,51881114,0,test
1080849,95938519,1,train
3589339,18197151,0,test
11118724,19933722,0,exclude
27334066,97389879,0,test
22496070,55975668,0,val
79686292,64315121,0,val
10781098,13974058,1,train
45550541,65320459,0,exclude
23748436,14569200,1,train
8706571,39096117,0,exclude
17885462,95952205,0,exclude
86835292,88650305,0,test
95573755,65070554,1,train
74464562,26977607,0,exclude
83348615,84864631,0,exclude
48788807,74734883,1,test
46937084,41065056,0,exclude
8333161,21085676,0,exclude
21011422,22599611,0,exclude
22682562,21390817,0,test
29326164,15804397,1,train
52437198,59641242,1,train
23574144,92002824,1,train
67375798,85694947,1,val
34235154,31300259,0,test
