id1,id2,label
53361087,19629048,0
6557275,54971342,0
95363633,43653282,0
35753702,49222969,0
85950331,87017633,1
75460871,13974058,0
22018751,54728015,0
64335925,9940059,0
77996967,81274064,0
6516540,8625921,0
35629908,67083681,0
27307306,84816822,0
7654904,2701008,0
48166649,49228214,0
34392254,75097345,0
3690175,9127388,1
23684164,42545052,0
22424953,96666422,1
24318065,44178154,0
20960713,91946031,1
37364581,50544640,1
98557440,75418922,1
29807017,29014657,0
56179024,58331719,1
13127008,66718913,0
70357864,35481120,1
3323779,31447687,0
21683669,72955297,1
68908163,10634045,0
5603029,23211539,0
30526558,15081125,0
8694466,5078198,0
35353104,76155229,0
69601386,10434912,0
5311205,7512223,1
52172790,25119270,0
80911572,15658592,0
280012,30498499,0
25119270,8194632,0
39257696,84816822,0
29923231,59641242,0
52312288,83480659,0
32444954,4621453,0
33809693,13417596,1
17693785,74921256,0
62294539,35469348,0
76264958,62181527,0
50293463,1901878,0
31407039,59641242,1
16971337,7825926,1
84251263,88949733,0
93748290,74341359,0
59982711,59294265,0
2996010,61123060,0
72318686,30624023,1
61937132,21773522,0
41221805,86724338,0
69943848,2701008,1
9556599,75436923,0
8988689,61120002,0
17183466,34158192,0
24673290,91655058,0
71290070,68806700,0
24911815,5992480,0
28856576,53591112,0
36622630,6540379,0
95552757,86024202,1
69985226,5483712,0
25975914,22465984,1
44561053,78036655,1
55951520,64335925,0
51895464,28482508,0
22424953,44288630,0
18325004,9744227,0
47564133,53591112,1
23993254,96203949,0
43613054,39257696,0
62425231,10958685,0
25370721,77233349,0
12059754,10474555,0
78866970,17652897,0
94735407,37637404,0
21120112,96606457,1
12049659,69277053,1
69004107,70567614,1
43259269,25119270,0
8988689,45927229,0
24781420,32646229,0
63735890,92930814,1
34870253,34412534,1
48525870,61015432,1
2823713,51895464,0
12404184,75418922,1
13163468,30304218,0
21132060,17693785,0
31447687,72508476,0
69004107,27123269,0
80703508,74296125,0
75038427,96602405,0
66328929,53548309,0
26857322,76305683,1
21445124,88098987,0
21500785,71962852,0
951604,58788480,1
8792096,98882167,0
68277426,8794784,0
19733045,52225477,1
10085301,58331719,0
96520219,93329151,0
73075580,48721591,1
49228214,85971021,0
14149159,54595497,0
33276068,67563051,0
69085113,92849384,1
18802876,31088990,0
78707939,48201867,0
20439392,65401204,0
91987923,62181527,0
57791150,64403748,0
19222593,47589506,0
75130066,86362376,0
38438912,1051429,0
74921256,90023831,0
58788480,24504666,0
18207118,28204167,0
19320322,16971337,0
54595497,84931549,0
22045929,77791574,0
33662403,18197417,0
67266823,31726913,1
18241261,34888275,0
52172790,97231319,1
34014948,14582951,1
59082251,68383002,0
33116922,22045929,0
3838572,4473153,0
77129132,87756607,1
35456507,21033405,0
41744188,68229314,0
66564908,60655529,0
51422423,60108205,0
24138858,33116922,1
31257390,72908237,0
48951428,4393723,0
7648155,93712089,1
42841911,10474555,0
21445124,32141517,0
39523398,75965694,1
2411230,52437198,0
68383002,74409203,1
4872514,84892227,1
727932,31300259,0
18197417,81078073,0
33650372,56719289,0
68806700,81958888,1
78086660,25918408,0
53508892,67466258,1
35818283,88240059,0
37019975,80826544,0
85950331,86362376,1
42828453,38674629,0
46891078,53182926,1
77791574,4217677,0
38191181,76315714,0
91897985,66019654,0
1585518,67850339,1
19696563,90896471,0
35831837,70518638,0
47564133,34888275,0
76179137,45589461,0
47587845,70151903,0
6788897,76203468,0
1352033,14120231,0
84035169,57657334,0
12416419,44210301,0
18997869,90698135,0
2475398,16116211,1
70539715,9830579,0
88855243,11732386,1
25234567,64360601,1
4050965,77791574,0
96455638,37669303,0
23127075,37417537,1
60558470,75611963,0
1367517,40673968,0
1161397,54807220,0
91059944,25980666,1
32646229,25115691,0
23345904,66429623,1
95857394,3627896,1
53085468,42225711,0
37364581,9938245,0
97266485,11227989,1
70342601,10085301,1
35188587,56232630,0
47991280,97905619,0
57869110,11752341,0
13163468,5662042,0
3957588,9479922,0
19320322,65021259,0
58208007,62811090,0
10781098,38968396,0
38561950,52574134,1
35594664,469943,1
95101750,55948609,0
44178154,51157325,0
9931826,88986804,1
12425146,60571140,0
9857576,74135786,0
74424274,52336194,1
54186963,67466258,0
6583502,33293970,0
10678822,29453941,1
6540379,34471386,0
75456999,49828610,1
3015274,58913839,0
44625958,67818648,0
32159667,68780322,0
44701727,45917002,0
43926656,30304218,0
98839043,93748290,1
31806572,4125396,0
231364,25295288,0
95806145,10474555,0
16479164,36622630,0
25128239,18241261,0
42482245,37364581,0
8856665,43227294,0
705891,34993176,0
30606247,17824343,0
20058002,44618699,0
2967922,40122686,1
22415142,48184346,1
17046235,64998693,1
80421350,45478469,0
23008303,57420385,0
44701727,19934440,0
89579868,43317133,0
93115467,73253056,0
2115771,37019975,1
22301275,72856559,0
68190508,65493352,0
47205216,42340316,0
72955297,52486793,0
54526686,14787728,0
3223487,52518330,0
9857576,34412534,0
54014710,54607791,0
23820970,74017051,0
87263745,53105255,0
72318686,25046006,0
41283631,37569873,1
87430670,36257355,0
2468281,25933135,1
51932172,59429009,0
31806572,29928344,0
22682562,1022732,0
51153927,9855667,1
17203445,8488813,0
80968636,47773304,0
10861890,70342601,0
95547511,12612826,0
63895377,70593055,0
39418692,18197151,1
54971342,38824121,0
36863105,87235806,0
6118785,48999667,1
98329230,45169409,0
22018751,25115691,0
37867091,36016429,0
96602405,1177706,1
80958325,3724392,1
29955103,31407039,0
12359067,9224484,0
90143852,52225477,1
89943576,36303725,0
86949980,89332311,0
54755582,60529926,1
65026475,18325004,0
41580587,64499514,1
22331395,68306942,0
62817036,71446077,0
28719555,790322,0
62294539,54449018,0
42545174,60106919,1
15730411,96982489,0
92821376,84221762,1
84328882,67051418,1
34645760,76107122,1
29453941,56489331,1
24614355,79616204,0
29326164,27072786,0
32738830,13974058,0
13044456,1088849,0
532468,55665741,0
80771543,96520219,0
68914865,62958901,0
63864528,72641045,0
75711589,49487074,1
44701727,47203545,0
8792096,15742380,0
44178154,75907519,1
37065189,72036566,0
46925007,35966001,0
67742342,51157325,0
96440076,98009535,0
17432451,76155229,0
69289226,83480659,1
16588524,74296125,0
23345904,64757645,0
10827123,89681182,1
82947595,35966001,0
64798645,27307306,0
72117315,57780651,0
56179024,49703345,0
19413356,17346729,0
9683052,11220932,1
20151064,41953107,1
87756607,43613054,0
12123615,84832709,0
68665486,17406325,0
74921256,72508476,0
7610550,5311205,0
3957588,96602405,0
94023120,10474555,0
97095163,29006522,0
13628094,33428043,0
48692609,63633010,0
78389108,50802898,0
10031090,83977828,0
49828610,69971378,0
19095351,19172447,0
3830836,14149159,1
64696513,15698882,0
9479917,1585518,0
1080849,59082251,1
21961368,2151290,0
65306765,95547511,1
35384524,49228214,1
51932172,56817985,0
64998693,4212691,0
12416419,51157325,1
45666976,49082586,0
16191031,34725164,1
33115869,70691121,1
36622630,49885696,0
26986926,51594744,1
27166335,81293471,1
24225119,57965652,0
6516540,36821881,1
14472209,67303012,0
48536171,63373198,1
56280047,55948609,1
44559075,38968396,0
76507424,7131523,0
78866970,20564967,0
41160430,14149159,0
21600802,11343029,0
78389108,31340299,1
77578535,91059944,1
95857394,16116211,1
10433444,79853164,0
6988926,76447164,1
84251263,42545052,0
51563635,63973332,0
49130224,42113643,0
52535266,53101134,0
11378892,65648969,0
54614261,1022732,0
90945906,5531813,0
