source_dataset,source_column,target_dataset,target_column,score,notes
open_alex,id,Scholarly Paper,id,0.95,llm_based_matching
open_alex,type,Scholarly Paper,type,0.95,llm_based_matching
open_alex,title,Scholarly Paper,title,0.95,llm_based_matching
open_alex,authors,Scholarly Paper,authors,0.95,llm_based_matching
open_alex,publication_year,Scholarly Paper,publication_year,0.95,llm_based_matching
open_alex,journal,Scholarly Paper,journal,0.95,llm_based_matching
open_alex,volume,Scholarly Paper,volume,0.95,llm_based_matching
open_alex,issue,Scholarly Paper,issue,0.95,llm_based_matching
open_alex,first_page,Scholarly Paper,first_page,0.95,llm_based_matching
open_alex,last_page,Scholarly Paper,last_page,0.95,llm_based_matching
open_alex,referenced_works_count,Scholarly Paper,referenced_works_count,0.95,llm_based_matching
open_alex,cited_by_count,Scholarly Paper,cited_by_count,0.95,llm_based_matching
