id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_2_19126355,Gigabyte,Gigabyte NVIDIA GeForce RTX 3080 10GB GAMING OC Ampere Graphics Card,"Gigabyte NVIDIA GeForce RTX 3080 GAMING OC 10GB GDDR6X Ray-Tracing Graphics Card, 8704 Core, 1440MHz Core, 1800MHz Boost",117508.28,GBP,1002037.0,https://www.scan.co.uk/products/gigabyte-nvidia-geforce-rtx-3080-gaming-oc-10gb-gddr6x-ray-tracing-graphics-card,"Gigabyte NVIDIA GeForce RTX 3080 10GB GAMING OC Ampere Graphics Card. Description: Gigabyte NVIDIA GeForce RTX 3080 GAMING OC 10GB GDDR6X Ray-Tracing Graphics Card, 8704 Core, 1440MHz Core, 1800MHz Boost",GeForce RTX 3080 10GB GAMING OC,,GPU,GeForce RTX 3080,10.0,,,,,,,,,,,,,
products_2_42841911,Western Digital,WD Blue 6TB Desktop Hard Disk Drive - 5400 RPM SATA 6Gb/s 256MB Cache 3.5 Inch - WD60EZAZ,WD Blue 6TB Desktop Hard Disk Drive - 5400 RPM SATA 6Gb/s 256MB Cache 3.5 Inch - WD60EZAZ,151.57,USD,1004942.0,https://www.newegg.com/blue-wd60ezaz-6tb/p/1Z4-0002-00MY8,WD Blue 6TB Desktop Hard Disk Drive - 5400 RPM SATA 6Gb/s 256MB Cache 3.5 Inch - WD60EZAZ. Description: WD Blue 6TB Desktop Hard Disk Drive - 5400 RPM SATA 6Gb/s 256MB Cache 3.5 Inch - WD60EZAZ,WD Bluc,WD60EZAZ,HDD,,,5587.94 GiB,,,SATA,,,,,,3.5 Inch,,,
products_2_46775597,Corsair,Corsair Force MP510 M.2 SSD - 960GB,"CORSAIR Force Series MP510 960GB M.2 SSD PCIe Gen3 x4, M.2 NVMe, up to 3480/ 3000MB/ s read/ write (CSSD-F960GBMP510) - Läshastighet: 3.48GB/s - Skrivhastighet: 3GB/s - Gränssnitt: PCI Express 3.0 - Formfaktor: M.2 - Kapacitet: 960GB",,,1007272.0,https://www.dindator.se/corsair-force-series-mp510-960gb/cat-p/c0/p10417578,"CORSAIR - Force Series MP510 960GB M.2 SSD PCIe Gen3 x4, M.2 NVMe, up to 3480/3000MB/s read/write. Description: CORSAIR Force Series MP510 960GB M.2 SSD PCIe Gen3 x4, M.2 NVMe, up to 3480/ 3000MB/ s read/ write (CSSD-F960GBMP510) - Läshastighet: 3.48GB/s - Skrivhastighet: 3GB/s - Gränssnitt: PCI Express 3.0 - Formfaktor: M.2 - Kapacitet: 960GB",Force MP510,CSSD-F960GBMP510,SSD,,,894.07 GiB,3480.0,3000.0,PCI Express x4,,,,,,,,,M.2 2280
products_2_8794784,Gigabyte,GIGABYTE GEFORCE GTX 1660 SUPER OC 6GB GDDR6 192-BIT GAMING GRAPHICS CARD,Powered by GeForce® GTX 1660 SUPER Integrated with 6GB GDDR6 192-bit memory interface WINDFORCE 2X Cooling System with alternate spinning fans 90 mm unique blade fans Protection Back Plate,26555.7,INR,1028734.0,https://www.kartmy.com/product/gigabyte-gv-n166soc-6gd-graphics-card-nvidia-geforce-gtx-1660-super-6-gb-gddr6,GIGABYTE GEFORCE GTX 1660 SUPER OC 6GB GDDR6 192-BIT GAMING GRAPHICS CARD. Description: Powered by GeForce® GTX 1660 SUPER™ Integrated with 6GB GDDR6 192-bit memory interface WINDFORCE 2X Cooling System with alternate spinning fans 90 mm unique blade fans Protection Back Plate,GEFOR CE GTX 1660 SUPER OC,,,GeForce GTX 1660 Super,,,,,,,,,,,,,,
products_2_59982711,,GeForce GTX 1660 Ti GAMING X 6G,SpecificationsModel NameGeForce® GTX 1660 Ti GAMING X 6GGraphics Processing UnitNVIDIA® GeForce® GTX 1660 TiInterfacePCI Express x16 3.0Cores1536 UnitsCore ClocksBoost: 1875 MHzMemory Speed12 GbpsMemory6GB GDDR6Memory Bus192-bitOutputDisplayPort x 3 (v1.4) / HDMI 2.0b x 1HDCP Support2.2Power consumption130 WPower connectors8-pin x 1Recommended PSU450 WCard Dimension(mm247 x 127 x 46 mmWeight (Card / Package)869 g / 1511 gAfterburner OCYDirectX Version Support12 APIOpenGL Version Support4.5Maximum Displays4VR ReadyYG-SYNC® technologyYDigital Maximum Resolution7680 x 4320,1586.36,AED,1029916.0,https://samspc.com/products/gtx-1660-ti-gaming-x-6g,GeForce GTX 1660 Ti GAMING X 6G. Description: SpecificationsModel NameGeForce® GTX 1660 Ti GAMING X 6GGraphics Processing UnitNVIDIA® GeForce® GTX 1660 TiInterfacePCI Express x16 3.0Cores1536 UnitsCore ClocksBoost: 1875 MHzMemory Speed12 GbpsMemory6GB GDDR6Memory Bus192-bitOutputDisplayPort x 3 (v1.4) / HDMI 2.0b x 1HDCP Support2.2Power consumption130 WPower connectors8-pin x 1Recommended PSU450 WCard Dimension(mm247 x 127 x 46 mmWeight (Card / Package)869 g / 1511 gAfterburner OCYDirectX Version Support12 APIOpenGL Version Support4.5Maximum Displays4VR ReadyYG-SYNC® technologyYDigital Maximum Resolution7680 x 4320,GeForce GTX 1660 Ti GAMING X 6G,,GPU,,,,,,PCI Express x16,,,,,,,GDDR6,,
products_2_46019781,Asus,ASUS ROG NVIDIA GeForce RTX 2080 SUPER 8GB STRIX ADVANCED GAMING Turing Graphics Card,"ASUS GeForce RTX 2080 SUPER ROG STRIX ADVANCED GAMING 8GB GDDR6 Ray-Tracing Graphics Card, 3072 Core, 1650MHz - 1830MHz",117508.28,GBP,1036963.0,https://www.scan.co.uk/products/asus-geforce-rtx-2080-super-rog-strix-advanced-gaming-8gb-gddr6-ray-tracing-graphics-card-3072-core,"ASUS ROG NVIDIA GeForce RTX 2080 SUPER 8GB STRIX ADVANCED GAMING Turing Graphics Card. Description: ASUS GeForce RTX 2080 SUPER ROG STRIX ADVANCED GAMING 8GB GDDR6 Ray-Tracing Graphics Card, 3072 Core, 1650MHz - 1830MHz",ROG STRIX ADVANCED GAMING,,,,8.0,,,,,,,,,,,,,
products_2_66038575,,ASUS 90YV0DQ0-M0NA00 videokaart NVIDIA GeForce RTX 2060 SUPER 8 GB GDDR6,ROG-STRIX-RTX2060S-O8G-EVO-GAMINGROG Strix GeForce® RTX 2060 SUPER EVO OC edition 8GB GDDR6 with powerful cooling for higher refresh rates and a super performance boost,10819.98,EUR,1038355.0,https://www.mymediacenter.nl/asus-rog-strix-rtx2060s-o8g-evo-gaming-8gbhdmidpac.html,ASUS 90YV0DQ0-M0NA00 videokaart NVIDIA GeForce RTX 2060 SUPER 8 GB GDDR6. Description: ROG-STRIX-RTX2060S-O8G-EVO-GAMINGROG Strix GeForce® RTX 2060 SUPER™ EVO OC edition 8GB GDDR6 with powerful cooling for higher refresh rates and a super performance boost,ROG Strix GeForce RTX 2060 SUPER EVO OC edition,90YV0D20-M0NA00,GPU,,,,,,,,,,,,,,,
products_2_27197488,,Gigabyte AMD Radeon RX 5600 XT GAMING OC Video Card GV-R56XTGAMING OC-6GD | PCByte,"Graphics Processing : AMD Radeon RX 5600 XTMemory : 6GB GDDR6Memory Bus : 192-BitCore Clock : 1620 MHz (Boost)Interface : PCI-E 4.0 x 16Output : 3x DisplayPort 1.4, 1x HDMI 2.0b",492.36,AUD,1048970.0,https://www.pcbyte.com.au/store/product/gigabyte-amd-radeon-rx-5600-xt-gaming-oc-video-card-gv-r56xtgaming-oc-6gd-19567,"Gigabyte AMD Radeon RX 5600 XT GAMING OC Video Card GV-R56XTGAMING OC-6GD | PCByte. Description: Graphics Processing : AMD Radeon RX 5600 XTMemory : 6GB GDDR6Memory Bus : 192-BitCore Clock : 1620 MHz (Boost)Interface : PCI-E 4.0 x 16Output : 3x DisplayPort 1.4, 1x HDMI 2.0b",AMD Radeon RX 5600 XT GAMING OC,GV-R56XTGAMING OC-6GD,GPU,,,,,,PCI Express x16,,,,,,,,,
products_2_34820113,,"Radeon Pro WX 4100, 925 - 1170MHz, 4GB GDDR5, Graphics Card","World’s Fastest Low-Profile Workstation Graphics CardContent creation has evolved over the past ten years, and so have the demands of the designers and creators. CAD professionals (see flexible, sleek, and quiet small form-factor workstations. Radeon Pro WX 4100 delivers the performance and reliability workstation users need to get their job done.Great Performance in a Small Form FactorPurpose-built for CAD professionals, the Radeon Pro WX 4100 graphics card is the world’s fastest low-profile workstation graphics solution available today1, delivering up to 2.4 TFLOPS of compute performance. Based on 14nm FinFET technology, the Radeon Pro WX 4100 GPU contains the latest innovations found in the state-of-the-art Polaris GPU architecture.Planned ISV CertificationsThe Radeon Pro certification team is working diligently with our ISV partners to ensure certification on many of the popular applications that are being used in the Design and Manufacturing spaces, making certain that the Radeon Pro WX 4100 graphics card is properly supported on key applications so you can have a hassle-free experience.Quality You Can TrustRadeon Pro WX is the embodiment of innovation and design within the Radeon Technologies Group. Great care is taken into crafting each product to ensure quality and reliability are at the highest of standards. We are proud to stand behind our three year limited warranty want details at www.amd.com/Warranty) and optional seven year extended limited warranty also available (see details and requirements at www.amd.com/ExtendedWarranty).",315.92,USD,1050421.0,https://www.avadirect.com/Radeon-Pro-WX-4100-925-1170MHz-4GB-GDDR5-Graphics-Card/Product/10913438,"Radeon Pro WX 4100 graphics card with 925–1170MHz clocks and 4GB GDDR5. Described as the world’s fastest low-profile workstation graphics card, it is built for CAD professionals and small-form-factor workstations, offering up to 2.4 TFLOPS of compute performance. Using 14nm FinFET technology and Polaris GPU architecture, it also has planned ISV certifications for key design and manufacturing applications. Backed by a three-year limited warranty, with an optional seven-year extended limited warranty available.",4100 Pro WX Radeon,,GPU,,,,,,,,,,,,,,,
products_2_87689104,Palit,"PALIT VGA GeForce GTX 1660 Super NE6166SS18J9-161F, GDDR6 6GB, StormX OC","PALIT VGA GeForce GTX 1660 Super NE6166SS18J9-161F, GDDR6 6GB, StormX OC",436.07,EUR,1051451.0,https://doulfis.gr/product/palit-vga-geforce-gtx-1660-super-ne6166ss18j9-161f-gddr6-6gb-stormx-oc,"PALIT VGA GeForce GTX 1660 Super NE6166SS18J9-161F, GDDR6 6GB, StormX OC. Description: PALIT VGA GeForce GTX 1660 Super NE6166SS18J9-161F, GDDR6 6GB, StormX OC",VGA GeForce GTx 1660 Super StormX OC,NE6166SS18J9-161F,GPU,GeForce GTX 1660 Super,6.0,,,,,,,,,,,gDDR6,,
