id1,id2,label
k02_noncorner_products_00023__products_1,k02_noncorner_products_00117__products_4,FALSE
k02_noncorner_products_00220__products_1,k02_noncorner_products_00306__products_4,FALSE
k02_noncorner_products_00233__products_1,k02_noncorner_products_00117__products_4,FALSE
products_1_47203114,products_4_78707939,FALSE
products_1_26113997,products_4_78707939,FALSE
k02_noncorner_products_00007__products_1,k02_noncorner_products_00148__products_4,FALSE
k02_noncorner_products_00180__products_1,k02_noncorner_products_00180__products_4,TRUE
k02_noncorner_products_00277__products_1,k02_noncorner_products_00117__products_4,FALSE
products_1_26113997,products_4_31598406,TRUE
k02_noncorner_products_00173__products_1,k02_noncorner_products_00173__products_4,TRUE
k02_noncorner_products_00211__products_1,k02_noncorner_products_00211__products_4,TRUE
k02_noncorner_products_00362__products_1,k02_noncorner_products_00362__products_4,TRUE
k02_noncorner_products_00226__products_1,k02_noncorner_products_00117__products_4,FALSE
k02_noncorner_products_00179__products_1,k02_noncorner_products_00179__products_4,TRUE
products_1_8924039,products_4_31598406,FALSE
k02_noncorner_products_00257__products_1,k02_noncorner_products_00257__products_4,TRUE
k02_noncorner_products_00026__products_1,k02_noncorner_products_00117__products_4,FALSE
k02_noncorner_products_00085__products_1,k02_noncorner_products_00117__products_4,FALSE
products_1_11746366,products_4_15243561,TRUE
k02_noncorner_products_00296__products_1,k02_noncorner_products_00296__products_4,TRUE
k02_noncorner_products_00279__products_1,k02_noncorner_products_00306__products_4,FALSE
products_1_21663730,products_4_31598406,FALSE
k02_noncorner_products_00165__products_1,k02_noncorner_products_00165__products_4,TRUE
k02_noncorner_products_00211__products_1,products_4_96455638,FALSE
k02_noncorner_products_00319__products_1,k02_noncorner_products_00306__products_4,FALSE
k02_noncorner_products_00162__products_1,k02_noncorner_products_00162__products_4,TRUE
products_1_39826842,products_4_96455638,FALSE
products_1_18538085,products_4_15243561,FALSE
k02_noncorner_products_00132__products_1,k02_noncorner_products_00117__products_4,TRUE
k02_noncorner_products_00213__products_1,k02_noncorner_products_00117__products_4,FALSE
k02_noncorner_products_00079__products_1,k02_noncorner_products_00079__products_4,TRUE
k02_noncorner_products_00351__products_1,k02_noncorner_products_00257__products_4,FALSE
k02_noncorner_products_00248__products_1,k02_noncorner_products_00117__products_4,FALSE
k02_noncorner_products_00214__products_1,k02_noncorner_products_00214__products_4,TRUE
products_1_17943,k02_noncorner_products_00079__products_4,FALSE
k02_noncorner_products_00229__products_1,k02_noncorner_products_00229__products_4,TRUE
k02_noncorner_products_00007__products_1,k02_noncorner_products_00306__products_4,FALSE
k02_noncorner_products_00312__products_1,k02_noncorner_products_00306__products_4,FALSE
k02_noncorner_products_00320__products_1,k02_noncorner_products_00173__products_4,FALSE
products_1_44486080,products_4_90945906,TRUE
k02_noncorner_products_00296__products_1,k02_noncorner_products_00229__products_4,FALSE
k02_noncorner_products_00043__products_1,k02_noncorner_products_00173__products_4,FALSE
k02_noncorner_products_00008__products_1,k02_noncorner_products_00306__products_4,TRUE
products_1_21663730,products_4_15243561,FALSE
k02_noncorner_products_00020__products_1,k02_noncorner_products_00020__products_4,TRUE
k02_noncorner_products_00219__products_1,k02_noncorner_products_00219__products_4,TRUE
k02_noncorner_products_00256__products_1,k02_noncorner_products_00117__products_4,FALSE
products_1_1161397,products_4_19413356,TRUE
k02_noncorner_products_00192__products_1,k02_noncorner_products_00306__products_4,FALSE
k02_noncorner_products_00005__products_1,k02_noncorner_products_00005__products_4,TRUE
products_1_26441327,products_4_19413356,TRUE
products_1_35425148,products_4_78707939,TRUE
