metric_name,value
coverage.entity.RF.n_rows_output,12019
coverage.entity.RF.n_rows_largest_input,10085
coverage.entity.RF.row_gain_vs_largest_input,0.19176995537927616
coverage.entity.GR.n_reference,100
coverage.entity.GR.row_count_abs_diff,11919
coverage.entity.GR.row_count_rel_diff,119.19
coverage.entity.GR.n_recovered,91
coverage.entity.GR.n_partial,9
coverage.entity.GR.n_lost,0
coverage.entity.GR.n_fabricated,11919
coverage.entity.GR.recovery_rate,0.91
coverage.fact.RF.density_output,0.5676116981446044
coverage.fact.RF.density_largest_input,0.0
coverage.fact.RF.density_gain,0.5676116981446044
coverage.fact.GR.per_column_drift_normalized.assets,0.09006997938872752
coverage.fact.GR.per_column_drift_normalized.city,0.7317185452084676
coverage.fact.GR.per_column_drift_normalized.country,0.299648158304968
coverage.fact.GR.per_column_drift_normalized.name,0.8046274804154039
coverage.fact.GR.per_column_drift_normalized.revenue,0.652754026349044
coverage.fact.GR.overall_drift,0.5157636379333221
coverage.fact.GR.density_delta_per_attribute.name.reference_density,0.91
coverage.fact.GR.density_delta_per_attribute.name.pipe_density,1.0
coverage.fact.GR.density_delta_per_attribute.name.delta,0.08999999999999997
coverage.fact.GR.density_delta_per_attribute.founded.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.founded.pipe_density,0.9050669772859639
coverage.fact.GR.density_delta_per_attribute.founded.delta,-0.09493302271403614
coverage.fact.GR.density_delta_per_attribute.country.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.country.pipe_density,0.9930110658124636
coverage.fact.GR.density_delta_per_attribute.country.delta,-0.006988934187536433
coverage.fact.GR.density_delta_per_attribute.city.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.city.pipe_density,0.8681254680089858
coverage.fact.GR.density_delta_per_attribute.city.delta,-0.13187453199101418
coverage.fact.GR.density_delta_per_attribute.assets.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.assets.pipe_density,0.20742158249438392
coverage.fact.GR.density_delta_per_attribute.assets.delta,-0.7925784175056161
coverage.fact.GR.density_delta_per_attribute.revenue.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.revenue.pipe_density,0.31208919211248853
coverage.fact.GR.density_delta_per_attribute.revenue.delta,-0.6879108078875115
coverage.fact.GR.density_delta_per_attribute.keypeople.reference_density,0.0
coverage.fact.GR.density_delta_per_attribute.keypeople.pipe_density,0.09235377319244531
coverage.fact.GR.density_delta_per_attribute.keypeople.delta,0.09235377319244531
coverage.source_based.RF.winning_source_distribution_per_attribute.assets.forbes,0.9445182724252492
coverage.source_based.RF.winning_source_distribution_per_attribute.assets.dbpedia,0.05548172757475083
coverage.source_based.RF.winning_source_distribution_per_attribute.city.dbpedia,0.4248310810810811
coverage.source_based.RF.winning_source_distribution_per_attribute.city.fullcontact,0.575168918918919
coverage.source_based.RF.winning_source_distribution_per_attribute.country.forbes,0.5366288131819197
coverage.source_based.RF.winning_source_distribution_per_attribute.country.dbpedia,0.19661545312847936
coverage.source_based.RF.winning_source_distribution_per_attribute.country.fullcontact,0.26675573368960104
coverage.source_based.RF.winning_source_distribution_per_attribute.founded.dbpedia,0.5035746201966042
coverage.source_based.RF.winning_source_distribution_per_attribute.founded.fullcontact,0.4964253798033959
coverage.source_based.RF.winning_source_distribution_per_attribute.id.forbes,0.4455149501661139
coverage.source_based.RF.winning_source_distribution_per_attribute.id.dbpedia,0.17641196013289134
coverage.source_based.RF.winning_source_distribution_per_attribute.id.fullcontact,0.37807308970099684
coverage.source_based.RF.winning_source_distribution_per_attribute.keypeople.fullcontact,0.5473684210526316
coverage.source_based.RF.winning_source_distribution_per_attribute.keypeople.dbpedia,0.45263157894736844
coverage.source_based.RF.winning_source_distribution_per_attribute.name.forbes,0.4455149501661139
coverage.source_based.RF.winning_source_distribution_per_attribute.name.dbpedia,0.17641196013289134
coverage.source_based.RF.winning_source_distribution_per_attribute.name.fullcontact,0.37807308970099684
coverage.source_based.RF.winning_source_distribution_per_attribute.revenue.forbes,0.8970099667774086
coverage.source_based.RF.winning_source_distribution_per_attribute.revenue.dbpedia,0.10299003322259136
coverage.source_based.GR.same_source_collision_rate.reference,0.01
coverage.source_based.GR.same_source_collision_rate.pipe,0.0
coverage.source_based.GR.same_source_collision_rate.delta,-0.01
coverage.source_based.GR.same_source_collision_rate.by_source.dbpedia.reference,0.0
coverage.source_based.GR.same_source_collision_rate.by_source.dbpedia.pipe,0.0
coverage.source_based.GR.same_source_collision_rate.by_source.dbpedia.delta,0.0
coverage.source_based.GR.same_source_collision_rate.by_source.forbes.reference,0.0
coverage.source_based.GR.same_source_collision_rate.by_source.forbes.pipe,0.0
coverage.source_based.GR.same_source_collision_rate.by_source.forbes.delta,0.0
coverage.source_based.GR.same_source_collision_rate.by_source.fullcontact.reference,0.01
coverage.source_based.GR.same_source_collision_rate.by_source.fullcontact.pipe,0.0
