entity_id,source,attribute,original_value,attempted_format,reason,knob,level
http://dbpedia.org/resource/%C3%87al%C4%B1k_Holding,dbpedia,annual_income,2.58,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C3%89lectricit%C3%A9_de_France,dbpedia,annual_income,60054.15,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C3%96ssur,dbpedia,annual_income,330.36,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C3%96zal_Group,dbpedia,annual_income,5529.00,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C4%8CEZ_Group,dbpedia,annual_income,193293.84,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C4%8Ca%C4%8Danska_banka,dbpedia,annual_income,29.20,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C5%A0koda_Auto,dbpedia,annual_income,9583.60,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C5%A0koda_Auto_India_Private_Limited,dbpedia,annual_income,11518.75,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C5%A0kolska_knjiga,dbpedia,annual_income,239.59,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C5%A0tark,dbpedia,annual_income,73.43,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/%C5%BDelezara_Smederevo,dbpedia,annual_income,172.51,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/20th_Century_Fox_Television,dbpedia,annual_income,10781.55,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/2_Sisters_Food_Group,dbpedia,annual_income,2764.50,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/3D_Systems,dbpedia,annual_income,211.94,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/99_Cents_Only_Stores,dbpedia,annual_income,1197.95,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/A._Korkunov,dbpedia,annual_income,92.15,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/A._O._Smith,dbpedia,annual_income,1787.71,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/A2A,dbpedia,annual_income,5566.78,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/ABC_Supply,dbpedia,annual_income,4238.90,locale:de_DE,roundtrip_parse_fail,5,medium
http://dbpedia.org/resource/ABM_Industries,dbpedia,annual_income,3962.45,locale:de_DE,roundtrip_parse_fail,5,medium
