source,entity_id,compromised,knob,level
dbpedia,http://www.forbes.com/companies/amphenol/,True,10,medium
dbpedia,http://www.forbes.com/companies/banco-santander/,True,10,medium
dbpedia,http://www.forbes.com/companies/byd/,True,10,medium
dbpedia,http://www.forbes.com/companies/clorox/,True,10,medium
dbpedia,http://www.forbes.com/companies/hyundai-steel/,True,10,medium
dbpedia,http://www.forbes.com/companies/kuwait-projects/,True,10,medium
dbpedia,http://www.forbes.com/companies/mapfre/,True,10,medium
dbpedia,http://www.forbes.com/companies/steinhoff-international/,True,10,medium
dbpedia,http://www.forbes.com/companies/western-digital/,True,10,medium
forbes,http://www.forbes.com/companies/coloplast/,True,10,medium
forbes,http://www.forbes.com/companies/davita/,True,10,medium
forbes,http://www.forbes.com/companies/dish-network/,True,10,medium
forbes,http://www.forbes.com/companies/edf/,True,10,medium
forbes,http://www.forbes.com/companies/israel-discount-bank/,True,10,medium
forbes,http://www.forbes.com/companies/l-3-communications/,True,10,medium
forbes,http://www.forbes.com/companies/ncc-group/,True,10,medium
forbes,http://www.forbes.com/companies/nokia/,True,10,medium
forbes,http://www.forbes.com/companies/swiss-life-holding/,True,10,medium
fullcontact,http://www.forbes.com/companies/amp/,True,10,medium
fullcontact,http://www.forbes.com/companies/bae-systems/,True,10,medium
fullcontact,http://www.forbes.com/companies/china-mobile/,True,10,medium
fullcontact,http://www.forbes.com/companies/galaxy-entertainment/,True,10,medium
fullcontact,http://www.forbes.com/companies/petrobras/,True,10,medium
fullcontact,http://www.forbes.com/companies/prada/,True,10,medium
fullcontact,http://www.forbes.com/companies/tdc/,True,10,medium
fullcontact,http://www.forbes.com/companies/tokyo-electron/,True,10,medium
fullcontact,http://www.forbes.com/companies/woolworths/,True,10,medium
