case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
papers-augmented-easy,crossref,id,Scholarly Paper,id,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,type,Scholarly Paper,type,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,title,Scholarly Paper,title,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,authors,Scholarly Paper,authors,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,publication_year,Scholarly Paper,publication_year,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,journal,Scholarly Paper,journal,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,volume,Scholarly Paper,volume,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,issue,Scholarly Paper,issue,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,first_page,Scholarly Paper,first_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,last_page,Scholarly Paper,last_page,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,referenced_works_count,Scholarly Paper,referenced_works_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,crossref,cited_by_count,Scholarly Paper,cited_by_count,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/crossref_mapping.csv
papers-augmented-easy,dblp,id,Scholarly Paper,id,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,type,Scholarly Paper,type,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,title,Scholarly Paper,title,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,authors,Scholarly Paper,authors,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,publication_year,Scholarly Paper,publication_year,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,journal,Scholarly Paper,journal,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,volume,Scholarly Paper,volume,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
papers-augmented-easy,dblp,issue,Scholarly Paper,issue,0.95,llm_based_matching,DI-Bench/runs/augmented/papers/easy/schema_matching/mappings/dblp_mapping.csv
