id1,id2,score,notes
metacritic_208,dbpedia_18170,1.0,magellan
metacritic_12027,dbpedia_39035,1.0,magellan
metacritic_13913,dbpedia_21018,1.0,magellan
metacritic_16040,dbpedia_15350,1.0,magellan
metacritic_1691,dbpedia_40851,1.0,magellan
metacritic_10301,dbpedia_3692,1.0,magellan
metacritic_8057,dbpedia_218,1.0,magellan
metacritic_16223,dbpedia_24846,1.0,magellan
metacritic_12156,dbpedia_50711,1.0,magellan
metacritic_7757,dbpedia_46739,1.0,magellan
metacritic_1321,dbpedia_40305,1.0,magellan
metacritic_802,dbpedia_61300,1.0,magellan
metacritic_11854,dbpedia_19188,1.0,magellan
metacritic_4010,dbpedia_11579,1.0,magellan
metacritic_1704,dbpedia_7668,1.0,magellan
metacritic_4115,dbpedia_22654,1.0,magellan
metacritic_9443,dbpedia_38786,1.0,magellan
metacritic_18634,dbpedia_57112,1.0,magellan
metacritic_14908,dbpedia_14853,1.0,magellan
metacritic_14169,dbpedia_53401,1.0,magellan
metacritic_19751,dbpedia_39210,1.0,magellan
metacritic_6405,dbpedia_42573,1.0,magellan
metacritic_17151,dbpedia_7856,1.0,magellan
metacritic_16648,dbpedia_63388,1.0,magellan
metacritic_1674,dbpedia_5741,1.0,magellan
metacritic_1410,dbpedia_29346,1.0,magellan
metacritic_2096,dbpedia_11513,1.0,magellan
metacritic_4599,dbpedia_39924,1.0,magellan
metacritic_11847,dbpedia_15563,1.0,magellan
metacritic_3340,dbpedia_50292,1.0,magellan
metacritic_1953,dbpedia_1125,1.0,magellan
metacritic_12079,dbpedia_33729,1.0,magellan
metacritic_1598,dbpedia_7920,1.0,magellan
metacritic_615,dbpedia_15369,1.0,magellan
metacritic_6955,dbpedia_39740,1.0,magellan
metacritic_19725,dbpedia_45915,1.0,magellan
metacritic_19648,dbpedia_23257,1.0,magellan
metacritic_421,dbpedia_49626,1.0,magellan
metacritic_12057,dbpedia_23874,1.0,magellan
metacritic_7131,dbpedia_31071,1.0,magellan
metacritic_20093,dbpedia_54001,1.0,magellan
k02_noncorner_games_00204__metacritic,k02_noncorner_games_00204__dbpedia,1.0,magellan
metacritic_1642,dbpedia_42701,1.0,magellan
metacritic_1595,dbpedia_39218,1.0,magellan
metacritic_8048,dbpedia_41406,1.0,magellan
metacritic_1327,dbpedia_7849,1.0,magellan
metacritic_1131,dbpedia_58143,1.0,magellan
metacritic_6621,dbpedia_57475,1.0,magellan
metacritic_6548,dbpedia_18876,1.0,magellan
