silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
1057972,products_1_1022732,2,2,2,1.0
1178275,products_1_10524439,2,2,2,1.0
133436,products_1_10678822,2,2,2,1.0
1856804,products_1_1080849,2,2,2,1.0
2691660,products_1_10827123,2,2,2,1.0
308029,products_1_10861890,2,2,2,1.0
1334382,products_1_14715948,2,2,2,1.0
3769718,products_1_15104574,1,2,1,0.5
2130111,products_1_15814761,1,2,1,0.5
1455368,products_1_16121684,1,2,1,0.5
795374,products_1_17229793,2,2,2,1.0
1943588,products_1_17432451,2,2,2,1.0
3487297,products_1_20598122,1,2,2,0.3333333333333333
65450,products_1_20847143,1,2,1,0.5
1769206,products_1_20960713,1,2,1,0.5
1134888,products_1_22682562,2,2,2,1.0
1925917,products_1_23622857,2,2,2,1.0
913397,products_1_23766798,2,2,2,1.0
1805681,products_1_26394951,2,2,2,1.0
1668654,products_1_2652480,2,2,2,1.0
1813877,products_1_26986926,2,2,2,1.0
2118319,products_1_27166335,2,2,2,1.0
2170749,products_1_27333099,2,2,2,1.0
70963,products_1_27373947,2,2,2,1.0
1599286,products_1_27830267,2,2,2,1.0
2365887,products_1_27969946,2,2,2,1.0
697270,products_1_28224541,2,2,2,1.0
597775,products_1_2912414,1,2,1,0.5
675941,products_1_3146170,1,2,1,0.5
26785092,products_1_32132801,1,2,1,0.5
174280,products_1_325545,2,2,2,1.0
564620,products_1_32651602,2,2,2,1.0
45783418,products_1_3308613,1,2,1,0.5
3773583,products_1_3323341,1,2,1,0.5
5951871,products_1_33376118,2,2,2,1.0
1085000,products_1_34032163,2,2,2,1.0
37409,products_1_34143288,1,2,1,0.5
2872646,products_1_35800770,2,2,2,1.0
2632323,products_1_3589339,2,2,2,1.0
700705,products_1_35966001,2,2,2,1.0
196642,products_1_3600312,2,2,2,1.0
1153072,products_1_36622630,1,2,1,0.5
24647953,products_1_36807074,2,2,2,1.0
1592336,products_1_36863105,2,2,2,1.0
1817648,products_1_39826842,2,2,2,1.0
1421697,products_1_4050965,1,2,1,0.5
501402,products_1_41098467,1,2,1,0.5
510100,products_1_41160430,2,2,2,1.0
538424,products_1_41214107,2,2,2,1.0
699847,products_1_4360231,1,2,1,0.5
1764621,products_1_43653282,2,2,2,1.0
3676509,products_1_44961253,2,2,2,1.0
45917885,products_1_46330427,2,2,2,1.0
376796,products_1_48259418,1,2,1,0.5
1902459,products_1_48525870,2,2,2,1.0
504703,products_1_4944318,1,2,1,0.5
195167,products_1_50222671,2,2,2,1.0
4531074,products_1_51025959,2,2,2,1.0
2438224,products_1_51669161,2,2,2,1.0
4422579,products_1_52315318,2,2,2,1.0
129607,products_1_53202784,2,2,2,1.0
2935408,products_1_54859186,2,2,2,1.0
1051451,products_1_55998431,2,2,2,1.0
3122574,products_1_58208007,1,2,1,0.5
2082644,products_1_58685745,1,2,1,0.5
440296,products_1_59530038,2,2,2,1.0
2222418,products_1_59897811,1,2,1,0.5
380163,products_1_60591019,2,2,2,1.0
2359996,products_1_6114785,2,2,2,1.0
390895,products_1_63493764,2,2,2,1.0
1711337,products_1_64204030,2,2,2,1.0
4583136,products_1_65406066,2,2,2,1.0
1255371,products_1_66183633,2,2,2,1.0
416083,products_1_66458380,2,2,2,1.0
79822,products_1_67375798,2,2,2,1.0
337519,products_1_67844012,1,2,1,0.5
2014983,products_1_6951663,2,2,2,1.0
410840,products_1_69962412,1,2,1,0.5
482835,products_1_71962852,2,2,2,1.0
755875,products_1_74156633,2,2,2,1.0
761924,products_1_7610550,2,2,3,0.6666666666666666
1797490,products_1_77093147,2,2,2,1.0
1442175,products_1_77251182,1,2,1,0.5
2045439,products_1_78427880,2,2,2,1.0
1090670,products_1_78827999,2,2,2,1.0
249450,products_1_81080257,2,2,2,1.0
1856741,products_1_8333161,2,2,2,1.0
659318,products_1_84634220,1,2,1,0.5
2263429,products_1_20598122,1,2,2,0.3333333333333333
257087,products_1_87430670,1,2,1,0.5
345616,products_1_87510268,2,2,2,1.0
3668,products_1_8924039,2,2,2,1.0
855686,products_1_91393515,2,2,2,1.0
2860605,products_1_936587,1,2,1,0.5
782338,products_1_95247966,2,2,2,1.0
94530,products_1_96580141,2,2,2,1.0
329031,products_1_98108384,1,2,1,0.5
2507823,products_1_9830450,2,2,2,1.0
4265706,products_1_98803698,2,2,2,1.0
2739564,products_1_9908573,2,2,2,1.0
