metric_name,value
coverage.entity.RF.n_rows_output,914
coverage.entity.RF.n_rows_largest_input,812
coverage.entity.RF.row_gain_vs_largest_input,0.12561576354679804
coverage.entity.GR.n_reference,100
coverage.entity.GR.row_count_abs_diff,814
coverage.entity.GR.row_count_rel_diff,8.14
coverage.entity.GR.n_recovered,70
coverage.entity.GR.n_partial,30
coverage.entity.GR.n_lost,0
coverage.entity.GR.n_fabricated,815
coverage.entity.GR.recovery_rate,0.7
coverage.fact.RF.density_output,0.5906728665207878
coverage.fact.RF.density_largest_input,0.5135467980295567
coverage.fact.RF.density_gain,0.07712606849123105
coverage.fact.GR.per_column_drift_normalized.brand,0.06694279463453891
coverage.fact.GR.per_column_drift_normalized.bus_type,0.21995874750182826
coverage.fact.GR.per_column_drift_normalized.chipset_name,0.13454870682620174
coverage.fact.GR.per_column_drift_normalized.color,0.33407441755789424
coverage.fact.GR.per_column_drift_normalized.description,0.1582363523449835
coverage.fact.GR.per_column_drift_normalized.form_factor,0.232012324056498
coverage.fact.GR.per_column_drift_normalized.height_mm,0.033738782377041664
coverage.fact.GR.per_column_drift_normalized.interface_type,0.6492604192313715
coverage.fact.GR.per_column_drift_normalized.length_mm,0.057155294326216965
coverage.fact.GR.per_column_drift_normalized.memory_type,0.19709026015562725
coverage.fact.GR.per_column_drift_normalized.model,0.25867694374839834
coverage.fact.GR.per_column_drift_normalized.model_number,0.4348818624995672
coverage.fact.GR.per_column_drift_normalized.price,0.005419268452021152
coverage.fact.GR.per_column_drift_normalized.priceCurrency,0.05427467504621576
coverage.fact.GR.per_column_drift_normalized.product_type,0.02534820408376713
coverage.fact.GR.per_column_drift_normalized.read_speed_mb_s,0.2044102364951115
coverage.fact.GR.per_column_drift_normalized.storage_connection_type,0.2556993945021719
coverage.fact.GR.per_column_drift_normalized.storage_gb,0.036624217160636616
coverage.fact.GR.per_column_drift_normalized.title,0.15429286214258886
coverage.fact.GR.per_column_drift_normalized.title_description,0.15148454999904715
coverage.fact.GR.per_column_drift_normalized.vram_gb,0.10549978549978557
coverage.fact.GR.per_column_drift_normalized.weight_g,0.08109939510783451
coverage.fact.GR.per_column_drift_normalized.width_mm,0.297632662483276
coverage.fact.GR.per_column_drift_normalized.write_speed_mb_s,0.27587297211288264
coverage.fact.GR.overall_drift,0.18434313034772942
coverage.fact.GR.density_delta_per_attribute.title.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.title.pipe_density,1.0
coverage.fact.GR.density_delta_per_attribute.title.delta,0.0
coverage.fact.GR.density_delta_per_attribute.brand.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.brand.pipe_density,0.9879649890590809
coverage.fact.GR.density_delta_per_attribute.brand.delta,-0.012035010940919078
coverage.fact.GR.density_delta_per_attribute.description.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.description.pipe_density,1.0
coverage.fact.GR.density_delta_per_attribute.description.delta,0.0
coverage.fact.GR.density_delta_per_attribute.price.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.price.pipe_density,0.9879649890590809
coverage.fact.GR.density_delta_per_attribute.price.delta,-0.012035010940919078
coverage.fact.GR.density_delta_per_attribute.priceCurrency.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.priceCurrency.pipe_density,0.9923413566739606
coverage.fact.GR.density_delta_per_attribute.priceCurrency.delta,-0.007658643326039383
coverage.fact.GR.density_delta_per_attribute.product_type.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.product_type.pipe_density,1.0
coverage.fact.GR.density_delta_per_attribute.product_type.delta,0.0
coverage.fact.GR.density_delta_per_attribute.model.reference_density,0.99
coverage.fact.GR.density_delta_per_attribute.model.pipe_density,0.9671772428884027
coverage.fact.GR.density_delta_per_attribute.model.delta,-0.022822757111597314
coverage.fact.GR.density_delta_per_attribute.model_number.reference_density,0.99
