case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
music-augmented-medium,discogs,id,Music Release,id,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/discogs_mapping.csv
music-augmented-medium,discogs,name,Music Release,name,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/discogs_mapping.csv
music-augmented-medium,discogs,artist,Music Release,artist,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/discogs_mapping.csv
music-augmented-medium,discogs,release-date,Music Release,release-date,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/discogs_mapping.csv
music-augmented-medium,discogs,release-country,Music Release,release-country,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/discogs_mapping.csv
music-augmented-medium,discogs,duration,Music Release,duration,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/discogs_mapping.csv
music-augmented-medium,discogs,label,Music Release,label,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/discogs_mapping.csv
music-augmented-medium,discogs,genre,Music Release,genre,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/discogs_mapping.csv
music-augmented-medium,discogs,tracks,Music Release,tracks,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/discogs_mapping.csv
music-augmented-medium,lastfm,id,Music Release,id,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/lastfm_mapping.csv
music-augmented-medium,lastfm,t_nm,Music Release,name,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/lastfm_mapping.csv
music-augmented-medium,lastfm,ar_nm,Music Release,artist,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/lastfm_mapping.csv
music-augmented-medium,lastfm,rd,Music Release,release-date,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/lastfm_mapping.csv
music-augmented-medium,lastfm,cc,Music Release,release-country,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/lastfm_mapping.csv
music-augmented-medium,lastfm,dur_s,Music Release,duration,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/lastfm_mapping.csv
music-augmented-medium,lastfm,lb_nm,Music Release,label,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/lastfm_mapping.csv
music-augmented-medium,lastfm,gn,Music Release,genre,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/lastfm_mapping.csv
music-augmented-medium,lastfm,tnms,Music Release,tracks,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/lastfm_mapping.csv
music-augmented-medium,musicbrainz,id,Music Release,id,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-medium,musicbrainz,rel_nm,Music Release,name,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-medium,musicbrainz,art,Music Release,artist,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-medium,musicbrainz,rel_dt,Music Release,release-date,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-medium,musicbrainz,rel_ctry,Music Release,release-country,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-medium,musicbrainz,dur,Music Release,duration,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-medium,musicbrainz,lbl,Music Release,label,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-medium,musicbrainz,gnr,Music Release,genre,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-medium,musicbrainz,trks,Music Release,tracks,0.95,llm_based_matching,DI-Bench/runs/augmented/music/medium/schema_matching/mappings/musicbrainz_mapping.csv
