id,name,website,country,industry,assets,revenue
http://www.forbes.com/companies/icbc/,ICBC,http://www.forbes.com/companies/icbc/,China,Banks,3124900000000,148
http://www.forbes.com/companies/china-construction-bank/,China Construction Bank,http://www.forbes.com/companies/china-construction-bank/,China,Banks,2449500000000,121
http://www.forbes.com/companies/agricultural-bank-of-china/,Agricultural Bank of China,http://www.forbes.com/companies/agricultural-bank-of-china/,China,Banks,2405400000000,136
http://www.forbes.com/companies/jpmorgan-chase/,JPMorgan Chase,http://www.forbes.com/companies/jpmorgan-chase/,United States,Banks,2435300000000,105
http://www.forbes.com/companies/berkshire-hathaway/,Berkshire Hathaway,http://www.forbes.com/companies/berkshire-hathaway/,United States,Capital Markets,493400000000,178
http://www.forbes.com/companies/exxon-mobil/,Exxon Mobil,http://www.forbes.com/companies/exxon-mobil/,United States,Oil Gas & Consumable Fuels,346800000000,394
http://www.forbes.com/companies/general-electric/,General Electric,http://www.forbes.com/companies/general-electric/,,Industrial Conglomerates,656600000000,
http://www.forbes.com/companies/wells-fargo/,Wells Fargo,http://www.forbes.com/companies/wells-fargo/,United States,Banks,1527000000000,88
http://www.forbes.com/companies/bank-of-china/,Bank of China,http://www.forbes.com/companies/bank-of-china/,China,Banks,2291800000000,105
http://www.forbes.com/companies/petrochina/,PetroChina,http://www.forbes.com/companies/petrochina/,China,Oil Gas & Consumable Fuels,,328
http://www.forbes.com/companies/royal-dutch-shell/,Royal Dutch Shell,http://www.forbes.com/companies/royal-dutch-shell/,Netherlands,Oil Gas & Consumable Fuels,357500000000,451
http://www.forbes.com/companies/toyota-motor/,Toyota Motor,http://www.forbes.com/companies/toyota-motor/,Japan,Automobiles,,255
http://www.forbes.com/companies/bank-of-america/,Bank of America,http://www.forbes.com/companies/bank-of-america/,United States,Banks,2113800000000,101
http://www.forbes.com/companies/hsbc-holdings/,HSBC Holdings,http://www.forbes.com/companies/hsbc-holdings/,,,2671300000000,
http://www.forbes.com/companies/apple/,Apple,http://www.forbes.com/companies/apple/,United States,Technology Hardware Storage & Peripherals,225200000000,173
http://www.forbes.com/companies/citigroup/,Citigroup,http://www.forbes.com/companies/citigroup/,United States,Banks,,94
http://www.forbes.com/companies/bp/,BP,http://www.forbes.com/companies/bp/,United Kingdom,Oil Gas & Consumable Fuels,305700000000,379
http://www.forbes.com/companies/chevron/,Chevron,http://www.forbes.com/companies/chevron/,United States,Oil Gas & Consumable Fuels,253800000000,211
http://www.forbes.com/companies/volkswagen-group/,Volkswagen Group,http://www.forbes.com/companies/volkswagen-group/,,Automobiles,446900000000,261
http://www.forbes.com/companies/wal-mart-stores/,Wal-Mart Stores,http://www.forbes.com/companies/wal-mart-stores/,United States,Broadline Retail,204800000000,476
http://www.forbes.com/companies/gazprom/,Gazprom,http://www.forbes.com/companies/gazprom/,Russian Federation,Oil Gas & Consumable Fuels,397200000000,164
