id1,id2,is_true_match,classification
dbpedia_55925,sales_6756,,
dbpedia_54170,sales_743,,
dbpedia_48815,sales_5364,,
dbpedia_15928,sales_4601,,
dbpedia_6700,sales_948,,
dbpedia_55318,sales_3758,,
dbpedia_6868,sales_365,,
dbpedia_7550,sales_1518,,
dbpedia_34869,sales_6492,,
dbpedia_13924,sales_2437,,
dbpedia_1731,sales_3112,,
dbpedia_47171,sales_2912,,
dbpedia_34477,sales_4851,,
dbpedia_29163,sales_6624,,
dbpedia_17921,sales_5326,,
dbpedia_257,sales_1727,,
dbpedia_19867,sales_2167,,
dbpedia_35698,sales_2862,,
dbpedia_41483,sales_863,,
dbpedia_30901,sales_7650,,
dbpedia_58245,sales_2084,,
dbpedia_13800,sales_233,,
dbpedia_10136,sales_6357,,
dbpedia_20855,sales_1765,,
dbpedia_61162,sales_497,,
dbpedia_2309,sales_579,,
dbpedia_18539,sales_2405,,
dbpedia_12178,sales_3095,,
dbpedia_38547,sales_1405,,
dbpedia_6019,sales_2937,,
dbpedia_16958,sales_4821,,
dbpedia_27192,sales_3052,,
dbpedia_14582,sales_7784,,
dbpedia_35112,sales_3949,,
dbpedia_14618,sales_1532,,
dbpedia_50588,sales_1855,,
dbpedia_24129,sales_4666,,
dbpedia_53834,sales_440,,
dbpedia_6390,sales_2123,,
dbpedia_7720,sales_6546,,
dbpedia_2609,sales_7446,,
dbpedia_3125,sales_50,,
dbpedia_43221,sales_6731,,
dbpedia_18843,sales_7209,,
dbpedia_49935,sales_2123,,
dbpedia_10981,sales_3169,,
dbpedia_54286,sales_3812,,
dbpedia_3424,sales_3100,,
dbpedia_62944,sales_5779,,
dbpedia_58452,sales_681,,
dbpedia_62119,sales_2916,,
dbpedia_26490,sales_5673,,
dbpedia_15360,sales_1727,,
dbpedia_10295,sales_7355,,
dbpedia_7712,sales_640,,
dbpedia_49261,sales_5402,,
dbpedia_15124,sales_1951,,
dbpedia_47993,sales_2837,,
dbpedia_1022,sales_6563,,
dbpedia_34688,sales_3096,,
dbpedia_17358,sales_3337,,
dbpedia_11057,sales_5835,,
dbpedia_17280,sales_4773,,
dbpedia_24600,sales_4525,,
dbpedia_13224,sales_7121,,
dbpedia_9623,sales_5852,,
dbpedia_61024,sales_2022,,
dbpedia_32268,sales_4123,,
dbpedia_54027,sales_3383,,
dbpedia_35660,sales_5405,,
dbpedia_8218,sales_2911,,
dbpedia_44117,sales_5437,,
dbpedia_55849,sales_1265,,
dbpedia_55156,sales_4353,,
dbpedia_20301,sales_1414,,
dbpedia_3040,sales_3550,,
dbpedia_34122,sales_4,,
dbpedia_36227,sales_3786,,
dbpedia_53366,sales_837,,
dbpedia_11820,sales_3650,,
dbpedia_33868,sales_812,,
dbpedia_50459,sales_3541,,
dbpedia_7011,sales_1867,,
dbpedia_44789,sales_4118,,
dbpedia_21952,sales_3613,,
dbpedia_29312,sales_7820,,
dbpedia_46559,sales_915,,
dbpedia_16338,sales_5480,,
dbpedia_43537,sales_3948,,
dbpedia_16044,sales_1480,,
dbpedia_19452,sales_6965,,
dbpedia_27458,sales_3013,,
dbpedia_3676,sales_4108,,
dbpedia_48058,sales_4295,,
dbpedia_22057,sales_4249,,
dbpedia_13464,sales_150,,
dbpedia_15523,sales_1765,,
