id1,id2,score,notes
mbrainz_3557,discogs_15305,0.9796995521,ditto_plm
mbrainz_3793,discogs_16242,0.9793664813,ditto_plm
mbrainz_153,discogs_337,0.9790090919,ditto_plm
mbrainz_14174,discogs_66147,0.9789446592,ditto_plm
mbrainz_19630,discogs_108535,0.9785779715,ditto_plm
mbrainz_2389,discogs_10480,0.9785474539,ditto_plm
mbrainz_5482,discogs_23858,0.9775105119,ditto_plm
mbrainz_3651,discogs_15661,0.9772489071,ditto_plm
mbrainz_7581,discogs_33994,0.9768635035,ditto_plm
k02_interp_music_00019__musicbrainz,k02_interp_music_00019__discogs,0.9768448472,ditto_plm
mbrainz_809,discogs_3740,0.9764890075,ditto_plm
mbrainz_23,discogs_56,0.9763186574,ditto_plm
mbrainz_8468,discogs_38120,0.9761704206,ditto_plm
mbrainz_6546,discogs_28749,0.9759691358,ditto_plm
mbrainz_114,discogs_246,0.975910306,ditto_plm
mbrainz_471,discogs_1804,0.9757556915,ditto_plm
mbrainz_2439,discogs_10662,0.975717783,ditto_plm
mbrainz_12916,discogs_59347,0.9756973982,ditto_plm
mbrainz_22847,discogs_130922,0.9756588936,ditto_plm
mbrainz_15931,discogs_77295,0.9754446149,ditto_plm
mbrainz_2432,discogs_10629,0.9752859473,ditto_plm
mbrainz_12874,discogs_59186,0.9750989079,ditto_plm
mbrainz_7738,discogs_34736,0.9750888944,ditto_plm
mbrainz_3809,discogs_16308,0.9750531912,ditto_plm
mbrainz_268,discogs_784,0.974851191,ditto_plm
mbrainz_7217,discogs_32283,0.9748343825,ditto_plm
mbrainz_5926,discogs_25844,0.9747807384,ditto_plm
mbrainz_1509,discogs_7324,0.9746592045,ditto_plm
mbrainz_3287,discogs_14224,0.974593401,ditto_plm
mbrainz_27,discogs_67,0.974578023,ditto_plm
mbrainz_7063,discogs_31349,0.974517107,ditto_plm
mbrainz_4921,discogs_62881,0.9745087028,ditto_plm
mbrainz_115,discogs_249,0.9744510055,ditto_plm
mbrainz_3546,discogs_15262,0.9738661051,ditto_plm
mbrainz_7534,discogs_33750,0.9737532735,ditto_plm
mbrainz_7209,discogs_32243,0.9737240076,ditto_plm
mbrainz_3967,discogs_16958,0.9736171961,ditto_plm
mbrainz_8627,discogs_38713,0.9733836055,ditto_plm
k02_interp_music_00036__musicbrainz,k02_interp_music_00036__discogs,0.9733677506,ditto_plm
