id1,id2,source_1,source_2,label
mbrainz_10,discogs_21,musicbrainz,discogs,true
mbrainz_100,discogs_228,musicbrainz,discogs,true
mbrainz_10030,discogs_45129,musicbrainz,discogs,true
mbrainz_10033,discogs_163750,musicbrainz,discogs,true
mbrainz_10035,discogs_45151,musicbrainz,discogs,true
mbrainz_10077,discogs_45332,musicbrainz,discogs,true
mbrainz_10099,discogs_45502,musicbrainz,discogs,true
mbrainz_10107,discogs_45541,musicbrainz,discogs,true
mbrainz_10128,discogs_45669,musicbrainz,discogs,true
mbrainz_10132,discogs_45704,musicbrainz,discogs,true
mbrainz_10140,discogs_45737,musicbrainz,discogs,true
mbrainz_102,discogs_230,musicbrainz,discogs,true
mbrainz_10244,discogs_46276,musicbrainz,discogs,true
mbrainz_10253,discogs_46329,musicbrainz,discogs,true
mbrainz_10293,discogs_46486,musicbrainz,discogs,true
mbrainz_10294,discogs_46498,musicbrainz,discogs,true
mbrainz_10302,discogs_46536,musicbrainz,discogs,true
mbrainz_1032,discogs_4911,musicbrainz,discogs,true
mbrainz_10328,discogs_46672,musicbrainz,discogs,true
mbrainz_10331,discogs_46683,musicbrainz,discogs,true
mbrainz_10374,discogs_46874,musicbrainz,discogs,true
mbrainz_10376,discogs_65917,musicbrainz,discogs,true
mbrainz_10384,discogs_46909,musicbrainz,discogs,true
mbrainz_10415,discogs_62630,musicbrainz,discogs,true
mbrainz_1047,discogs_4996,musicbrainz,discogs,true
mbrainz_10474,discogs_47336,musicbrainz,discogs,true
mbrainz_10496,discogs_72395,musicbrainz,discogs,true
mbrainz_1050,discogs_5011,musicbrainz,discogs,true
mbrainz_10533,discogs_69561,musicbrainz,discogs,true
mbrainz_10535,discogs_44830,musicbrainz,discogs,true
mbrainz_10547,discogs_47729,musicbrainz,discogs,true
mbrainz_1058,discogs_5043,musicbrainz,discogs,true
mbrainz_10580,discogs_47948,musicbrainz,discogs,true
mbrainz_10584,discogs_47971,musicbrainz,discogs,true
mbrainz_1059,discogs_5060,musicbrainz,discogs,true
mbrainz_10590,discogs_48010,musicbrainz,discogs,true
mbrainz_10598,discogs_48083,musicbrainz,discogs,true
mbrainz_10599,discogs_48086,musicbrainz,discogs,true
mbrainz_1060,discogs_5061,musicbrainz,discogs,true
mbrainz_1061,discogs_5063,musicbrainz,discogs,true
mbrainz_10613,discogs_48169,musicbrainz,discogs,true
mbrainz_10624,discogs_48213,musicbrainz,discogs,true
mbrainz_10628,discogs_48220,musicbrainz,discogs,true
mbrainz_10646,discogs_48352,musicbrainz,discogs,true
mbrainz_10658,discogs_48428,musicbrainz,discogs,true
mbrainz_10669,discogs_48471,musicbrainz,discogs,true
mbrainz_10679,discogs_48532,musicbrainz,discogs,true
mbrainz_10689,discogs_48589,musicbrainz,discogs,true
mbrainz_107,discogs_238,musicbrainz,discogs,true
mbrainz_10715,discogs_48708,musicbrainz,discogs,true
mbrainz_1074,discogs_5112,musicbrainz,discogs,true
mbrainz_10756,discogs_48906,musicbrainz,discogs,true
mbrainz_10766,discogs_48967,musicbrainz,discogs,true
mbrainz_10773,discogs_48997,musicbrainz,discogs,true
mbrainz_10780,discogs_49037,musicbrainz,discogs,true
mbrainz_1079,discogs_5120,musicbrainz,discogs,true
mbrainz_108,discogs_239,musicbrainz,discogs,true
mbrainz_10808,discogs_49243,musicbrainz,discogs,true
mbrainz_10819,discogs_49302,musicbrainz,discogs,true
mbrainz_1082,discogs_5126,musicbrainz,discogs,true
mbrainz_10826,discogs_49352,musicbrainz,discogs,true
mbrainz_10868,discogs_49509,musicbrainz,discogs,true
mbrainz_10902,discogs_49699,musicbrainz,discogs,true
mbrainz_10905,discogs_49711,musicbrainz,discogs,true
mbrainz_1092,discogs_21545,musicbrainz,discogs,true
mbrainz_10923,discogs_49811,musicbrainz,discogs,true
mbrainz_10944,discogs_61057,musicbrainz,discogs,true
mbrainz_10949,discogs_49911,musicbrainz,discogs,true
mbrainz_10951,discogs_49928,musicbrainz,discogs,true
mbrainz_1096,discogs_5178,musicbrainz,discogs,true
mbrainz_1099,discogs_5199,musicbrainz,discogs,true
mbrainz_110,discogs_242,musicbrainz,discogs,true
mbrainz_11002,discogs_50177,musicbrainz,discogs,true
mbrainz_11016,discogs_50250,musicbrainz,discogs,true
mbrainz_11022,discogs_75939,musicbrainz,discogs,true
mbrainz_11044,discogs_50376,musicbrainz,discogs,true
mbrainz_1107,discogs_5226,musicbrainz,discogs,true
mbrainz_11089,discogs_50554,musicbrainz,discogs,true
mbrainz_111,discogs_243,musicbrainz,discogs,true
mbrainz_11109,discogs_50656,musicbrainz,discogs,true
mbrainz_1113,discogs_5244,musicbrainz,discogs,true
mbrainz_11148,discogs_50886,musicbrainz,discogs,true
mbrainz_1115,discogs_5252,musicbrainz,discogs,true
mbrainz_11156,discogs_50910,musicbrainz,discogs,true
mbrainz_11180,discogs_51027,musicbrainz,discogs,true
mbrainz_1119,discogs_5272,musicbrainz,discogs,true
mbrainz_11212,discogs_164809,musicbrainz,discogs,true
mbrainz_11215,discogs_51158,musicbrainz,discogs,true
mbrainz_11225,discogs_51215,musicbrainz,discogs,true
mbrainz_11227,discogs_51223,musicbrainz,discogs,true
mbrainz_11234,discogs_51257,musicbrainz,discogs,true
mbrainz_11250,discogs_12468,musicbrainz,discogs,true
mbrainz_11263,discogs_51414,musicbrainz,discogs,true
mbrainz_11272,discogs_79961,musicbrainz,discogs,true
mbrainz_11273,discogs_51610,musicbrainz,discogs,true
mbrainz_1129,discogs_14060,musicbrainz,discogs,true
mbrainz_11298,discogs_51543,musicbrainz,discogs,true
mbrainz_11304,discogs_104463,musicbrainz,discogs,true
mbrainz_1132,discogs_5894,musicbrainz,discogs,true
mbrainz_11330,discogs_52833,musicbrainz,discogs,true
mbrainz_11338,discogs_56962,musicbrainz,discogs,true
mbrainz_11342,discogs_51756,musicbrainz,discogs,true
mbrainz_1135,discogs_26571,musicbrainz,discogs,true
mbrainz_11389,discogs_51958,musicbrainz,discogs,true
mbrainz_114,discogs_246,musicbrainz,discogs,true
mbrainz_11424,discogs_64985,musicbrainz,discogs,true
mbrainz_11431,discogs_56286,musicbrainz,discogs,true
mbrainz_11436,discogs_52191,musicbrainz,discogs,true
mbrainz_11450,discogs_52242,musicbrainz,discogs,true
mbrainz_11466,discogs_64063,musicbrainz,discogs,true
mbrainz_11479,discogs_52361,musicbrainz,discogs,true
