source_dataset,source_column,target_dataset,target_column,score,notes
products_3,id,Hardware Product,id,0.95,llm_based_matching
products_3,brand,Hardware Product,brand,0.95,llm_based_matching
products_3,title,Hardware Product,title,0.95,llm_based_matching
products_3,description,Hardware Product,description,0.95,llm_based_matching
products_3,price,Hardware Product,price,0.95,llm_based_matching
products_3,priceCurrency,Hardware Product,priceCurrency,0.95,llm_based_matching
products_3,Link,Hardware Product,url,0.95,llm_based_matching
products_3,title_description,Hardware Product,title_description,0.95,llm_based_matching
products_3,model,Hardware Product,model,0.95,llm_based_matching
products_3,model_number,Hardware Product,model_number,0.95,llm_based_matching
products_3,product_type,Hardware Product,product_type,0.95,llm_based_matching
products_3,chipset_name,Hardware Product,chipset_name,0.95,llm_based_matching
products_3,vram_gb,Hardware Product,vram_gb,0.95,llm_based_matching
products_3,storage_gb,Hardware Product,storage_gb,0.95,llm_based_matching
products_3,read_speed_mb_s,Hardware Product,read_speed_mb_s,0.95,llm_based_matching
products_3,write_speed_mb_s,Hardware Product,write_speed_mb_s,0.95,llm_based_matching
products_3,bus_type,Hardware Product,bus_type,0.95,llm_based_matching
products_3,interface_type,Hardware Product,interface_type,0.95,llm_based_matching
products_3,width_mm,Hardware Product,width_mm,0.95,llm_based_matching
products_3,length_mm,Hardware Product,length_mm,0.95,llm_based_matching
products_3,height_mm,Hardware Product,height_mm,0.95,llm_based_matching
products_3,weight_g,Hardware Product,weight_g,0.95,llm_based_matching
products_3,storage_connection_type,Hardware Product,storage_connection_type,0.95,llm_based_matching
products_3,memory_type,Hardware Product,memory_type,0.95,llm_based_matching
products_3,color,Hardware Product,color,0.95,llm_based_matching
products_3,form_factor,Hardware Product,form_factor,0.95,llm_based_matching
