entity_id,source,attribute,original_value,attempted_format,reason,knob,level
http://dbpedia.org/resource/Airports_Corporation_of_Vietnam,dbpedia,established,0008-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Bulpitt_&_Sons,dbpedia,established,0019-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Calsonic_Kansei,dbpedia,established,0025-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Canada_Company,dbpedia,established,0006-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Cash_Generator,dbpedia,established,0014-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Center_for_Knowledge_Societies,dbpedia,established,0020-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/English_Indian_Clays,dbpedia,established,0018-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/GetGo,dbpedia,established,0019-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/John_Roach_&_Sons,dbpedia,established,0001-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Jose_Thomas_Performing_Arts_Centre,dbpedia,established,0026-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Laima_(confectioner),dbpedia,established,0022-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Mlekara_Subotica,dbpedia,established,0004-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Oxford_BioLabs,dbpedia,established,0001-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Rosecrance,dbpedia,established,0011-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Spectrum_Health,dbpedia,established,0019-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Tamil_Nadu_Energy_Development_Agency,dbpedia,established,0029-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Tamil_Nadu_Industrial_Explosives_Limited,dbpedia,established,0009-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Tamil_Nadu_Small_Industries_Corporation_Limited,dbpedia,established,0001-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Telef%C3%B3nica_Germany,dbpedia,established,0010-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Viztel_Solutions_Group,dbpedia,established,0002-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Wescam,dbpedia,established,0003-01-01,long_english,roundtrip_parse_fail,5,easy
http://dbpedia.org/resource/Y%C4%B1ld%C4%B1z_Holding,dbpedia,established,0020-01-01,long_english,roundtrip_parse_fail,5,easy
