entity_id,source,attribute,original_value,reason,knob,level
http://dbpedia.org/resource/Black_&_Decker,dbpedia,annual_income,6.09,cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Boeing_Commercial_Airplanes,dbpedia,annual_income,35.20,cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Dansk_Supermarked_A/S,dbpedia,annual_income,7.56,cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/GRTgaz,dbpedia,annual_income,1464000000.0,numeric_jitter_exhausted_retries,6,easy
http://dbpedia.org/resource/Kaman_Aircraft,dbpedia,annual_income,1.59,cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Nokia,dbpedia,annual_income,12.70,cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/OTP_banka_Srbija,dbpedia,annual_income,40800000.0,operator_case_corrupt_no_effect,6,easy
http://dbpedia.org/resource/Pitney_Bowes,dbpedia,annual_income,3.87,cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/System_Group,dbpedia,annual_income,423,cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/430_West_Records,dbpedia,established,"January 01, 1991",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/4K_Media_Inc.,dbpedia,established,"January 01, 2012",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Action_International_Pictures,dbpedia,established,"January 01, 1986",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Alexander_Schleicher_GmbH_&_Co,dbpedia,established,"January 01, 1926",cell_collision_with_prior_knob,6,easy
"http://dbpedia.org/resource/Atari,_SA",dbpedia,established,"January 01, 1983",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Bavaria_Yachtbau,dbpedia,established,"January 01, 1978",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Brevan_Howard,dbpedia,established,"January 01, 2002",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/BrewDog,dbpedia,established,"January 01, 2007",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Busey_Bank,dbpedia,established,"January 01, 1868",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Buypass,dbpedia,established,"January 01, 2001",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/C_Spire_Wireless,dbpedia,established,"January 01, 1988",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Cameco,dbpedia,established,"January 01, 1988",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Catwalk_Production_House,dbpedia,established,"January 01, 1970",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Cervecer%C3%ADa_Nacional_Dominicana,dbpedia,established,"January 01, 1929",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Coherent_Solutions,dbpedia,established,"January 01, 1995",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Coop_(Italy),dbpedia,established,"January 01, 1967",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Crocodile_Garments,dbpedia,established,"January 01, 1952",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Cycling_'74,dbpedia,established,"January 01, 1997",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Dairy_Farmers_of_Britain,dbpedia,established,"January 01, 2002",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Dampskibsselskabet_Torm,dbpedia,established,"January 01, 1889",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Dark_Energy_Digital,dbpedia,established,"January 01, 1998",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Davrian,dbpedia,established,"January 01, 1967",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Diners_Club_International,dbpedia,established,"January 01, 1950",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/EA_Salt_Lake,dbpedia,established,"January 01, 1992",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Ecover,dbpedia,established,"January 01, 1980",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Eko_India_Financial_Services,dbpedia,established,"January 01, 2007",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Enel_OGK-5,dbpedia,established,"January 01, 2004",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Engagor,dbpedia,established,"January 01, 2011",cell_collision_with_prior_knob,6,easy
http://dbpedia.org/resource/Fara_(company),dbpedia,established,"January 01, 2005",cell_collision_with_prior_knob,6,easy
