entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
,dbpedia,org_name,org_name,name,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,dbpedia,established,established,founded,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,dbpedia,nation,nation,country,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,dbpedia,headquarters,headquarters,city,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,dbpedia,sector,sector,industry,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,dbpedia,keypeople_name,keypeople_name,keypeople,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,dbpedia,total_assets_val,total_assets_val,assets,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,dbpedia,annual_income,annual_income,revenue,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,forbes,company,company,name,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,forbes,url,url,website,rename_descriptive,"{""baseline_rung"": ""abbreviated"", ""target_rung"": ""descriptive"", ""oracle"": ""rename_table""}",8,easy
,forbes,region,region,country,rename_up_from_mapping,"{""baseline_rung"": ""abbreviated"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,forbes,business_segment,business_segment,industry,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,forbes,asset_value,asset_value,assets,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,forbes,sales_figure,sales_figure,revenue,rename_up_from_mapping,"{""baseline_rung"": ""original"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,fullcontact,Attribute_2,Attribute_2,name,rename_up_from_mapping,"{""baseline_rung"": ""anonymized"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,fullcontact,Attribute_3,Attribute_3,country,rename_up_from_mapping,"{""baseline_rung"": ""anonymized"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,fullcontact,Attribute_4,Attribute_4,city,rename_up_from_mapping,"{""baseline_rung"": ""anonymized"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,fullcontact,Attribute_5,Attribute_5,keypeople,rename_up_from_mapping,"{""baseline_rung"": ""anonymized"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
,fullcontact,Attribute_6,Attribute_6,founded,rename_up_from_mapping,"{""baseline_rung"": ""anonymized"", ""target_rung"": ""descriptive"", ""oracle"": ""sm_mapping""}",8,easy
