id,name,website,country,industry,assets,revenue
http://www.forbes.com/companies/icbc/,ICBC,http://www.forbes.com/companies/icbc/,China,Major Banks,"3,124.90",148.70
http://www.forbes.com/companies/china-construction-bank/,China Construction Bank,http://www.forbes.com/companies/china-construction-bank/,China,Regional Banks,"2,449.50",121.30
http://www.forbes.com/companies/agricultural-bank-of-china/,Agricultural Bank of China,http://www.forbes.com/companies/agricultural-bank-of-china/,China,Regional Banks,"2,405.40",136.40
http://www.forbes.com/companies/jpmorgan-chase/,JPMorgan Chase,http://www.forbes.com/companies/jpmorgan-chase/,United States of America,Major Banks,"2,435.30",105.70
http://www.forbes.com/companies/berkshire-hathaway/,Berkshire Hathaway,http://www.forbes.com/companies/berkshire-hathaway/,United States of America,Investment Services,493.40,178.80
http://www.forbes.com/companies/exxon-mobil/,Exxon Mobil,http://www.forbes.com/companies/exxon-mobil/,United States of America,Oil & Gas Operations,346.80,394
http://www.forbes.com/companies/general-electric/,General Electric,http://www.forbes.com/companies/general-electric/,United States of America,Conglomerates,656.60,
http://www.forbes.com/companies/wells-fargo/,Wells Fargo,http://www.forbes.com/companies/wells-fargo/,United States,Major Banks,"1,543",88.70
http://www.forbes.com/companies/bank-of-china/,Bank of China,http://www.forbes.com/companies/bank-of-china/,China,Major Banks,"2,291.80",105.10
http://www.forbes.com/companies/petrochina/,PetroChina,http://www.forbes.com/companies/petrochina/,China,Oil & Gas Operations,386.90,328.50
http://www.forbes.com/companies/royal-dutch-shell/,Royal Dutch Shell,http://www.forbes.com/companies/royal-dutch-shell/,Netherlands,Oil & Gas Operations,357.50,451.40
http://www.forbes.com/companies/toyota-motor/,Toyota Motor,http://www.forbes.com/companies/toyota-motor/,Japan,Auto & Truck Manufacturers,385.50,255.60
http://www.forbes.com/companies/bank-of-america/,Bank of America,http://www.forbes.com/companies/bank-of-america/,United States of America,Major Banks,"2,113.80",101.50
http://www.forbes.com/companies/hsbc-holdings/,HSBC Holdings,http://www.forbes.com/companies/hsbc-holdings/,United Kingdom of Great Britain and Northern Ireland,Major Banks,"2,671.30",
http://www.forbes.com/companies/apple/,Apple,http://www.forbes.com/companies/apple/,United States,Computer Hardware,225.20,173.80
http://www.forbes.com/companies/citigroup/,Citigroup,http://www.forbes.com/companies/citigroup/,United States of America,Major Banks,"1,883.40",94.10
http://www.forbes.com/companies/bp/,BP,http://www.forbes.com/companies/bp/,England,Oil & Gas Operations,305.70,379.20
http://www.forbes.com/companies/chevron/,Chevron,http://www.forbes.com/companies/chevron/,United States of America,Oil & Gas Operations,253.80,211.80
http://www.forbes.com/companies/volkswagen-group/,Volkswagen Group,http://www.forbes.com/companies/volkswagen-group/,Germany,Auto & Truck Manufacturers,446.90,261.50
http://www.forbes.com/companies/wal-mart-stores/,Wal-Mart Stores,http://www.forbes.com/companies/wal-mart-stores/,United States of America,Discount Stores,204.80,476.50
http://www.forbes.com/companies/gazprom/,Gazprom,http://www.forbes.com/companies/gazprom/,Russian Federation,Oil & Gas Operations,397.20,164.60
http://www.forbes.com/companies/samsung-electronics/,Samsung Electronics,http://www.forbes.com/companies/samsung-electronics/,Korea (Republic of),Semiconductors,202.80,208.90
http://www.forbes.com/companies/att/,AT&T,http://www.forbes.com/companies/att/,United States of America,Telecommunications services,277.80,128.80
http://www.forbes.com/companies/bnp-paribas/,BNP Paribas,http://www.forbes.com/companies/bnp-paribas/,France,Major Banks,"2,480.50",123.20
http://www.forbes.com/companies/total/,Total,http://www.forbes.com/companies/total/,France,Oil & Gas Operations,239.10,227.90
http://www.forbes.com/companies/verizon-communications/,Verizon Communications,http://www.forbes.com/companies/verizon-communications/,United States of America,Telecommunications services,274.10,120.60
http://www.forbes.com/companies/allianz/,Allianz,http://www.forbes.com/companies/allianz/,Germany,Diversified Insurance,963.10,131.40
http://www.forbes.com/companies/china-mobile/,China Mobile,http://www.forbes.com/companies/china-mobile/,China,Telecommunications services,192.80,102.50
http://www.forbes.com/companies/sinopec-china-petroleum/,Sinopec-China Petroleum,http://www.forbes.com/companies/sinopec-china-petroleum/,,Oil & Gas Operations,228.40,445.30
http://www.forbes.com/companies/petrobras/,Petrobras,http://www.forbes.com/companies/petrobras/,Brazil,Oil & Gas Operations,319.20,141.20
http://www.forbes.com/companies/daimler/,Daimler,http://www.forbes.com/companies/daimler/,Germany,Auto & Truck Manufacturers,232.20,156.60
http://www.forbes.com/companies/microsoft/,Microsoft,http://www.forbes.com/companies/microsoft/,United States,Software & Programming,153.50,83.30
http://www.forbes.com/companies/axa-group/,AXA Group,http://www.forbes.com/companies/axa-group/,France,Diversified Insurance,"1,018.90",138.90
http://www.forbes.com/companies/rosneft/,Rosneft,http://www.forbes.com/companies/rosneft/,Russian Federation,Oil & Gas Operations,229.40,142.60
