id1,id2,score
dblp-46539,crossref-24783,0.6666666666666666
k02_interp_papers_00208__dblp,k02_interp_papers_00208__crossref,0.6666666666666666
dblp-43826,crossref-11303,0.5
k02_interp_papers_00067__dblp,k02_interp_papers_00067__crossref,0.9999999999999999
k02_interp_papers_00008__dblp,k02_interp_papers_00008__crossref,0.8333333333333333
k02_interp_papers_00078__dblp,k02_interp_papers_00078__crossref,0.7666666666666666
k02_interp_papers_00182__dblp,k02_interp_papers_00182__crossref,0.8666666666666666
k02_interp_papers_00232__dblp,k02_interp_papers_00232__crossref,0.9166666666666666
k02_interp_papers_00191__dblp,k02_interp_papers_00191__crossref,0.9666666666666666
k02_interp_papers_00172__dblp,k02_interp_papers_00172__crossref,0.6666666666666666
k02_interp_papers_00126__dblp,k02_interp_papers_00126__crossref,0.9999999999999999
dblp-41577,crossref-38827,0.9444444444444443
k02_interp_papers_00103__dblp,k02_interp_papers_00103__crossref,0.8333333333333333
k02_interp_papers_00223__dblp,k02_interp_papers_00223__crossref,0.9999999999999999
k02_interp_papers_00132__dblp,k02_interp_papers_00132__crossref,0.9999999999999999
k02_interp_papers_00185__dblp,k02_interp_papers_00185__crossref,0.9166666666666666
k02_interp_papers_00140__dblp,k02_interp_papers_00140__crossref,0.9166666666666666
k02_interp_papers_00077__dblp,k02_interp_papers_00077__crossref,0.9999999999999999
k02_interp_papers_00239__dblp,k02_interp_papers_00239__crossref,0.8333333333333333
k02_interp_papers_00049__dblp,k02_interp_papers_00049__crossref,0.9999999999999999
k02_interp_papers_00038__dblp,k02_interp_papers_00038__crossref,0.9999999999999999
k02_interp_papers_00153__dblp,k02_interp_papers_00153__crossref,0.9999999999999999
k02_interp_papers_00017__dblp,k02_interp_papers_00017__crossref,0.9999999999999999
k02_interp_papers_00120__dblp,k02_interp_papers_00120__crossref,0.8333333333333333
k02_interp_papers_00045__dblp,k02_interp_papers_00045__crossref,0.9999999999999999
k02_interp_papers_00157__dblp,k02_interp_papers_00157__crossref,0.6666666666666666
k02_interp_papers_00096__dblp,k02_interp_papers_00096__crossref,0.9999999999999999
k02_interp_papers_00170__dblp,k02_interp_papers_00170__crossref,0.9166666666666666
k02_interp_papers_00210__dblp,k02_interp_papers_00210__crossref,0.6666666666666666
k02_interp_papers_00174__dblp,k02_interp_papers_00174__crossref,0.9722222222222222
dblp-30060,crossref-48372,0.7
k02_interp_papers_00138__dblp,k02_interp_papers_00138__crossref,0.9166666666666666
dblp-55417,crossref-09643,0.8333333333333333
dblp-27002,crossref-42272,0.6666666666666666
k02_interp_papers_00062__dblp,k02_interp_papers_00062__crossref,0.7777777777777777
k02_interp_papers_00100__dblp,k02_interp_papers_00100__crossref,0.7777777777777777
k02_interp_papers_00087__dblp,k02_interp_papers_00087__crossref,0.9999999999999999
k02_interp_papers_00190__dblp,k02_interp_papers_00190__crossref,0.6666666666666666
k02_interp_papers_00060__dblp,k02_interp_papers_00060__crossref,0.9999999999999999
k02_interp_papers_00123__dblp,k02_interp_papers_00123__crossref,0.6666666666666666
dblp-26148,crossref-17142,0.5
dblp-34270,crossref-17142,0.5
k02_interp_papers_00121__dblp,k02_interp_papers_00121__crossref,0.9999999999999999
k02_interp_papers_00147__dblp,k02_interp_papers_00147__crossref,0.6666666666666666
k02_interp_papers_00107__dblp,k02_interp_papers_00107__crossref,0.9999999999999999
k02_interp_papers_00053__dblp,k02_interp_papers_00053__crossref,0.8333333333333333
k02_interp_papers_00090__dblp,k02_interp_papers_00090__crossref,0.9583333333333333
k02_interp_papers_00061__dblp,k02_interp_papers_00061__crossref,0.8333333333333333
k02_interp_papers_00095__dblp,k02_interp_papers_00095__crossref,0.9999999999999999
dblp-48155,crossref-58692,0.5
dblp-23439,crossref-49579,0.5
dblp-35243,crossref-55647,0.5
dblp-45955,crossref-54701,0.5
dblp-35243,crossref-47622,0.5
k02_interp_papers_00171__dblp,k02_interp_papers_00171__crossref,0.9166666666666666
k02_interp_papers_00092__dblp,k02_interp_papers_00092__crossref,0.6666666666666666
k02_interp_papers_00201__dblp,k02_interp_papers_00201__crossref,0.6818181818181818
k02_interp_papers_00034__dblp,k02_interp_papers_00034__crossref,0.7592592592592592
k02_interp_papers_00044__dblp,k02_interp_papers_00044__crossref,0.7
dblp-05121,crossref-33510,0.6666666666666666
dblp-46864,crossref-56253,0.5
k02_interp_papers_00050__dblp,k02_interp_papers_00050__crossref,0.9999999999999999
dblp-35645,crossref-50182,0.9999999999999999
k02_interp_papers_00032__dblp,k02_interp_papers_00032__crossref,0.7999999999999999
k02_interp_papers_00113__dblp,k02_interp_papers_00113__crossref,0.9999999999999999
k02_interp_papers_00016__dblp,k02_interp_papers_00016__crossref,0.9999999999999999
k02_interp_papers_00211__dblp,k02_interp_papers_00211__crossref,0.9999999999999999
dblp-12559,crossref-27602,0.5
dblp-11537,crossref-59322,0.6666666666666666
k02_interp_papers_00176__dblp,k02_interp_papers_00176__crossref,0.9999999999999999
