id1,brand_left,title_left,description_left,price_left,priceCurrency_left,cluster_id_left,url_left,title_description_left,model_left,model_number_left,product_type_left,chipset_name_left,vram_gb_left,storage_gb_left,read_speed_mb_s_left,write_speed_mb_s_left,bus_type_left,interface_type_left,width_mm_left,length_mm_left,height_mm_left,weight_g_left,storage_connection_type_left,memory_type_left,color_left,form_factor_left,source_file_left,dbscan_cluster_left,global_id_left,title_processed_left,id2,brand_right,title_right,description_right,price_right,priceCurrency_right,cluster_id_right,url_right,title_description_right,model_right,model_number_right,product_type_right,chipset_name_right,vram_gb_right,storage_gb_right,read_speed_mb_s_right,write_speed_mb_s_right,bus_type_right,interface_type_right,width_mm_right,length_mm_right,height_mm_right,weight_g_right,storage_connection_type_right,memory_type_right,color_right,form_factor_right,source_file_right,dbscan_cluster_right,global_id_right,title_processed_right,label,is_hard_negative
28427631,Samsung,Samsung SSD 860 EVO 2 TB best price,"SSD Samsung 860 EVO Series, 2 TB 3D V-NAND Flash, M.2",,eur,31583,https://shop.omnichannel.bg/en/product/samsung-ssd-860-evo-34844,"Samsung SSD 860 EVO 2 TB best price. Description: SSD Samsung 860 EVO Series, 2 TB 3D V-NAND Flash, M.2",SSD 860 EVO,,SSD,,,2000.0,,,,,,,,,M.2,,,M.2 2280,products_2_cleaned.csv,12.0,products_2_cleaned.csv_28427631,"['samsung', 'ssd', '860', 'evo', '2', 'tb', 'best', 'price']",1213105,Kingston,Kingston 16GB DataTraveler Locker+ G3 USB3 Flash Drive GDPR Compliant,Kingston 16GB DataTraveler Locker+ G3 USB3 Flash Drive GDPR Compliant,21.49,GBP,850467,https://shop.bt.com/products/kingston-16gb-datatraveler-locker--g3-usb3-flash-drive-gdpr-compliant-dtlpg3-16gb-97HJ.html,Kingston 16GB DataTraveler Locker+ G3 USB3 Flash Drive GDPR Compliant. Description: Kingston 16GB DataTraveler Locker+ G3 USB3 Flash Drive GDPR Compliant,DataTraveler Locker+ G3,,USB_STICK,,,16.0,,,USB 3.0,,,,,,,,,,products_1_cleaned.csv,4.0,products_1_cleaned.csv_1213105,"['kingston', '16gb', 'datatraveler', 'locker', 'g3', 'usb3', 'flash', 'drive', 'gdpr', 'compliant']",0,False
28212814,PNY,PNY NVIDIA GeForce RTX 2070 SUPER 8GB XLR8 Gaming OC Triple Fan Turing Graphics Card,"PNY GeForce RTX 2070 SUPER XLR8 Gaming OC Triple Fan 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz - 1815MHz",99999.99,GBP,4520031,https://www.scan.co.uk/products/pny-geforce-rtx-2070-super-xlr8-gaming-oc-triple-fan-8gb-gddr6-ray-tracing-graphics-card-2560-core-1,"PNY NVIDIA GeForce RTX 2070 SUPER 8GB XLR8 Gaming OC Triple Fan Turing Graphics Card. Description: PNY GeForce RTX 2070 SUPER XLR8 Gaming OC Triple Fan 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz - 1815MHz",GeForce RTX 2070 SUPER 8GB XLR8 Gaming OC Triple Fan,,GPU,GeForce RTX 2070 Super,8.0,,,,,,,,,,,GDDR6,,,products_1_cleaned.csv,3.0,products_1_cleaned.csv_28212814,"['pny', 'nvidia', 'geforce', 'rtx', '2070', 'super', '8gb', 'xlr8', 'gaming', 'oc', 'triple', 'fan', 'turing', 'graphics', 'card']",44467616,Gigabyte,Gigabyte NVIDIA GeForce RTX 2070 SUPER 8GB GAMING OC 3X Turing Graphics Card,"Gigabyte GeForce RTX 2070 SUPER GAMING OC 3X 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz GPU, 1815MHz Boost",441.98,GBP,289846,https://www.scan.co.uk/products/gigabyte-geforce-rtx-2070-super-gaming-oc-3x-8gb-gddr6-ray-tracing-graphics-card-2560-core-1605mhz-g,"Gigabyte NVIDIA GeForce RTX 2070 SUPER 8GB GAMING OC 3X Turing Graphics Card. Description: Gigabyte GeForce RTX 2070 SUPER GAMING OC 3X 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz GPU, 1815MHz Boost",NVIDIA GeForce RTX 2070 SUPER 8GB GAMING OC 3X,,GPU,GeForce RTX 2070 Super,8.0,,,,,,,,,,,GDDR6,,,products_2_cleaned.csv,3.0,products_2_cleaned.csv_44467616,"['gigabyte', 'nvidia', 'geforce', 'rtx', '2070', 'super', '8gb', 'gaming', 'oc', '3x', 'turing', 'graphics', 'card']",0,True
22682699,ADATA,SSD M.2 ADATA XPG Gammix S50 Gen4 1TB (5000MBps/4400MBps),"ModelBrandXPGSeriesGAMMIX S50ModelAGAMMIXS50-1TT-CDevice TypeInternal Solid State Drive (SSD)Used ForConsumerDetailsForm FactorM.2 2280Capacity1TBMemory Components3D TLCInterfacePCI-Express 4.0 x4PerformanceMax Sequential ReadATTO: 4700 MBpsCDM (QD32-T1): 5000 MBpsAS SSD: 4100 MBpsMax Sequential WriteATTO: 4200 MBpsCDM (QD32-T1): 4400 MBpsAS SSD: 3700 MBps4KB Random ReadUp to 750,000 IOPS4KB Random WriteUp to 750,000 IOPSMTBF1,700,000 hoursHeatSinkYesFeaturesFeaturesLeap into the Future with PCIe 4.0R/W speed up to 5000/4400 MB/sNVMe 1.3 supportAdvanced LDPC ECC TechnologySLC Caching and DRAM cache bufferAES 256-bit encryption supportCompact M.2 2280 form factor - ideal for gaming and high-end desktopsEnvironmentalPower Consumption (Idle)50 mWPower Consumption (Active)0.8WOperating Temperature0°C ~ +70°CStorage Temperature-40°C ~ +85°CMax Shock Resistance1500G / 0.5 msDimensions & WeightHeight6.10mmWidth22.00mmDepth80.00mmWeight12.00gAdditional InformationDate First AvailableOctober 07, 2019",1913.99,BRL,1347815,https://www.performancesolutions.com.br/ssd-m.2-adata-xpg-gammix-s50-gen4-1tb-5000mbps/4400mbps,"SSD M.2 ADATA XPG Gammix S50 Gen4 1TB (5000MBps/4400MBps). Description: ModelBrandXPGSeriesGAMMIX S50ModelAGAMMIXS50-1TT-CDevice TypeInternal Solid State Drive (SSD)Used ForConsumerDetailsForm FactorM.2 2280Capacity1TBMemory Components3D TLCInterfacePCI-Express 4.0 x4PerformanceMax Sequential ReadATTO: 4700 MBpsCDM (QD32-T1): 5000 MBpsAS SSD: 4100 MBpsMax Sequential WriteATTO: 4200 MBpsCDM (QD32-T1): 4400 MBpsAS SSD: 3700 MBps4KB Random ReadUp to 750,000 IOPS4KB Random WriteUp to 750,000 IOPSMTBF1,700,000 hoursHeatSinkYesFeaturesFeaturesLeap into the Future with PCIe 4.0R/W speed up to 5000/4400 MB/sNVMe 1.3 supportAdvanced LDPC ECC TechnologySLC Caching and DRAM cache bufferAES 256-bit encryption supportCompact M.2 2280 form factor - ideal for gaming and high-end desktopsEnvironmentalPower Consumption (Idle)50 mWPower Consumption (Active)0.8WOperating Temperature0°C ~ +70°CStorage Temperature-40°C ~ +85°CMax Shock Resistance1500G / 0.5 msDimensions & WeightHeight6.10mmWidth22.00mmDepth80.00mmWeight12.00gAdditional InformationDate First AvailableOctober 07, 2019",XPG Gammix S50 Gen4,AGAMMIXS50-1TT-C,SSD,,,1000.0,5000.0,4400.0,PCI Express x4,PCI-Express,22.0,,6.1,12.0,M.2,,,M.2 2280,products_2_cleaned.csv,8.0,products_2_cleaned.csv_22682699,"['ssd', 'm', '2', 'adata', 'xpg', 'gammix', 's50', 'gen4', '1tb', '5000mbps', '4400mbps']",72884596,Samsung,Samsung 860 EVO Series SSD 250GB,Samsung 860 EVO MZ-76E250B - Solid state drive - gecodeerd - 250 GB - intern - 2.5'' - SATA 6Gb/s -buffer: 512 MB - 256-bits AES - TCG Opal Encryption 2.0,63.9,EUR,1665283,https://cdm-it.nl/randapparatuur/samsung-mz-76e250b-eu.html,Samsung 860 EVO Series SSD 250GB. Description: Samsung 860 EVO MZ-76E250B - Solid state drive - gecodeerd - 250 GB - intern - 2.5'' - SATA 6Gb/s -buffer: 512 MB - 256-bits AES - TCG Opal Encryption 2.0,860 EVO Series,MZ-76E250B,SSD,,,250.0,,,SATA,SATA III,,,,,2.5'',,,2.5-inch,products_1_cleaned.csv,12.0,products_1_cleaned.csv_72884596,"['samsung', '860', 'evo', 'series', 'ssd', '250gb']",0,False
3957588,Kingston,Kingston DataTraveler MicroDuo 32GB USB Type C Flash Drive,Product InformationShow more;,15.97,GBP,443484,https://www.laptopsdirect.co.uk/kingston-32gb-dt-microduo-3c-dtduo3c-32gb/version.asp,Kingston DataTraveler MicroDuo 32GB USB Type C Flash Drive. Description: Product InformationShow more;,DataTraveler MicroDuo,,USB_STICK,,,32.0,,,,USB Type-C,,,,,,,,,products_1_cleaned.csv,4.0,products_1_cleaned.csv_3957588,"['kingston', 'datatraveler', 'microduo', '32gb', 'usb', 'type', 'c', 'flash', 'drive']",52499748,Kingston,"32 Gb Dt Micro Duo 3 C, Usb 3.0/3.1 + Type C Flash Drive","With USB 3.1 connectivity, the 64GB DataTraveler microDuo 3C from Kingston supports data read spe...",,AUD,443484,https://zeppgear.com.au/products/32-gb-dt-micro-duo-3-c-usb-3-0-3-1-type-c-flash-drive,"32 Gb Dt Micro Duo 3 C, Usb 3.0/3.1 + Type C Flash Drive. Description: With USB 3.1 connectivity, the 64GB DataTraveler microDuo 3C from Kingston supports data read spe...",DataTraveler microDuo 3C,,USB_STICK,,,64.0,,,USB 3.0,USB Type-C,,,,,,,,,products_4_cleaned.csv,4.0,products_4_cleaned.csv_52499748,"['32', 'gb', 'dt', 'micro', 'duo', '3', 'c', 'usb', '3', '0', '3', '1', 'type', 'c', 'flash', 'drive']",1,False
12404184,,"GT710-SL-2GD5-CSM Graphics Card,NVIDIA GeForce GT710,OpenGL4.5,DDR5 2G,PCI Expre","GT710-SL-2GD5-CSM Graphics Card,NVIDIA GeForce GT710,OpenGL4.5,DDR5 2G,PCI Expre",82.99,CAD,1578934,https://www.sicarriere.com/produits/cat/composante/carte-video/gt710-sl-2gd5-csm-graphics-cardnvidia-geforce-gt710opengl45ddr5-2gpci-expre/gt710-sl-2gd5-csm,"GT710-SL-2GD5-CSM Graphics Card,NVIDIA GeForce GT710,OpenGL4.5,DDR5 2G,PCI Expre. Description: GT710-SL-2GD5-CSM Graphics Card,NVIDIA GeForce GT710,OpenGL4.5,DDR5 2G,PCI Expre",GT710-SL-2GD5-CSM,GT710-SL-2GD5-CSM,GPU,GeForce GT 710,2.0,,,,PCIe,,,,,,,DDR5,,,products_3_cleaned.csv,94.0,products_3_cleaned.csv_12404184,"['gt710', 'sl', '2gd5', 'csm', 'graphics', 'card', 'nvidia', 'geforce', 'gt710', 'opengl4', '5', 'ddr5', '2g', 'pci', 'expre']",28212814,PNY,PNY NVIDIA GeForce RTX 2070 SUPER 8GB XLR8 Gaming OC Triple Fan Turing Graphics Card,"PNY GeForce RTX 2070 SUPER XLR8 Gaming OC Triple Fan 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz - 1815MHz",99999.99,GBP,4520031,https://www.scan.co.uk/products/pny-geforce-rtx-2070-super-xlr8-gaming-oc-triple-fan-8gb-gddr6-ray-tracing-graphics-card-2560-core-1,"PNY NVIDIA GeForce RTX 2070 SUPER 8GB XLR8 Gaming OC Triple Fan Turing Graphics Card. Description: PNY GeForce RTX 2070 SUPER XLR8 Gaming OC Triple Fan 8GB GDDR6 Ray-Tracing Graphics Card, 2560 Core, 1605MHz - 1815MHz",GeForce RTX 2070 SUPER 8GB XLR8 Gaming OC Triple Fan,,GPU,GeForce RTX 2070 Super,8.0,,,,,,,,,,,GDDR6,,,products_1_cleaned.csv,3.0,products_1_cleaned.csv_28212814,"['pny', 'nvidia', 'geforce', 'rtx', '2070', 'super', '8gb', 'xlr8', 'gaming', 'oc', 'triple', 'fan', 'turing', 'graphics', 'card']",0,False
28803055,Toshiba,"HDD desktop Toshiba P300 (3.5"" 2TB, 7200RPM, 64MB, NCQ, AF, SATAIII), bulk","HDD Desktop - Drive ConfigurationLocatia dispozitivului:InternalFactor de forma:3.5""Capacitate de stocare:2 TBSuporta canal de date:SATA III-600Capacitatea de schimbare:ColdCapacitate de stocare instalata a memoriei cache:64 MBCapacitatea maxima a sectorului:512 BHDD Desktop - PerformanceViteza de rotatie:7200 rpmRata de transfer extern a datelor sustinuta:6 GbpsFiabilitateCaracteristici:Native Command Queuing (NCQ) Advanced Format (AF)HDD Desktop - Dimensions&WeightAdancime:147 mmInaltime:26.1 mmLatime:101.6 mmGreutate nominala:0.45 kgTip pachet:Oem",283.07,RON,1984832,https://shop.one-it.ro/hard-disc-uri/hdd-2tb-7200-64mb-s-ata3-p300-toshiba-hdwd120uzsva.html,"HDD desktop Toshiba P300 (3.5"" 2TB, 7200RPM, 64MB, NCQ, AF, SATAIII), bulk. Description: HDD Desktop - Drive ConfigurationLocatia dispozitivului:InternalFactor de forma:3.5""Capacitate de stocare:2 TBSuporta canal de date:SATA III-600Capacitatea de schimbare:ColdCapacitate de stocare instalata a memoriei cache:64 MBCapacitatea maxima a sectorului:512 BHDD Desktop - PerformanceViteza de rotatie:7200 rpmRata de transfer extern a datelor sustinuta:6 GbpsFiabilitateCaracteristici:Native Command Queuing (NCQ) Advanced Format (AF)HDD Desktop - Dimensions&WeightAdancime:147 mmInaltime:26.1 mmLatime:101.6 mmGreutate nominala:0.45 kgTip pachet:Oem",P300,,HDD,,,2000.0,,,SATA,,101.6,147.0,26.1,450.0,"3.5""",,,3.5-inch,products_4_cleaned.csv,87.0,products_4_cleaned.csv_28803055,"['hdd', 'desktop', 'toshiba', 'p300', '3', '5', '2tb', '7200rpm', '64mb', 'ncq', 'af', 'sataiii', 'bulk']",25980043,Toshiba,"Toshiba P300 2TB SATA III 3.5\"" Hard Drive - 7200RPM, 64MB Cache",Huge 2TB HDD Drive Capacity. No Performance Lag with this Speedy 7200RPMRPM Disk Speed,51.11,GBP,1984832,https://www.cclonline.com/product/195814/HDWD120UZSVA/Hard-Drives/Toshiba-P300-2TB-3-5-inch-SATA-Internal-Hard-Drive-Bulk-Pack-/HDD2678,"Toshiba P300 2TB SATA III 3.5\"" Hard Drive - 7200RPM, 64MB Cache. Description: Huge 2TB HDD Drive Capacity. No Performance Lag with this Speedy 7200RPMRPM Disk Speed",P300,,HDD,,,2000.0,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch,products_1_cleaned.csv,87.0,products_1_cleaned.csv_25980043,"['toshiba', 'p300', '2tb', 'sata', 'iii', '3', '5', 'hard', 'drive', '7200rpm', '64mb', 'cache']",1,False
40744627,Hewlett Packard,"HP G8 G9 900GB 12G 10K 2.5\"" SAS 785069-B21 785411-001 Hard Drive HPE","Specifications: Brand- HP HP Option Part Number(s)- 785069-B21 HP Part Number(s)- 785411-001 Capacity- 900GB Form Factor- 2.5\"" SFF Interface Type- SAS Data Transfer Rate- 12 Gbps Spindle Speed- 10,000 RPM Condition- This item is certified to be in Grade A condition, cosmetically perfect, and tested by our experts to be ready for use!Disclaimer: Pictures may not be an exact representation of the part.Return Policy:Not completely satisfied with your purchase? Give us a call within 30 days to take advantage of our complimentary 30-Day Guarantee!**Please note: some exclusions apply, see our full return policy here.Compatibility: Give us a call to find out more about compatiblity for this item!",699.0,USD,2832947,https://www.globalcomputersales.com/products/785069-b21,"HP G8 G9 900GB 12G 10K 2.5\"" SAS 785069-B21 785411-001 Hard Drive HPE. Description: Specifications: Brand- HP HP Option Part Number(s)- 785069-B21 HP Part Number(s)- 785411-001 Capacity- 900GB Form Factor- 2.5\"" SFF Interface Type- SAS Data Transfer Rate- 12 Gbps Spindle Speed- 10,000 RPM Condition- This item is certified to be in Grade A condition, cosmetically perfect, and tested by our experts to be ready for use!Disclaimer: Pictures may not be an exact representation of the part.Return Policy:Not completely satisfied with your purchase? Give us a call within 30 days to take advantage of our complimentary 30-Day Guarantee!**Please note: some exclusions apply, see our full return policy here.Compatibility: Give us a call to find out more about compatiblity for this item!",,785069-B21 785411-001,HDD,,,900.0,,,SAS,SAS,,,,,2.5-inch SAS,,,2.5-inch,products_3_cleaned.csv,216.0,products_3_cleaned.csv_40744627,"['hp', 'g8', 'g9', '900gb', '12g', '10k', '2', '5', 'sas', '785069', 'b21', '785411', '001', 'hard', 'drive', 'hpe']",64499444,Hewlett Packard,785069-B21 HP 900GB 10K RPM SAS 12GBPS SFF 2.5Inches SC Enterprise Hard Drive With Tray. New Retail Factory Sealed With Full Manufacturer Warranty.,"General Information :Manufacturer : Hewlett PackardManufacturer Part Number : 785069-B21Manufacturer Website Address : Http://www.hp.comBrand Name : HPSub-Type : 900GB 10K RPM SAS 12GBPS Type : Hard Drive (HDD)Technical Information :Storage Capacity : 900GBRotational Speed : 10K RPMDrive Interface : SAS Drive Interface Standard : 12GB/S Physical Characteristics :Drive Type : InternalDrive Bay Width : 2.5\""",138.0,USD,2832947,https://www.allhdd.com/hard-drive/sas-12gbps/900gb-10k-rpm/hp-785069-b21-nrfs,"785069-B21 HP 900GB 10K RPM SAS 12GBPS SFF 2.5Inches SC Enterprise Hard Drive With Tray. New Retail Factory Sealed With Full Manufacturer Warranty.. Description: General Information :Manufacturer : Hewlett PackardManufacturer Part Number : 785069-B21Manufacturer Website Address : Http://www.hp.comBrand Name : HPSub-Type : 900GB 10K RPM SAS 12GBPS Type : Hard Drive (HDD)Technical Information :Storage Capacity : 900GBRotational Speed : 10K RPMDrive Interface : SAS Drive Interface Standard : 12GB/S Physical Characteristics :Drive Type : InternalDrive Bay Width : 2.5\""",,785069-B21,HDD,,,900.0,,,SAS,SAS,,,,,"2.5""",,,2.5-inch,products_1_cleaned.csv,216.0,products_1_cleaned.csv_64499444,"['785069', 'b21', 'hp', '900gb', '10k', 'rpm', 'sas', '12gbps', 'sff', '2', '5inches', 'sc', 'enterprise', 'hard', 'drive', 'with', 'tray', 'new', 'retail', 'factory', 'sealed', 'with', 'full', 'manufacturer', 'warranty']",1,False
30810033,Zotac,Zotac GAMING GeForce RTX 2060 SUPER MINI 8GB GDDR6 - 256-Bit Graphics Card | ZT-T20610E-10M,Boostable to 1650 MHz 2176 CUDA Cores Turing Architecture 8GB of GDDR6 VRAM 14 Gb/s Memory Speed 256-Bit Memory Interface DisplayPort | HDMI 2.0 | USB Type-C 7680 x 4320 Max Digital Resolution IceStorm 2.0 Cooling | Spectra RGB,1776.5,AED,195848,https://pcdubai.com/product/zotac-gaming-geforce-rtx-2060-super-mini-graphics-card-zt-t20610e-10m,Zotac GAMING GeForce RTX 2060 SUPER MINI 8GB GDDR6 - 256-Bit Graphics Card | ZT-T20610E-10M. Description: Boostable to 1650 MHz 2176 CUDA Cores Turing Architecture 8GB of GDDR6 VRAM 14 Gb/s Memory Speed 256-Bit Memory Interface DisplayPort | HDMI 2.0 | USB Type-C 7680 x 4320 Max Digital Resolution IceStorm 2.0 Cooling | Spectra RGB,GAMING GeForce RTX 2060 SUPER MINI,ZT-T20610E-10M,GPU,GeForce RTX 2060 Super,8.0,,,,,,,,,,,GDDR6,,,products_2_cleaned.csv,3.0,products_2_cleaned.csv_30810033,"['zotac', 'gaming', 'geforce', 'rtx', '2060', 'super', 'mini', '8gb', 'gddr6', '256', 'bit', 'graphics', 'card', 'zt', 't20610e', '10m']",29807017,Zotac,ZOTAC GeForce RTX 2070 Super AMP 8GB GDDR6 256-bit Gaming Graphics Card,"The New Powerful GeForce RTX 2070 Super AMP takes advantage of the cutting-edge NVIDIA Turing architecture to immerse you in incredible realism and brilliant performance in latest games.RTX 2070 Super AMP comes with ‘2560 CUDA cores’ and operates across a 256-bit wide bus interface at speeds of 14 Gbps. It also supports Engine Boost speeds up-to 1800 MHz.IceStorm 2. 0 enhances the overall cooling utilizing more surface area, improved heatpipe layout, stronger aluminum array heatsink and additional heat dissipation .It comes with 3 x Display port 1. 4, HDMI 2. 0b with support for 4K. It is HDCP compliant and you can connect multiple displays (Up-to 4 simultaneously)2 year standard warranty on Graphic cards + 3 Year extended warranty by registering on Zotac Website within 28 days from the date of Purchase~section~ ~section~Product TypeGraphic CardBrandZotacGPUGeForce RTX 2060 SuperCUDA cores2560Video Memory8GB GDDR6Memory Bus256-bitEngine ClockBoost: 1800 MHzMemory Clock14.0 GbpsPCI Express3.0Display Outputs3 x DisplayPort 1.4 (4096 x 216060Hz)1 x HDMI 2.0bHDCP SupportYesMulti Display CapabilityQuad DisplayRecommended Power Supply650WPower Consumption215W DirectX12 API, Vulkan APIOpenGL4.5CoolingIceStorm 2.0 CoolingSlot SizeDual SlotSLINVLinkSupported OSWindows 10 / 7 x64, Linux 64-bitCard Length268mm x 113mm x 38mmWarranty2 Years of Standard Warranty and 3 Years of Extended Warranty when the product is registered by the customer with Zotac with-in 28 Days from the Date of Purchase. With the 'Original Invoice' the Extended Warranty can be availed.Box ContentsZOTAC GAMING GeForce RTX 2060 SUPER AMP Dual 6-pin to 8-pin cable Dual 4-pin to 6-pin cable User ManualIf you have any questions about this product, let us know. Our experts will help you with same.Call us  +91 80 42114781 (Mon - Sat, 10AM to 6PM IST) or Email supporttheperipheralstore.in",48500.0,INR,561288,https://www.tpstech.in/products/zotac-geforce-rtx-2070-super-amp-8gb-gddr6-256-bit-gaming-graphics-card,"ZOTAC GeForce RTX 2070 Super AMP 8GB GDDR6 256-bit Gaming Graphics Card. Description: The New Powerful GeForce RTX 2070 Super AMP takes advantage of the cutting-edge NVIDIA Turing architecture to immerse you in incredible realism and brilliant performance in latest games.RTX 2070 Super AMP comes with ‘2560 CUDA cores’ and operates across a 256-bit wide bus interface at speeds of 14 Gbps. It also supports Engine Boost speeds up-to 1800 MHz.IceStorm 2. 0 enhances the overall cooling utilizing more surface area, improved heatpipe layout, stronger aluminum array heatsink and additional heat dissipation .It comes with 3 x Display port 1. 4, HDMI 2. 0b with support for 4K. It is HDCP compliant and you can connect multiple displays (Up-to 4 simultaneously)2 year standard warranty on Graphic cards + 3 Year extended warranty by registering on Zotac Website within 28 days from the date of Purchase~section~ ~section~Product TypeGraphic CardBrandZotacGPUGeForce RTX 2060 SuperCUDA cores2560Video Memory8GB GDDR6Memory Bus256-bitEngine ClockBoost: 1800 MHzMemory Clock14.0 GbpsPCI Express3.0Display Outputs3 x DisplayPort 1.4 (4096 x 2160@60Hz)1 x HDMI 2.0bHDCP SupportYesMulti Display CapabilityQuad DisplayRecommended Power Supply650WPower Consumption215W DirectX12 API, Vulkan APIOpenGL4.5CoolingIceStorm 2.0 CoolingSlot SizeDual SlotSLINVLinkSupported OSWindows 10 / 7 x64, Linux 64-bitCard Length268mm x 113mm x 38mmWarranty2 Years of Standard Warranty and 3 Years of Extended Warranty when the product is registered by the customer with Zotac with-in 28 Days from the Date of Purchase. With the 'Original Invoice' the Extended Warranty can be availed.Box ContentsZOTAC GAMING GeForce RTX 2060 SUPER AMP Dual 6-pin to 8-pin cable Dual 4-pin to 6-pin cable User ManualIf you have any questions about this product, let us know. Our experts will help you with same.Call us @ +91 80 42114781 (Mon - Sat, 10AM to 6PM IST) or Email support@theperipheralstore.in",GeForce RTX 2070 Super AMP,,GPU,GeForce RTX 2060 Super,8.0,,,,PCI Express x16,,38.0,268.0,113.0,,,GDDR6,,,products_1_cleaned.csv,3.0,products_1_cleaned.csv_29807017,"['zotac', 'geforce', 'rtx', '2070', 'super', 'amp', '8gb', 'gddr6', '256', 'bit', 'gaming', 'graphics', 'card']",0,True
73218575,MSI,MSI GeForce GTX 1660 SUPER VENTUS XS 6GB OC Graphics Card,"GTX 1660 SUPER, 6GB GDDR6, Boost Clock 1830MHz, Dual Fan Cooling",209.99,GBP,228952,https://www.ebuyer.com/914171-msi-geforce-gtx-1660-super-ventus-xs-6gb-oc-graphics-card-gtx-1660-super-ventus-xs-oc,"MSI GeForce GTX 1660 SUPER VENTUS XS 6GB OC Graphics Card. Description: GTX 1660 SUPER, 6GB GDDR6, Boost Clock 1830MHz, Dual Fan Cooling",GeForce GTX 1660 SUPER VENTUS XS 6GB OC,,GPU,GeForce GTX 1660 Super,6.0,,,,,,,,,,,GDDR6,,,products_2_cleaned.csv,3.0,products_2_cleaned.csv_73218575,"['msi', 'geforce', 'gtx', '1660', 'super', 'ventus', 'xs', '6gb', 'oc', 'graphics', 'card']",98009535,MSI,MSI NVIDIA GeForce GTX 1660 Ti 6GB VENTUS XS OC Turing Graphics Card,"MSI GeForce GTX 1660 Ti VENTUS XS OC 6GB GDDR6 VR Ready Graphics Card, 1536 Core, 1500MHz GPU, 1830MHz Boost",281.99,GBP,738743,https://www.scan.co.uk/products/msi-geforce-gtx-1660-ti-ventus-xs-oc-6gb-gddr6-graphics-card-1536-core-1830mhz-boost,"MSI NVIDIA GeForce GTX 1660 Ti 6GB VENTUS XS OC Turing Graphics Card. Description: MSI GeForce GTX 1660 Ti VENTUS XS OC 6GB GDDR6 VR Ready Graphics Card, 1536 Core, 1500MHz GPU, 1830MHz Boost",GeForce GTX 1660 Ti VENTUS XS OC,,GPU,GeForce GTX 1660 Ti,6.0,,,,,,,,,,,GDDR6,,,products_1_cleaned.csv,3.0,products_1_cleaned.csv_98009535,"['msi', 'nvidia', 'geforce', 'gtx', '1660', 'ti', '6gb', 'ventus', 'xs', 'oc', 'turing', 'graphics', 'card']",0,True
7131523,Gigabyte,Gigabyte AMD Radeon RX 5500 XT GAMING OC 8GB GDDR6 RDNA PCIe 4.0 Graphics Card,"Gigabyte Radeon RX 5500 XT GAMING OC 8GB GDDR6 PCIe 4.0 Graphics Card, 7nm RDNA, 1408 Streams, 1647MHz GPU,1845MHz Boost",224.48,GBP,428120,https://www.scan.co.uk/products/gigabyte-radeon-rx-5500-xt-gaming-oc-8gb-gddr6-pcie-40-graphics-card-7nm-rdna-1408-streams,"Gigabyte AMD Radeon RX 5500 XT GAMING OC 8GB GDDR6 RDNA PCIe 4.0 Graphics Card. Description: Gigabyte Radeon RX 5500 XT GAMING OC 8GB GDDR6 PCIe 4.0 Graphics Card, 7nm RDNA, 1408 Streams, 1647MHz GPU,1845MHz Boost",Radeon RX 5500 XT GAMING OC,,GPU,Radeon RX 5500 XT,8.0,,,,PCIe 4.0,,,,,,,GDDR6,,,products_1_cleaned.csv,9.0,products_1_cleaned.csv_7131523,"['gigabyte', 'amd', 'radeon', 'rx', '5500', 'xt', 'gaming', 'oc', '8gb', 'gddr6', 'rdna', 'pcie', '4', '0', 'graphics', 'card']",96606457,MSI,MSI AMD Radeon RX 5500 XT MECH OC 4GB GDDR6 RDNA PCIe 4.0 Graphics Card,"MSI Radeon RX 5500 XT MECH OC 4GB GDDR6 PCIe 4.0 Graphics Card, 7nm RDNA, 1408 Streams, 1647MHz GPU, 1845MHz Boost",179.48,GBP,800218,https://www.scan.co.uk/products/msi-radeon-rx-5500-xt-mech-oc-4gb-gddr6-pcie-40-graphics-card-7nm-rdna-1408-streams-1647mhz-gpu-1845,"MSI AMD Radeon RX 5500 XT MECH OC 4GB GDDR6 RDNA PCIe 4.0 Graphics Card. Description: MSI Radeon RX 5500 XT MECH OC 4GB GDDR6 PCIe 4.0 Graphics Card, 7nm RDNA, 1408 Streams, 1647MHz GPU, 1845MHz Boost",Radeon RX 5500 XT MECH OC,,GPU,Radeon RX 5500 XT,4.0,,,,PCIe 4.0,,,,,,,GDDR6,,,products_3_cleaned.csv,9.0,products_3_cleaned.csv_96606457,"['msi', 'amd', 'radeon', 'rx', '5500', 'xt', 'mech', 'oc', '4gb', 'gddr6', 'rdna', 'pcie', '4', '0', 'graphics', 'card']",0,True
