case,strategy,split,attribute,accuracy,correct,total,source_file
games-augmented-easy,heuristic,provided_validation,userScore,0.8617021276595744,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic,provided_validation,releaseYear,0.8686868686868687,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic,provided_validation,platform,0.8,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic,provided_validation,developer,0.78,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic,provided_validation,name,0.98,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic,provided_validation,ESRB,0.9897959183673468,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic,provided_validation,criticScore,0.97,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic,provided_validation,publisher,0.7317073170731707,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_no_val,provided_validation,userScore,0.8617021276595744,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_no_val,provided_validation,releaseYear,0.8585858585858586,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_no_val,provided_validation,platform,0.69,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_no_val,provided_validation,developer,0.68,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_no_val,provided_validation,name,0.98,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_no_val,provided_validation,ESRB,0.9897959183673468,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_no_val,provided_validation,criticScore,0.97,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_no_val,provided_validation,publisher,0.7317073170731707,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val,provided_validation,userScore,0.851063829787234,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val,provided_validation,releaseYear,0.7676767676767676,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val,provided_validation,platform,0.84,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val,provided_validation,developer,0.8,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val,provided_validation,name,0.94,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val,provided_validation,ESRB,0.9897959183673468,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val,provided_validation,criticScore,0.98,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val,provided_validation,publisher,0.7317073170731707,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val_stats,provided_validation,userScore,0.851063829787234,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val_stats,provided_validation,releaseYear,0.7676767676767676,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val_stats,provided_validation,platform,0.84,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val_stats,provided_validation,developer,0.8,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val_stats,provided_validation,name,0.94,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val_stats,provided_validation,ESRB,0.9897959183673468,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val_stats,provided_validation,criticScore,0.98,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,llm_val_stats,provided_validation,publisher,0.7317073170731707,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic_stats,provided_validation,userScore,0.851063829787234,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic_stats,provided_validation,releaseYear,0.7676767676767676,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic_stats,provided_validation,platform,0.84,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic_stats,provided_validation,developer,0.8,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic_stats,provided_validation,name,0.94,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic_stats,provided_validation,ESRB,0.9897959183673468,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic_stats,provided_validation,criticScore,0.98,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic_stats,provided_validation,publisher,0.7317073170731707,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,iterative,provided_validation,userScore,0.851063829787234,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,iterative,provided_validation,releaseYear,0.7676767676767676,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,iterative,provided_validation,platform,0.84,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,iterative,provided_validation,developer,0.8,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,iterative,provided_validation,name,0.94,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,iterative,provided_validation,ESRB,0.9897959183673468,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,iterative,provided_validation,criticScore,0.98,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,iterative,provided_validation,publisher,0.7317073170731707,,,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-easy,heuristic,official_test,userScore,0.797979797979798,79.0,99.0,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
games-augmented-easy,heuristic,official_test,releaseYear,0.88,88.0,100.0,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
games-augmented-easy,heuristic,official_test,platform,0.88,88.0,100.0,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
games-augmented-easy,heuristic,official_test,developer,0.74,74.0,100.0,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
games-augmented-easy,heuristic,official_test,name,0.94,94.0,100.0,DI-Bench/runs/augmented/games/easy/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
