case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
games-augmented-easy,dbpedia,id,Videogames,id,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-easy,dbpedia,name,Videogames,name,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-easy,dbpedia,releaseYear,Videogames,releaseYear,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-easy,dbpedia,developer,Videogames,developer,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-easy,dbpedia,platform,Videogames,platform,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-easy,dbpedia,genres,Videogames,genres,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-easy,dbpedia,series,Videogames,series,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-easy,metacritic,id,Videogames,id,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/metacritic_mapping.csv
games-augmented-easy,metacritic,name,Videogames,name,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/metacritic_mapping.csv
games-augmented-easy,metacritic,releaseYear,Videogames,releaseYear,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/metacritic_mapping.csv
games-augmented-easy,metacritic,developer,Videogames,developer,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/metacritic_mapping.csv
games-augmented-easy,metacritic,platform,Videogames,platform,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/metacritic_mapping.csv
games-augmented-easy,metacritic,genres,Videogames,genres,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/metacritic_mapping.csv
games-augmented-easy,metacritic,criticScore,Videogames,criticScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/metacritic_mapping.csv
games-augmented-easy,metacritic,userScore,Videogames,userScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/metacritic_mapping.csv
games-augmented-easy,metacritic,ESRB,Videogames,ESRB,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/metacritic_mapping.csv
games-augmented-easy,sales,id,Videogames,id,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
games-augmented-easy,sales,name,Videogames,name,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
games-augmented-easy,sales,releaseYear,Videogames,releaseYear,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
games-augmented-easy,sales,developer,Videogames,developer,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
games-augmented-easy,sales,publisher,Videogames,publisher,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
games-augmented-easy,sales,platform,Videogames,platform,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
games-augmented-easy,sales,genres,Videogames,genres,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
games-augmented-easy,sales,criticScore,Videogames,criticScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
games-augmented-easy,sales,userScore,Videogames,userScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
games-augmented-easy,sales,ESRB,Videogames,ESRB,0.95,llm_based_matching,DI-Bench/runs/augmented/games/easy/schema_matching/mappings/sales_mapping.csv
