id1,id2,is_true_match,classification
mbrainz_339,discogs_312,,
mbrainz_5424,discogs_180283,,
mbrainz_565,discogs_312,,
mbrainz_1349,discogs_184977,,
mbrainz_14813,discogs_38788,,
mbrainz_6703,discogs_118645,,
mbrainz_17834,discogs_168779,,
mbrainz_17167,discogs_4752,,
mbrainz_25706,discogs_121274,,
mbrainz_5879,discogs_80693,,
mbrainz_15472,discogs_94285,,
mbrainz_1617,discogs_181266,,
mbrainz_2244,discogs_107874,,
mbrainz_8387,discogs_195111,,
mbrainz_3982,discogs_7638,,
mbrainz_6898,discogs_164807,,
mbrainz_2807,discogs_181931,False,FP
mbrainz_6368,discogs_96377,,
mbrainz_10633,discogs_96,,
mbrainz_11803,discogs_55755,,
mbrainz_32644,discogs_192578,False,FP
mbrainz_6044,discogs_177082,,
mbrainz_17504,discogs_33290,,
mbrainz_15867,discogs_106177,,
mbrainz_16268,discogs_87161,False,FP
mbrainz_3736,discogs_167097,,
mbrainz_2444,discogs_81233,,
mbrainz_4317,discogs_101194,,
mbrainz_3073,discogs_178710,,
mbrainz_3600,discogs_109149,,
mbrainz_14171,discogs_17173,,
mbrainz_4226,discogs_51030,,
mbrainz_1265,discogs_63803,,
mbrainz_573,discogs_62594,,
mbrainz_15644,discogs_149345,,
mbrainz_5188,discogs_195320,,
mbrainz_20678,discogs_140727,,
mbrainz_14758,discogs_45361,,
mbrainz_2165,discogs_54195,,
mbrainz_14983,discogs_158023,,
mbrainz_24026,discogs_184121,,
mbrainz_23379,discogs_91134,,
mbrainz_5091,discogs_30030,,
mbrainz_263,discogs_197816,,
mbrainz_1559,discogs_2806,,
mbrainz_27304,discogs_932,,
mbrainz_11572,discogs_79536,,
mbrainz_4180,discogs_66816,,
mbrainz_7860,discogs_18669,,
mbrainz_13347,discogs_67881,,
mbrainz_2783,discogs_85777,,
mbrainz_3435,discogs_96226,,
mbrainz_3625,discogs_133729,,
mbrainz_5262,discogs_97918,False,FP
mbrainz_1293,discogs_9423,,
mbrainz_25605,discogs_10190,,
mbrainz_237,discogs_150294,,
mbrainz_3517,discogs_17026,,
mbrainz_14594,discogs_144134,,
