id1,id2,score,notes
k02_interp_companies_00259__forbes,k02_interp_companies_00259__dbpedia,0.998896598815918,ditto_plm
k02_interp_companies_00271__forbes,k02_interp_companies_00271__dbpedia,0.9988920092582703,ditto_plm
k02_interp_companies_00265__forbes,k02_interp_companies_00265__dbpedia,0.9988505840301514,ditto_plm
k02_interp_companies_00078__forbes,k02_interp_companies_00078__dbpedia,0.9988371729850769,ditto_plm
k02_interp_companies_00290__forbes,k02_interp_companies_00290__dbpedia,0.9987882971763611,ditto_plm
k02_interp_companies_00068__forbes,k02_interp_companies_00068__dbpedia,0.9987773299217224,ditto_plm
k02_interp_companies_00277__forbes,k02_interp_companies_00277__dbpedia,0.9987719655036926,ditto_plm
k02_interp_companies_00065__forbes,k02_interp_companies_00065__dbpedia,0.998771607875824,ditto_plm
k02_interp_companies_00226__forbes,k02_interp_companies_00226__dbpedia,0.9987651109695435,ditto_plm
k02_interp_companies_00293__forbes,k02_interp_companies_00293__dbpedia,0.9987480640411377,ditto_plm
k02_interp_companies_00221__forbes,k02_interp_companies_00221__dbpedia,0.9987439513206482,ditto_plm
k02_interp_companies_00297__forbes,k02_interp_companies_00297__dbpedia,0.9987372756004333,ditto_plm
k02_interp_companies_00252__forbes,k02_interp_companies_00252__dbpedia,0.9987369179725647,ditto_plm
k02_interp_companies_00055__forbes,k02_interp_companies_00055__dbpedia,0.9987351298332214,ditto_plm
k02_interp_companies_00202__forbes,k02_interp_companies_00202__dbpedia,0.9987350106239319,ditto_plm
k02_interp_companies_00228__forbes,k02_interp_companies_00228__dbpedia,0.9987314343452454,ditto_plm
k02_interp_companies_00272__forbes,k02_interp_companies_00272__dbpedia,0.9987314343452454,ditto_plm
k02_interp_companies_00151__forbes,k02_interp_companies_00151__dbpedia,0.9987252354621887,ditto_plm
k02_interp_companies_00054__forbes,k02_interp_companies_00054__dbpedia,0.9987245202064514,ditto_plm
k02_interp_companies_00183__forbes,k02_interp_companies_00183__dbpedia,0.9987244009971619,ditto_plm
k02_interp_companies_00170__forbes,k02_interp_companies_00170__dbpedia,0.9987232089042664,ditto_plm
k02_interp_companies_00186__forbes,k02_interp_companies_00186__dbpedia,0.9987226128578186,ditto_plm
k02_interp_companies_00033__forbes,k02_interp_companies_00033__dbpedia,0.9987210631370544,ditto_plm
k02_interp_companies_00222__forbes,k02_interp_companies_00222__dbpedia,0.9987207055091858,ditto_plm
k02_interp_companies_00159__forbes,k02_interp_companies_00159__dbpedia,0.9987188577651978,ditto_plm
k02_interp_companies_00145__forbes,k02_interp_companies_00145__dbpedia,0.9987183809280396,ditto_plm
k02_interp_companies_00102__forbes,k02_interp_companies_00102__dbpedia,0.9987180233001709,ditto_plm
k02_interp_companies_00020__forbes,k02_interp_companies_00020__dbpedia,0.9987170696258545,ditto_plm
k02_interp_companies_00203__forbes,k02_interp_companies_00203__dbpedia,0.9987169504165649,ditto_plm
k02_interp_companies_00072__forbes,k02_interp_companies_00072__dbpedia,0.9987163543701172,ditto_plm
k02_interp_companies_00230__forbes,k02_interp_companies_00230__dbpedia,0.9987157583236694,ditto_plm
k02_interp_companies_00080__forbes,k02_interp_companies_00080__dbpedia,0.9987094402313232,ditto_plm
k02_interp_companies_00122__forbes,k02_interp_companies_00122__dbpedia,0.9987051486968994,ditto_plm
k02_interp_companies_00024__forbes,k02_interp_companies_00024__dbpedia,0.9987014532089233,ditto_plm
k02_interp_companies_00066__forbes,k02_interp_companies_00066__dbpedia,0.9986995458602905,ditto_plm
k02_interp_companies_00267__forbes,k02_interp_companies_00267__dbpedia,0.9986985921859741,ditto_plm
k02_interp_companies_00135__forbes,k02_interp_companies_00135__dbpedia,0.9986957907676697,ditto_plm
k02_interp_companies_00219__forbes,k02_interp_companies_00219__dbpedia,0.998687207698822,ditto_plm
k02_interp_companies_00040__forbes,k02_interp_companies_00040__dbpedia,0.9986841082572937,ditto_plm
k02_interp_companies_00070__forbes,k02_interp_companies_00070__dbpedia,0.9986799359321594,ditto_plm
k02_interp_companies_00136__forbes,k02_interp_companies_00136__dbpedia,0.9986783862113953,ditto_plm
k02_interp_companies_00155__forbes,k02_interp_companies_00155__dbpedia,0.9986769556999207,ditto_plm
k02_interp_companies_00107__forbes,k02_interp_companies_00107__dbpedia,0.9986768364906311,ditto_plm
k02_interp_companies_00131__forbes,k02_interp_companies_00131__dbpedia,0.9986743927001953,ditto_plm
k02_interp_companies_00002__forbes,k02_interp_companies_00002__dbpedia,0.9986698627471924,ditto_plm
k02_interp_companies_00243__forbes,k02_interp_companies_00243__dbpedia,0.9986667633056641,ditto_plm
k02_interp_companies_00006__forbes,k02_interp_companies_00006__dbpedia,0.9986646175384521,ditto_plm
k02_interp_companies_00246__forbes,k02_interp_companies_00246__dbpedia,0.998664379119873,ditto_plm
k02_interp_companies_00118__forbes,k02_interp_companies_00118__dbpedia,0.9986610412597656,ditto_plm
k02_interp_companies_00194__forbes,k02_interp_companies_00194__dbpedia,0.9986605644226074,ditto_plm
k02_interp_companies_00289__forbes,k02_interp_companies_00289__dbpedia,0.9986568689346313,ditto_plm
k02_interp_companies_00134__forbes,k02_interp_companies_00134__dbpedia,0.9986567497253418,ditto_plm
k02_interp_companies_00189__forbes,k02_interp_companies_00189__dbpedia,0.9986549615859985,ditto_plm
k02_interp_companies_00218__forbes,k02_interp_companies_00218__dbpedia,0.9986546039581299,ditto_plm
k02_interp_companies_00064__forbes,k02_interp_companies_00064__dbpedia,0.9986501336097717,ditto_plm
k02_interp_companies_00120__forbes,k02_interp_companies_00120__dbpedia,0.9986407160758972,ditto_plm
k02_interp_companies_00003__forbes,k02_interp_companies_00003__dbpedia,0.9986342787742615,ditto_plm
k02_interp_companies_00181__forbes,k02_interp_companies_00181__dbpedia,0.9986335635185242,ditto_plm
