metric_name,value
coverage.entity.RF.n_rows_output,12019
coverage.entity.RF.n_rows_largest_input,10085
coverage.entity.RF.row_gain_vs_largest_input,0.19176995537927616
coverage.entity.SR.n_reference,1737
coverage.entity.SR.row_count_abs_diff,10282
coverage.entity.SR.row_count_rel_diff,5.919401266551525
coverage.entity.SR.n_recovered,638
coverage.entity.SR.n_partial,1099
coverage.entity.SR.n_lost,0
coverage.entity.SR.n_fabricated,10282
coverage.entity.SR.recovery_rate,0.3672999424294761
coverage.entity.GR.n_reference,100
coverage.entity.GR.row_count_abs_diff,11919
coverage.entity.GR.row_count_rel_diff,119.19
coverage.entity.GR.n_recovered,91
coverage.entity.GR.n_partial,9
coverage.entity.GR.n_lost,0
coverage.entity.GR.n_fabricated,11919
coverage.entity.GR.recovery_rate,0.91
coverage.fact.RF.density_output,0.7858058074715035
coverage.fact.RF.density_largest_input,0.9225185919682698
coverage.fact.RF.density_gain,-0.13671278449676627
coverage.fact.SR.per_column_drift_normalized.city,0.38835618582063147
coverage.fact.SR.per_column_drift_normalized.country,0.13573097284914176
coverage.fact.SR.per_column_drift_normalized.industry,0.4079192172558383
coverage.fact.SR.per_column_drift_normalized.name,0.46786740455805365
coverage.fact.SR.overall_drift,0.3499684451209163
coverage.fact.SR.density_delta_per_attribute.name.reference_density,1.0
coverage.fact.SR.density_delta_per_attribute.name.pipe_density,1.0
coverage.fact.SR.density_delta_per_attribute.name.delta,0.0
coverage.fact.SR.density_delta_per_attribute.founded.reference_density,0.9205526770293609
coverage.fact.SR.density_delta_per_attribute.founded.pipe_density,0.9050669772859639
coverage.fact.SR.density_delta_per_attribute.founded.delta,-0.015485699743397086
coverage.fact.SR.density_delta_per_attribute.country.reference_density,0.9976971790443293
coverage.fact.SR.density_delta_per_attribute.country.pipe_density,0.9930110658124636
coverage.fact.SR.density_delta_per_attribute.country.delta,-0.004686113231865741
coverage.fact.SR.density_delta_per_attribute.city.reference_density,0.92573402417962
coverage.fact.SR.density_delta_per_attribute.city.pipe_density,0.8681254680089858
coverage.fact.SR.density_delta_per_attribute.city.delta,-0.057608556170634206
coverage.fact.SR.density_delta_per_attribute.industry.reference_density,0.9913644214162349
coverage.fact.SR.density_delta_per_attribute.industry.pipe_density,0.16282552625010405
coverage.fact.SR.density_delta_per_attribute.industry.delta,-0.8285388951661309
coverage.fact.SR.density_delta_per_attribute.assets.reference_density,1.0
coverage.fact.SR.density_delta_per_attribute.assets.pipe_density,0.20742158249438392
coverage.fact.SR.density_delta_per_attribute.assets.delta,-0.7925784175056161
coverage.fact.SR.density_delta_per_attribute.revenue.reference_density,1.0
coverage.fact.SR.density_delta_per_attribute.revenue.pipe_density,0.31208919211248853
coverage.fact.SR.density_delta_per_attribute.revenue.delta,-0.6879108078875115
coverage.fact.GR.per_column_drift_normalized.city,0.7317185452084676
coverage.fact.GR.per_column_drift_normalized.country,0.299648158304968
coverage.fact.GR.per_column_drift_normalized.name,0.8046274804154039
coverage.fact.GR.overall_drift,0.6119980613096131
coverage.fact.GR.density_delta_per_attribute.name.reference_density,0.91
coverage.fact.GR.density_delta_per_attribute.name.pipe_density,1.0
coverage.fact.GR.density_delta_per_attribute.name.delta,0.08999999999999997
coverage.fact.GR.density_delta_per_attribute.founded.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.founded.pipe_density,0.9050669772859639
coverage.fact.GR.density_delta_per_attribute.founded.delta,-0.09493302271403614
coverage.fact.GR.density_delta_per_attribute.country.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.country.pipe_density,0.9930110658124636
coverage.fact.GR.density_delta_per_attribute.country.delta,-0.006988934187536433
coverage.fact.GR.density_delta_per_attribute.city.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.city.pipe_density,0.8681254680089858
coverage.fact.GR.density_delta_per_attribute.city.delta,-0.13187453199101418
coverage.fact.GR.density_delta_per_attribute.assets.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.assets.pipe_density,0.20742158249438392
coverage.fact.GR.density_delta_per_attribute.assets.delta,-0.7925784175056161
coverage.fact.GR.density_delta_per_attribute.revenue.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.revenue.pipe_density,0.31208919211248853
coverage.fact.GR.density_delta_per_attribute.revenue.delta,-0.6879108078875115
coverage.fact.GR.density_delta_per_attribute.keypeople.reference_density,0.0
coverage.fact.GR.density_delta_per_attribute.keypeople.pipe_density,0.09235377319244531
coverage.fact.GR.density_delta_per_attribute.keypeople.delta,0.09235377319244531
coverage.source_based.SR.same_source_collision_rate.reference,0.0
coverage.source_based.SR.same_source_collision_rate.pipe,0.0
coverage.source_based.SR.same_source_collision_rate.delta,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.dbpedia.reference,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.dbpedia.pipe,0.0
