silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
fullcontact_1,fullcontact_1,3,3,3,1.0
fullcontact_100,fullcontact_100,2,2,2,1.0
fullcontact_1005,fullcontact_1005,1,3,1,0.3333333333333333
fullcontact_1006,http://dbpedia.org/resource/DDR_Corp.,1,3,1,0.3333333333333333
fullcontact_1007,fullcontact_1007,3,3,3,1.0
fullcontact_1009,fullcontact_1043,1,2,2,0.3333333333333333
fullcontact_101,fullcontact_101,2,2,2,1.0
fullcontact_102,fullcontact_102,3,3,3,1.0
fullcontact_1022,fullcontact_1022,1,3,1,0.3333333333333333
fullcontact_1028,fullcontact_1028,1,3,1,0.3333333333333333
fullcontact_1029,http://dbpedia.org/resource/I_Capital,2,3,2,0.6666666666666666
fullcontact_103,fullcontact_103,2,3,2,0.6666666666666666
fullcontact_1030,fullcontact_1030,2,3,2,0.6666666666666666
fullcontact_1033,fullcontact_1033,1,3,1,0.3333333333333333
fullcontact_104,fullcontact_104,2,2,2,1.0
fullcontact_1043,http://dbpedia.org/resource/Pinnacle_Entertainment,1,3,1,0.3333333333333333
fullcontact_1044,fullcontact_1044,1,3,1,0.3333333333333333
fullcontact_1046,fullcontact_1046,1,3,1,0.3333333333333333
fullcontact_105,fullcontact_105,2,2,2,1.0
fullcontact_1055,fullcontact_1055,1,3,1,0.3333333333333333
fullcontact_1059,fullcontact_1059,1,3,1,0.3333333333333333
fullcontact_106,fullcontact_106,3,3,3,1.0
fullcontact_1061,fullcontact_1061,1,3,1,0.3333333333333333
fullcontact_107,fullcontact_107,2,2,2,1.0
fullcontact_1073,http://dbpedia.org/resource/Maritime_Electric,1,3,1,0.3333333333333333
fullcontact_1075,fullcontact_1075,1,3,1,0.3333333333333333
fullcontact_1077,fullcontact_1077,1,3,1,0.3333333333333333
fullcontact_1078,fullcontact_1078,3,3,3,1.0
fullcontact_1079,http://dbpedia.org/resource/Combined_Insurance,1,3,1,0.3333333333333333
fullcontact_108,fullcontact_108,2,3,2,0.6666666666666666
fullcontact_1084,fullcontact_1084,1,3,1,0.3333333333333333
fullcontact_1086,fullcontact_1086,1,3,1,0.3333333333333333
fullcontact_1089,fullcontact_1089,2,3,2,0.6666666666666666
fullcontact_109,fullcontact_109,2,2,2,1.0
fullcontact_1093,fullcontact_264,2,3,3,0.5
fullcontact_110,fullcontact_110,2,3,2,0.6666666666666666
fullcontact_1101,fullcontact_1101,1,3,1,0.3333333333333333
fullcontact_1108,fullcontact_1108,1,3,1,0.3333333333333333
fullcontact_1109,http://dbpedia.org/resource/Public_Power_Corporation_of_Greece,2,3,2,0.6666666666666666
fullcontact_111,fullcontact_111,2,2,2,1.0
fullcontact_1117,fullcontact_1117,3,3,3,1.0
fullcontact_1118,http://dbpedia.org/resource/%C4%8CEZ_Group,2,3,2,0.6666666666666666
fullcontact_112,fullcontact_112,2,2,2,1.0
fullcontact_1122,fullcontact_1122,1,3,1,0.3333333333333333
fullcontact_1125,http://dbpedia.org/resource/Stockland,2,3,2,0.6666666666666666
fullcontact_1129,fullcontact_1129,1,3,1,0.3333333333333333
fullcontact_113,fullcontact_113,3,3,3,1.0
fullcontact_1139,fullcontact_1139,1,3,1,0.3333333333333333
fullcontact_114,fullcontact_114,2,2,2,1.0
fullcontact_1140,fullcontact_1630,2,3,2,0.6666666666666666
fullcontact_1148,http://dbpedia.org/resource/Tata_Elxsi,1,3,1,0.3333333333333333
fullcontact_1149,fullcontact_1149,1,3,1,0.3333333333333333
fullcontact_115,fullcontact_115,2,2,2,1.0
fullcontact_1150,http://dbpedia.org/resource/Franshion_Properties,2,3,2,0.6666666666666666
fullcontact_1156,fullcontact_1156,1,3,1,0.3333333333333333
fullcontact_1157,fullcontact_1157,1,3,1,0.3333333333333333
fullcontact_116,fullcontact_116,2,3,2,0.6666666666666666
fullcontact_1160,http://dbpedia.org/resource/China_Mobile,2,3,2,0.6666666666666666
fullcontact_1169,fullcontact_1169,1,3,1,0.3333333333333333
fullcontact_117,fullcontact_117,2,3,2,0.6666666666666666
fullcontact_1170,http://dbpedia.org/resource/Bank_Pekao,1,3,1,0.3333333333333333
fullcontact_1171,fullcontact_1171,2,2,2,1.0
fullcontact_1172,fullcontact_1172,1,3,1,0.3333333333333333
fullcontact_1175,fullcontact_1175,2,3,2,0.6666666666666666
fullcontact_118,fullcontact_118,2,2,2,1.0
fullcontact_1185,http://dbpedia.org/resource/Swiss_Life,2,3,2,0.6666666666666666
fullcontact_1186,http://dbpedia.org/resource/Jamison_International,1,3,1,0.3333333333333333
fullcontact_1187,fullcontact_869,2,3,2,0.6666666666666666
fullcontact_1188,http://dbpedia.org/resource/SBI_Cards,1,3,1,0.3333333333333333
fullcontact_119,fullcontact_119,3,3,3,1.0
fullcontact_1193,http://dbpedia.org/resource/Seagate_Technology,2,3,2,0.6666666666666666
fullcontact_1195,fullcontact_1195,3,3,3,1.0
fullcontact_1196,fullcontact_145,2,3,3,0.5
fullcontact_1198,http://dbpedia.org/resource/TAL_International_Group,1,3,1,0.3333333333333333
fullcontact_12,fullcontact_12,2,3,2,0.6666666666666666
fullcontact_120,fullcontact_120,2,2,2,1.0
fullcontact_1200,fullcontact_1200,1,3,1,0.3333333333333333
fullcontact_1202,http://dbpedia.org/resource/China_National_Building_Material_Company,2,3,2,0.6666666666666666
fullcontact_1205,http://dbpedia.org/resource/Bombard_Renewable_Energy,1,3,1,0.3333333333333333
fullcontact_1206,fullcontact_1206,1,3,1,0.3333333333333333
fullcontact_1209,fullcontact_1209,1,3,1,0.3333333333333333
fullcontact_121,fullcontact_121,2,2,3,0.6666666666666666
fullcontact_1211,fullcontact_1211,1,3,1,0.3333333333333333
fullcontact_1213,fullcontact_1213,1,3,1,0.3333333333333333
fullcontact_1214,fullcontact_1214,1,3,1,0.3333333333333333
fullcontact_1215,fullcontact_1215,3,3,3,1.0
fullcontact_1217,http://dbpedia.org/resource/BRF_S.A.,1,3,1,0.3333333333333333
fullcontact_1218,fullcontact_1218,1,3,1,0.3333333333333333
fullcontact_122,fullcontact_122,2,3,2,0.6666666666666666
fullcontact_1221,fullcontact_1221,2,3,2,0.6666666666666666
fullcontact_1223,"http://dbpedia.org/resource/Martin's_Famous_Pastry_Shoppe,_Inc.",1,3,1,0.3333333333333333
fullcontact_1226,fullcontact_1226,1,3,1,0.3333333333333333
