id1,id2,score,notes
products_1_26093259,products_3_1323165,0.9999543428,ditto_plm
products_1_5393373,products_3_37008321,0.9999535084,ditto_plm
products_1_8051112,products_3_59982416,0.9999535084,ditto_plm
products_1_5479551,products_3_71126679,0.99995327,ditto_plm
products_1_33032906,products_3_89786586,0.99995327,ditto_plm
products_1_9683052,products_3_11220932,0.9999531507,ditto_plm
products_1_74635538,products_3_32435750,0.9999531507,ditto_plm
products_1_62571018,products_3_68951918,0.9999531507,ditto_plm
products_1_81243770,products_3_64332873,0.9999531507,ditto_plm
products_1_3992423,products_3_66798457,0.9999530315,ditto_plm
products_1_13806943,products_3_13856689,0.9999530315,ditto_plm
products_1_8919966,products_3_52540206,0.9999529123,ditto_plm
products_1_16677973,products_3_64360601,0.9999527931,ditto_plm
products_1_33115869,products_3_70691121,0.9999527931,ditto_plm
products_1_78632390,products_3_73927866,0.9999527931,ditto_plm
products_1_57780651,products_3_959421,0.9999526739,ditto_plm
products_1_84127875,products_3_4486239,0.9999526739,ditto_plm
products_1_79539273,products_3_67086760,0.9999526739,ditto_plm
products_1_14715948,products_3_28393371,0.9999526739,ditto_plm
products_1_87510268,products_3_70102329,0.9999525547,ditto_plm
products_1_31946852,products_3_75256117,0.9999525547,ditto_plm
products_1_8488813,products_3_70577131,0.9999525547,ditto_plm
products_1_12120697,products_3_1707364,0.9999525547,ditto_plm
products_1_6951663,products_3_48296709,0.9999524355,ditto_plm
products_1_53763929,products_3_65598015,0.9999524355,ditto_plm
products_1_86835292,products_3_53357791,0.9999524355,ditto_plm
products_1_25128239,products_3_63318389,0.9999524355,ditto_plm
products_1_32159667,products_3_68616904,0.9999524355,ditto_plm
products_1_9830579,products_3_82210147,0.9999524355,ditto_plm
products_1_84039603,products_3_55141320,0.9999524355,ditto_plm
products_1_72803086,products_3_5786853,0.9999524355,ditto_plm
products_1_7871781,products_3_89550243,0.9999523163,ditto_plm
products_1_10006478,products_3_13012302,0.9999523163,ditto_plm
products_1_3830836,products_3_31637443,0.9999523163,ditto_plm
products_1_75436923,products_3_97997914,0.9999523163,ditto_plm
products_1_29807017,products_3_59984385,0.9999523163,ditto_plm
products_1_12416419,products_3_71290070,0.9999523163,ditto_plm
products_1_19054864,products_3_28198494,0.9999523163,ditto_plm
products_1_35800770,products_3_92849384,0.9999521971,ditto_plm
products_1_26353099,products_3_9744227,0.9999521971,ditto_plm
products_1_68945769,products_3_65175406,0.9999521971,ditto_plm
