case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
games-augmented-hard,dbpedia,id,Videogames,id,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-hard,dbpedia,nm,Videogames,name,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-hard,dbpedia,ly,Videogames,releaseYear,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-hard,dbpedia,stu,Videogames,developer,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-hard,dbpedia,sys,Videogames,platform,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-hard,dbpedia,g,Videogames,genres,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-hard,dbpedia,fran,Videogames,series,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-hard,metacritic,id,Videogames,id,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/metacritic_mapping.csv
games-augmented-hard,metacritic,game_title,Videogames,name,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/metacritic_mapping.csv
games-augmented-hard,metacritic,year_published,Videogames,releaseYear,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/metacritic_mapping.csv
games-augmented-hard,metacritic,made_by,Videogames,developer,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/metacritic_mapping.csv
games-augmented-hard,metacritic,console,Videogames,platform,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/metacritic_mapping.csv
games-augmented-hard,metacritic,gnrs,Videogames,genres,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/metacritic_mapping.csv
games-augmented-hard,metacritic,press_rating,Videogames,criticScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/metacritic_mapping.csv
games-augmented-hard,metacritic,player_rating,Videogames,userScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/metacritic_mapping.csv
games-augmented-hard,metacritic,age_rating,Videogames,ESRB,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/metacritic_mapping.csv
games-augmented-hard,sales,id,Videogames,id,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
games-augmented-hard,sales,Attribute_2,Videogames,name,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
games-augmented-hard,sales,Attribute_3,Videogames,releaseYear,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
games-augmented-hard,sales,Attribute_4,Videogames,developer,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
games-augmented-hard,sales,Attribute_5,Videogames,publisher,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
games-augmented-hard,sales,Attribute_6,Videogames,platform,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
games-augmented-hard,sales,Attribute_7,Videogames,genres,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
games-augmented-hard,sales,Attribute_8,Videogames,criticScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
games-augmented-hard,sales,Attribute_9,Videogames,userScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
games-augmented-hard,sales,Attribute_10,Videogames,ESRB,0.95,llm_based_matching,DI-Bench/runs/augmented/games/hard/schema_matching/mappings/sales_mapping.csv
