id,name,website,country,industry,assets,revenue
http://www.forbes.com/companies/icbc/,ICBC,http://www.forbes.com/companies/icbc/,China,Banks,"3,124.90",148.0
http://www.forbes.com/companies/china-construction-bank/,China Construction Bank,http://www.forbes.com/companies/china-construction-bank/,China,Banks,"2,449.50",121.0
http://www.forbes.com/companies/agricultural-bank-of-china/,Agricultural Bank of China,http://www.forbes.com/companies/agricultural-bank-of-china/,China,Banks,"2,405.40",136.0
http://www.forbes.com/companies/jpmorgan-chase/,JPMorgan Chase,http://www.forbes.com/companies/jpmorgan-chase/,United States,Banks,"2,435.30",105.0
http://www.forbes.com/companies/berkshire-hathaway/,Berkshire Hathaway,http://www.forbes.com/companies/berkshire-hathaway/,United States,Capital Markets,493,178.0
http://www.forbes.com/companies/exxon-mobil/,Exxon Mobil,http://www.forbes.com/companies/exxon-mobil/,United States,Oil Gas & Consumable Fuels,346,394.0
http://www.forbes.com/companies/general-electric/,General Electric,http://www.forbes.com/companies/general-electric/,United States,Industrial Conglomerates,656,
http://www.forbes.com/companies/wells-fargo/,Wells Fargo,http://www.forbes.com/companies/wells-fargo/,United States,Banks,"1,543",88.0
http://www.forbes.com/companies/bank-of-china/,Bank of China,http://www.forbes.com/companies/bank-of-china/,China,Banks,"2,291.80",105.0
http://www.forbes.com/companies/petrochina/,PetroChina,http://www.forbes.com/companies/petrochina/,China,Oil Gas & Consumable Fuels,386,328.0
http://www.forbes.com/companies/royal-dutch-shell/,Royal Dutch Shell,http://www.forbes.com/companies/royal-dutch-shell/,Netherlands,Oil Gas & Consumable Fuels,357,451.0
http://www.forbes.com/companies/toyota-motor/,Toyota Motor,http://www.forbes.com/companies/toyota-motor/,Japan,Automobiles,385,255.0
http://www.forbes.com/companies/bank-of-america/,Bank of America,http://www.forbes.com/companies/bank-of-america/,United States,Banks,"2,113.80",101.0
http://www.forbes.com/companies/hsbc-holdings/,HSBC Holdings,http://www.forbes.com/companies/hsbc-holdings/,United Kingdom,Banks,"2,671.30",
http://www.forbes.com/companies/apple/,Apple,http://www.forbes.com/companies/apple/,United States,Technology Hardware Storage & Peripherals,225,173.0
http://www.forbes.com/companies/citigroup/,Citigroup,http://www.forbes.com/companies/citigroup/,United States,Banks,"1,883.40",94.0
http://www.forbes.com/companies/bp/,BP,http://www.forbes.com/companies/bp/,United Kingdom,Oil Gas & Consumable Fuels,305,379.0
http://www.forbes.com/companies/chevron/,Chevron,http://www.forbes.com/companies/chevron/,United States,Oil Gas & Consumable Fuels,253,211.0
http://www.forbes.com/companies/volkswagen-group/,Volkswagen Group,http://www.forbes.com/companies/volkswagen-group/,Germany,Automobiles,446,261.0
http://www.forbes.com/companies/wal-mart-stores/,Wal-Mart Stores,http://www.forbes.com/companies/wal-mart-stores/,United States,Broadline Retail,204,476.0
http://www.forbes.com/companies/gazprom/,Gazprom,http://www.forbes.com/companies/gazprom/,Russian Federation,Oil Gas & Consumable Fuels,397,164.0
http://www.forbes.com/companies/samsung-electronics/,Samsung Electronics,http://www.forbes.com/companies/samsung-electronics/,,Semiconductors & Semiconductor Equipment,202,208.0
http://www.forbes.com/companies/att/,AT&T,http://www.forbes.com/companies/att/,United States,Diversified Telecommunication Services,277,128.0
http://www.forbes.com/companies/bnp-paribas/,BNP Paribas,http://www.forbes.com/companies/bnp-paribas/,France,Banks,"2,480.50",123.0
http://www.forbes.com/companies/total/,Total,http://www.forbes.com/companies/total/,France,Oil Gas & Consumable Fuels,239,227.0
http://www.forbes.com/companies/verizon-communications/,Verizon Communications,http://www.forbes.com/companies/verizon-communications/,United States,Diversified Telecommunication Services,274,120.0
http://www.forbes.com/companies/allianz/,Allianz,http://www.forbes.com/companies/allianz/,Germany,Insurance,963,131.0
http://www.forbes.com/companies/china-mobile/,China Mobile,http://www.forbes.com/companies/china-mobile/,China,Diversified Telecommunication Services,192,102.0
http://www.forbes.com/companies/sinopec-china-petroleum/,Sinopec-China Petroleum,http://www.forbes.com/companies/sinopec-china-petroleum/,,Oil Gas & Consumable Fuels,228,445.0
http://www.forbes.com/companies/petrobras/,Petrobras,http://www.forbes.com/companies/petrobras/,Brazil,Oil Gas & Consumable Fuels,319,141.0
http://www.forbes.com/companies/daimler/,Daimler,http://www.forbes.com/companies/daimler/,Germany,Automobiles,232,156.0
http://www.forbes.com/companies/microsoft/,Microsoft,http://www.forbes.com/companies/microsoft/,United States,Software,153,83.0
http://www.forbes.com/companies/axa-group/,AXA Group,http://www.forbes.com/companies/axa-group/,France,Insurance,"1,018.90",138.0
http://www.forbes.com/companies/rosneft/,Rosneft,http://www.forbes.com/companies/rosneft/,Russian Federation,Oil Gas & Consumable Fuels,229,142.0
http://www.forbes.com/companies/ibm/,IBM,http://www.forbes.com/companies/ibm/,United States,IT Services,126,99.0
http://www.forbes.com/companies/nestle/,Nestle,http://www.forbes.com/companies/nestle/,Switzerland,Food Products,135,99.0
http://www.forbes.com/companies/mitsubishi-ufj-financial/,Mitsubishi UFJ Financial,http://www.forbes.com/companies/mitsubishi-ufj-financial/,Japan,Banks,"2,458.90",48.0
http://www.forbes.com/companies/vodafone/,Vodafone,http://www.forbes.com/companies/vodafone/,United Kingdom,Diversified Telecommunication Services,235,65.0
http://www.forbes.com/companies/eni/,Eni,http://www.forbes.com/companies/eni/,Italy,Oil Gas & Consumable Fuels,186,152.0
http://www.forbes.com/companies/procter-gamble/,Procter & Gamble,http://www.forbes.com/companies/procter-gamble/,United States,Household Products,142,84.0
http://www.forbes.com/companies/johnson-johnson/,Johnson & Johnson,http://www.forbes.com/companies/johnson-johnson/,United States,Health Care Equipment & Supplies,132,71.0
http://www.forbes.com/companies/american-international-group/,American International Group,http://www.forbes.com/companies/american-international-group/,United States,Insurance,,68.0
http://www.forbes.com/companies/banco-santander/,"Santander Consumer Finance, Austria",http://www.forbes.com/companies/banco-santander/,Spain,Banks,"1,537.30",52.0
http://www.forbes.com/companies/bhp-billiton/,BHP Billiton,http://www.forbes.com/companies/bhp-billiton/,Australia,Metals & Mining,,67.0
http://www.forbes.com/companies/pfizer/,Pfizer,http://www.forbes.com/companies/pfizer/,United States,Pharmaceuticals,172,52.0
http://www.forbes.com/companies/itau-unibanco-holding/,Itaú Unibanco Holding,http://www.forbes.com/companies/itau-unibanco-holding/,Brazil,Banks,435,67.0
http://www.forbes.com/companies/ford-motor/,Ford Motor,http://www.forbes.com/companies/ford-motor/,United States,Automobiles,202,146.0
http://www.forbes.com/companies/bmw-group/,BMW Group,http://www.forbes.com/companies/bmw-group/,Germany,Automobiles,190,101.0
http://www.forbes.com/companies/commonwealth-bank/,Commonwealth Bank,http://www.forbes.com/companies/commonwealth-bank/,Australia,Banks,699,41.0
http://www.forbes.com/companies/edf/,Électricité de France,http://www.forbes.com/companies/edf/,France,Electric Utilities,353,100.0
http://www.forbes.com/companies/statoil/,Statoil,http://www.forbes.com/companies/statoil/,Norway,Oil Gas & Consumable Fuels,146,105.0
http://www.forbes.com/companies/google/,Google,http://www.forbes.com/companies/google/,United States,IT Services,110,59.0
http://www.forbes.com/companies/siemens/,Siemens,http://www.forbes.com/companies/siemens/,Canada,Industrial Conglomerates,140,99.0
http://www.forbes.com/companies/novartis/,Novartis,http://www.forbes.com/companies/novartis/,Switzerland,Pharmaceuticals,126,57.0
http://www.forbes.com/companies/royal-bank-of-canada/,Royal Bank of Canada,http://www.forbes.com/companies/royal-bank-of-canada/,Canada,,811,37.0
http://www.forbes.com/companies/sumitomo-mitsui-financial/,Sumitomo Mitsui Financial,http://www.forbes.com/companies/sumitomo-mitsui-financial/,Japan,Banks,"1,494.70",46.0
http://www.forbes.com/companies/comcast/,Comcast,http://www.forbes.com/companies/comcast/,United States,Media,158,64.0
http://www.forbes.com/companies/sberbank/,Sberbank,http://www.forbes.com/companies/sberbank/,Russian Federation,Banks,554,56.0
http://www.forbes.com/companies/goldman-sachs-group/,Goldman Sachs Group,http://www.forbes.com/companies/goldman-sachs-group/,United States,Capital Markets,911,39.0
http://www.forbes.com/companies/westpac-banking/,Westpac Banking Group,http://www.forbes.com/companies/westpac-banking/,Australia,Banks,651,38.0
http://www.forbes.com/companies/nippon-tel-tel/,Nippon Telegraph & Tel,http://www.forbes.com/companies/nippon-tel-tel/,Japan,Diversified Telecommunication Services,189,110.0
http://www.forbes.com/companies/ping-an-insurance/,Ping An Insurance Group,http://www.forbes.com/companies/ping-an-insurance/,China,Insurance,552,59.0
http://www.forbes.com/companies/banco-bradesco/,Banco Bradesco,http://www.forbes.com/companies/banco-bradesco/,Brazil,Banks,384,74.0
http://www.forbes.com/companies/anheuser-busch-inbev/,Anheuser-Busch InBev,http://www.forbes.com/companies/anheuser-busch-inbev/,United States,Beverages,141,43.0
http://www.forbes.com/companies/bank-of-communications/,Bank of Communications,http://www.forbes.com/companies/bank-of-communications/,China,Banks,942,46.0
http://www.forbes.com/companies/china-life-insurance/,China Life Insurance,http://www.forbes.com/companies/china-life-insurance/,China,Insurance,327,68.0
http://www.forbes.com/companies/general-motors/,General Motors,http://www.forbes.com/companies/general-motors/,United States,Automobiles,166,155.0
http://www.forbes.com/companies/telefonica/,Telefónica,http://www.forbes.com/companies/telefonica/,Spain,Diversified Telecommunication Services,163,75.0
http://www.forbes.com/companies/metlife/,MetLife,http://www.forbes.com/companies/metlife/,United States,Insurance,885,71.0
http://www.forbes.com/companies/honda-motor/,Honda Motor,http://www.forbes.com/companies/honda-motor/,Japan,Automobiles,147,117.0
http://www.forbes.com/companies/enel/,Enel,http://www.forbes.com/companies/enel/,Italy,Electric Utilities,226,106.0
http://www.forbes.com/companies/basf/,BASF,http://www.forbes.com/companies/basf/,Germany,Chemicals,88,98.0
http://www.forbes.com/companies/softbank/,Softbank,http://www.forbes.com/companies/softbank/,Japan,Diversified Telecommunication Services,156,55.0
http://www.forbes.com/companies/national-australia-bank/,National Australia Bank,http://www.forbes.com/companies/national-australia-bank/,Australia,Banks,755,36.0
http://www.forbes.com/companies/anz/,ANZ,http://www.forbes.com/companies/anz/,Australia,Banks,659,34.0
http://www.forbes.com/companies/td-bank-group/,TD Bank Group,http://www.forbes.com/companies/td-bank-group/,Canada,,815,31.0
http://www.forbes.com/companies/conocophillips/,ConocoPhillips,http://www.forbes.com/companies/conocophillips/,United States,Oil Gas & Consumable Fuels,118,55.0
http://www.forbes.com/companies/intel/,Intel,http://www.forbes.com/companies/intel/,United States,Semiconductors & Semiconductor Equipment,92,52.0
http://www.forbes.com/companies/ubs/,UBS,http://www.forbes.com/companies/ubs/,Switzerland,Capital Markets,"1,135.50",39.0
http://www.forbes.com/companies/hewlett-packard/,Hewlett-Packard,http://www.forbes.com/companies/hewlett-packard/,United States,Technology Hardware Storage & Peripherals,105,112.0
http://www.forbes.com/companies/coca-cola/,Coca-Cola,http://www.forbes.com/companies/coca-cola/,United States,Beverages,91,46.0
http://www.forbes.com/companies/cisco-systems/,Cisco Systems,http://www.forbes.com/companies/cisco-systems/,United States,Communications Equipment,98,47.0
http://www.forbes.com/companies/lukoil/,LukOil,http://www.forbes.com/companies/lukoil/,Russian Federation,Oil Gas & Consumable Fuels,109,119.0
http://www.forbes.com/companies/boeing/,Boeing,http://www.forbes.com/companies/boeing/,United States,Aerospace & Defense,92,86.0
http://www.forbes.com/companies/zurich-insurance-group/,Zurich Insurance Group,http://www.forbes.com/companies/zurich-insurance-group/,Switzerland,Insurance,397,71.0
http://www.forbes.com/companies/unitedhealth-group/,UnitedHealth Group,http://www.forbes.com/companies/unitedhealth-group/,United States,Health Care Providers & Services,81,122.0
http://www.forbes.com/companies/hyundai-motor/,Hyundai Motor,http://www.forbes.com/companies/hyundai-motor/,,Automobiles,126,79.0
http://www.forbes.com/companies/sanofi/,Sanofi,http://www.forbes.com/companies/sanofi/,France,Pharmaceuticals,132,43.0
http://www.forbes.com/companies/credit-agricole/,Credit Agricole,http://www.forbes.com/companies/credit-agricole/,France,Banks,"2,117.70",65.0
http://www.forbes.com/companies/united-technologies/,United Technologies,http://www.forbes.com/companies/united-technologies/,,Industrial Conglomerates,90,
