case,strategy,split,attribute,accuracy,correct,total,source_file
papers-augmented-hard,heuristic,provided_validation,publication_year,0.94,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,authors,0.0,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,cited_by_count,0.3373493975903614,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,last_page,0.6708860759493671,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,journal,0.5340909090909091,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,type,0.7171717171717171,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,volume,0.8505747126436781,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,first_page,0.6923076923076923,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,referenced_works_count,0.6341463414634146,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,title,0.48,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,heuristic,provided_validation,issue,0.7758620689655172,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,llm_no_val,provided_validation,publication_year,0.94,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
papers-augmented-hard,llm_no_val,provided_validation,authors,0.0,,,DI-Bench/runs/augmented/papers/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
