source_dataset,source_column,target_dataset,target_column,score
products_1,id,products,id,1.0
products_1,title,products,title,1.0
products_1,brand,products,brand,1.0
products_1,description,products,description,1.0
products_1,price,products,price,1.0
products_1,priceCurrency,products,priceCurrency,1.0
products_2,id,products,id,1.0
products_2,title,products,title,1.0
products_2,brand,products,brand,1.0
products_2,description,products,description,1.0
products_2,price,products,price,1.0
products_2,priceCurrency,products,priceCurrency,1.0
products_3,id,products,id,1.0
products_3,title,products,title,1.0
products_3,brand,products,brand,1.0
products_3,description,products,description,1.0
products_3,price,products,price,1.0
products_3,priceCurrency,products,priceCurrency,1.0
products_4,id,products,id,1.0
products_4,title,products,title,1.0
products_4,brand,products,brand,1.0
products_4,description,products,description,1.0
products_4,price,products,price,1.0
products_4,priceCurrency,products,priceCurrency,1.0
