id1,id2,score,notes
dblp-28356,open_alex-58034,0.9999104738,ditto_plm
dblp-59904,open_alex-52398,0.9999083281,ditto_plm
dblp-52811,open_alex-57337,0.9999078512,ditto_plm
dblp-30328,open_alex-04633,0.999907732,ditto_plm
dblp-11405,open_alex-60160,0.9999073744,ditto_plm
dblp-25882,open_alex-60091,0.9999070168,ditto_plm
dblp-25879,open_alex-55754,0.9999066591,ditto_plm
dblp-32983,open_alex-37233,0.9999066591,ditto_plm
dblp-06882,open_alex-60546,0.9999064207,ditto_plm
dblp-34049,open_alex-40686,0.9999061823,ditto_plm
dblp-06775,open_alex-51152,0.9999059439,ditto_plm
dblp-41977,open_alex-54249,0.9999059439,ditto_plm
dblp-06942,open_alex-17077,0.9999059439,ditto_plm
dblp-08252,open_alex-58338,0.9999057055,ditto_plm
dblp-13253,open_alex-42771,0.9999053478,ditto_plm
dblp-51824,open_alex-23188,0.9999052286,ditto_plm
dblp-03938,open_alex-58838,0.9999052286,ditto_plm
dblp-52858,open_alex-41866,0.9999051094,ditto_plm
dblp-25537,open_alex-45818,0.9999051094,ditto_plm
dblp-54879,open_alex-43294,0.9999049902,ditto_plm
dblp-47959,open_alex-42761,0.9999047518,ditto_plm
dblp-09358,open_alex-17479,0.9999047518,ditto_plm
dblp-14871,open_alex-55087,0.9999046326,ditto_plm
dblp-33828,open_alex-16196,0.9999045134,ditto_plm
dblp-30735,open_alex-57195,0.9999039173,ditto_plm
dblp-35406,open_alex-54565,0.9999039173,ditto_plm
dblp-35121,open_alex-37123,0.9999035597,ditto_plm
dblp-12077,open_alex-42565,0.9999035597,ditto_plm
dblp-35353,open_alex-29822,0.9999035597,ditto_plm
dblp-36062,open_alex-50866,0.9999035597,ditto_plm
dblp-06774,open_alex-44840,0.9999033213,ditto_plm
dblp-35622,open_alex-25252,0.9999032021,ditto_plm
dblp-36081,open_alex-53865,0.9999032021,ditto_plm
dblp-25072,open_alex-28115,0.9999030828,ditto_plm
dblp-41586,open_alex-44440,0.9999030828,ditto_plm
dblp-15082,open_alex-58850,0.9999030828,ditto_plm
dblp-54026,open_alex-41494,0.9999028444,ditto_plm
dblp-51947,open_alex-36236,0.9999027252,ditto_plm
dblp-18234,open_alex-35932,0.9999027252,ditto_plm
dblp-15062,open_alex-43812,0.9999027252,ditto_plm
dblp-36069,open_alex-60145,0.999902606,ditto_plm
dblp-39122,open_alex-49437,0.9999024868,ditto_plm
dblp-33345,open_alex-34381,0.9999024868,ditto_plm
dblp-38762,open_alex-47553,0.9999024868,ditto_plm
dblp-36064,open_alex-50171,0.9999023676,ditto_plm
dblp-33566,open_alex-26644,0.9999022484,ditto_plm
dblp-06685,open_alex-50601,0.9999022484,ditto_plm
dblp-35309,open_alex-19088,0.9999022484,ditto_plm
dblp-07715,open_alex-39140,0.9999022484,ditto_plm
dblp-41948,open_alex-18972,0.9999022484,ditto_plm
dblp-09357,open_alex-01648,0.9999021292,ditto_plm
dblp-11559,open_alex-14435,0.9999021292,ditto_plm
dblp-30555,open_alex-35763,0.99990201,ditto_plm
dblp-44176,open_alex-24435,0.99990201,ditto_plm
dblp-08595,open_alex-44446,0.9999017715,ditto_plm
dblp-33406,open_alex-59529,0.9999017715,ditto_plm
dblp-42882,open_alex-57746,0.9999016523,ditto_plm
dblp-03436,open_alex-54666,0.9999016523,ditto_plm
dblp-41478,open_alex-55175,0.9999015331,ditto_plm
dblp-59806,open_alex-42767,0.9999015331,ditto_plm
dblp-12971,open_alex-30835,0.9999015331,ditto_plm
dblp-39014,open_alex-46740,0.9999015331,ditto_plm
dblp-37329,open_alex-34603,0.9999014139,ditto_plm
dblp-23196,open_alex-44722,0.9999014139,ditto_plm
dblp-10299,open_alex-53019,0.9999014139,ditto_plm
dblp-60169,open_alex-47165,0.9999014139,ditto_plm
dblp-43728,open_alex-55511,0.9999012947,ditto_plm
dblp-52750,open_alex-17759,0.9999011755,ditto_plm
dblp-22662,open_alex-48289,0.9999011755,ditto_plm
dblp-45234,open_alex-42536,0.9999010563,ditto_plm
dblp-14356,open_alex-43722,0.9999009371,ditto_plm
dblp-07228,open_alex-14620,0.9999009371,ditto_plm
dblp-39013,open_alex-46906,0.9999008179,ditto_plm
dblp-25888,open_alex-18826,0.9999008179,ditto_plm
dblp-32857,open_alex-36344,0.9999008179,ditto_plm
dblp-37991,open_alex-54740,0.9999008179,ditto_plm
dblp-15069,open_alex-44611,0.9999008179,ditto_plm
dblp-27449,open_alex-37241,0.9999008179,ditto_plm
dblp-30295,open_alex-28058,0.9999006987,ditto_plm
dblp-30883,open_alex-54723,0.9999006987,ditto_plm
dblp-29243,open_alex-58762,0.9999006987,ditto_plm
dblp-07671,open_alex-47881,0.9999005795,ditto_plm
dblp-25087,open_alex-33953,0.9999005795,ditto_plm
dblp-50146,open_alex-40415,0.9999005795,ditto_plm
dblp-33980,open_alex-55817,0.9999004602,ditto_plm
dblp-35625,open_alex-45489,0.9999004602,ditto_plm
