case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
games-augmented-medium,dbpedia,id,Videogames,id,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-medium,dbpedia,gm_nm,Videogames,name,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-medium,dbpedia,launch_yr,Videogames,releaseYear,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-medium,dbpedia,studio,Videogames,developer,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-medium,dbpedia,system,Videogames,platform,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-medium,dbpedia,gnr,Videogames,genres,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-medium,dbpedia,franchise,Videogames,series,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/dbpedia_mapping.csv
games-augmented-medium,metacritic,id,Videogames,id,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/metacritic_mapping.csv
games-augmented-medium,metacritic,name,Videogames,name,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/metacritic_mapping.csv
games-augmented-medium,metacritic,releaseYear,Videogames,releaseYear,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/metacritic_mapping.csv
games-augmented-medium,metacritic,developer,Videogames,developer,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/metacritic_mapping.csv
games-augmented-medium,metacritic,platform,Videogames,platform,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/metacritic_mapping.csv
games-augmented-medium,metacritic,genres,Videogames,genres,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/metacritic_mapping.csv
games-augmented-medium,metacritic,criticScore,Videogames,criticScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/metacritic_mapping.csv
games-augmented-medium,metacritic,userScore,Videogames,userScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/metacritic_mapping.csv
games-augmented-medium,metacritic,ESRB,Videogames,ESRB,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/metacritic_mapping.csv
games-augmented-medium,sales,id,Videogames,id,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
games-augmented-medium,sales,prod_title,Videogames,name,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
games-augmented-medium,sales,launch_dt,Videogames,releaseYear,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
games-augmented-medium,sales,studio,Videogames,developer,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
games-augmented-medium,sales,dist,Videogames,publisher,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
games-augmented-medium,sales,hw,Videogames,platform,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
games-augmented-medium,sales,genre,Videogames,genres,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
games-augmented-medium,sales,press_score,Videogames,criticScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
games-augmented-medium,sales,comm_rating,Videogames,userScore,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
games-augmented-medium,sales,age_class,Videogames,ESRB,0.95,llm_based_matching,DI-Bench/runs/augmented/games/medium/schema_matching/mappings/sales_mapping.csv
