case,strategy,split,attribute,accuracy,correct,total,source_file
games-augmented-medium,heuristic,provided_validation,ESRB,0.9888888888888888,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic,provided_validation,releaseYear,0.8762886597938144,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic,provided_validation,platform,0.8080808080808081,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic,provided_validation,developer,0.7346938775510204,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic,provided_validation,name,0.9,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic,provided_validation,publisher,0.7647058823529411,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic,provided_validation,criticScore,0.9693877551020408,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic,provided_validation,userScore,0.8588235294117647,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_no_val,provided_validation,ESRB,0.9888888888888888,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_no_val,provided_validation,releaseYear,0.8350515463917526,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_no_val,provided_validation,platform,0.6363636363636364,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_no_val,provided_validation,developer,0.5510204081632653,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_no_val,provided_validation,name,0.9,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_no_val,provided_validation,publisher,0.7352941176470589,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_no_val,provided_validation,criticScore,0.9693877551020408,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_no_val,provided_validation,userScore,0.8588235294117647,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val,provided_validation,ESRB,0.9888888888888888,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val,provided_validation,releaseYear,0.7835051546391752,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val,provided_validation,platform,0.7373737373737373,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val,provided_validation,developer,0.7244897959183674,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val,provided_validation,name,0.88,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val,provided_validation,publisher,0.7647058823529411,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val,provided_validation,criticScore,0.979591836734694,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val,provided_validation,userScore,0.8235294117647058,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val_stats,provided_validation,ESRB,0.9888888888888888,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val_stats,provided_validation,releaseYear,0.7835051546391752,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val_stats,provided_validation,platform,0.7373737373737373,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val_stats,provided_validation,developer,0.7244897959183674,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val_stats,provided_validation,name,0.88,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val_stats,provided_validation,publisher,0.7647058823529411,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val_stats,provided_validation,criticScore,0.979591836734694,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,llm_val_stats,provided_validation,userScore,0.8235294117647058,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic_stats,provided_validation,ESRB,0.9888888888888888,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic_stats,provided_validation,releaseYear,0.7835051546391752,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic_stats,provided_validation,platform,0.7373737373737373,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic_stats,provided_validation,developer,0.7244897959183674,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic_stats,provided_validation,name,0.88,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic_stats,provided_validation,publisher,0.7647058823529411,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic_stats,provided_validation,criticScore,0.979591836734694,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic_stats,provided_validation,userScore,0.8235294117647058,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,iterative,provided_validation,ESRB,0.9888888888888888,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,iterative,provided_validation,releaseYear,0.7835051546391752,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,iterative,provided_validation,platform,0.7373737373737373,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,iterative,provided_validation,developer,0.7244897959183674,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,iterative,provided_validation,name,0.88,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,iterative,provided_validation,publisher,0.7647058823529411,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,iterative,provided_validation,criticScore,0.979591836734694,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,iterative,provided_validation,userScore,0.8235294117647058,,,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
games-augmented-medium,heuristic,official_test,ESRB,0.97,97.0,100.0,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
games-augmented-medium,heuristic,official_test,releaseYear,0.88,88.0,100.0,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
games-augmented-medium,heuristic,official_test,platform,0.89,89.0,100.0,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
games-augmented-medium,heuristic,official_test,developer,0.68,68.0,100.0,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
games-augmented-medium,heuristic,official_test,name,0.86,86.0,100.0,DI-Bench/runs/augmented/games/medium/fusion/optimization_provided_val/case_heuristic/evaluation/eval_test.json
