silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
discogs_100,discogs_100,2,2,2,1.0
discogs_100122,discogs_44,3,12,3,0.25
discogs_100165,discogs_12544,2,5,2,0.4
discogs_100310,discogs_12299,2,4,2,0.5
discogs_10032,discogs_10032,3,4,3,0.75
discogs_10045,discogs_36815,2,6,2,0.3333333333333333
discogs_100640,discogs_51346,3,14,3,0.21428571428571427
discogs_100710,discogs_100710,3,5,3,0.6
discogs_10086,discogs_10086,2,2,2,1.0
discogs_10094,discogs_74784,2,4,2,0.5
discogs_100948,discogs_24602,2,12,2,0.16666666666666666
discogs_101,discogs_101,3,3,3,1.0
discogs_101094,discogs_25521,3,52,3,0.057692307692307696
discogs_101139,discogs_101139,1,3,1,0.3333333333333333
discogs_101146,discogs_45502,3,22,3,0.13636363636363635
discogs_10116,discogs_10116,3,3,3,1.0
discogs_10128,discogs_10128,2,2,2,1.0
discogs_101315,discogs_79291,3,13,3,0.23076923076923078
discogs_101323,discogs_34968,2,3,2,0.6666666666666666
discogs_101340,discogs_101340,1,4,1,0.25
discogs_101416,discogs_42487,3,10,3,0.3
discogs_10144,discogs_10144,2,2,2,1.0
discogs_101500,discogs_101500,3,3,3,1.0
discogs_101523,discogs_115453,3,44,3,0.06818181818181818
discogs_10155,discogs_10155,3,16,3,0.1875
discogs_101710,discogs_101710,2,2,2,1.0
discogs_1018,discogs_1018,2,6,2,0.3333333333333333
discogs_101806,discogs_101806,2,6,2,0.3333333333333333
discogs_101845,discogs_101845,3,3,3,1.0
discogs_101935,discogs_101935,3,3,3,1.0
discogs_101939,discogs_101939,3,11,3,0.2727272727272727
discogs_101993,discogs_6,2,5,2,0.4
discogs_102116,discogs_102116,2,2,2,1.0
discogs_102132,discogs_102132,2,2,2,1.0
discogs_10214,discogs_10214,1,4,1,0.25
discogs_10230,discogs_10230,3,3,3,1.0
discogs_1024,discogs_1024,3,3,3,1.0
discogs_10244,discogs_19411,3,17,3,0.17647058823529413
discogs_102570,discogs_51610,2,4,2,0.5
discogs_102621,discogs_102621,2,2,2,1.0
discogs_102703,discogs_11969,3,61,3,0.04918032786885246
discogs_102711,discogs_40185,3,43,3,0.06976744186046512
discogs_10272,discogs_10272,2,9,2,0.2222222222222222
discogs_102844,discogs_102844,3,3,3,1.0
discogs_102885,discogs_102885,2,2,2,1.0
discogs_102896,discogs_102896,3,5,3,0.6
discogs_10293,discogs_10293,2,3,2,0.6666666666666666
discogs_103010,discogs_103010,2,3,2,0.6666666666666666
discogs_10302,discogs_10302,3,118,3,0.025423728813559324
discogs_10303,discogs_10303,3,3,3,1.0
discogs_103190,discogs_1150,3,65,3,0.046153846153846156
discogs_10320,discogs_10320,3,5,3,0.6
discogs_103256,discogs_103256,3,3,3,1.0
discogs_10329,discogs_10329,2,2,2,1.0
discogs_103459,discogs_103459,2,2,2,1.0
discogs_103481,discogs_103481,2,2,2,1.0
discogs_103586,discogs_103586,1,3,1,0.3333333333333333
discogs_103623,discogs_103623,2,2,2,1.0
discogs_10363,discogs_10363,2,2,2,1.0
discogs_10374,discogs_10374,3,3,3,1.0
discogs_103756,discogs_103756,2,4,2,0.5
discogs_103759,discogs_103759,2,3,2,0.6666666666666666
discogs_103775,discogs_103775,2,2,2,1.0
discogs_10378,discogs_10378,3,11,3,0.2727272727272727
discogs_103809,discogs_103809,2,2,2,1.0
discogs_103822,discogs_118774,3,18,3,0.16666666666666666
discogs_103951,discogs_103951,3,3,3,1.0
discogs_103983,discogs_103983,2,2,2,1.0
discogs_10399,discogs_10399,3,3,3,1.0
discogs_104,discogs_118650,3,50,3,0.06
discogs_104213,discogs_104213,2,2,2,1.0
discogs_104224,discogs_21565,3,12,3,0.25
discogs_104248,discogs_25988,3,13,3,0.23076923076923078
discogs_10429,discogs_10429,3,3,3,1.0
discogs_104349,discogs_104349,3,3,3,1.0
discogs_104360,discogs_104360,3,6,3,0.5
discogs_104463,discogs_104463,2,2,2,1.0
discogs_104481,discogs_104481,2,2,2,1.0
discogs_104500,discogs_104500,3,8,3,0.375
discogs_10473,discogs_97789,3,8,3,0.375
discogs_10480,discogs_10480,3,3,3,1.0
discogs_104874,discogs_23881,3,75,3,0.04
discogs_10495,discogs_10495,3,4,3,0.75
discogs_104954,discogs_13451,2,5,2,0.4
discogs_105015,discogs_105015,2,2,2,1.0
discogs_10504,discogs_10504,2,2,2,1.0
discogs_10509,lastFM_82759,2,6,2,0.3333333333333333
discogs_105195,discogs_105195,3,6,3,0.5
discogs_10526,discogs_10526,2,2,2,1.0
discogs_105399,discogs_105399,2,3,2,0.6666666666666666
discogs_1054,discogs_1054,2,2,2,1.0
discogs_105404,discogs_105404,2,2,2,1.0
discogs_10546,discogs_10546,2,3,2,0.6666666666666666
discogs_105473,discogs_105473,3,7,3,0.42857142857142855
discogs_105476,discogs_105476,3,16,3,0.1875
discogs_105490,discogs_105490,2,3,2,0.6666666666666666
discogs_105792,discogs_52083,2,3,2,0.6666666666666666
discogs_10580,discogs_10580,2,3,2,0.6666666666666666
discogs_10583,discogs_10583,3,32,3,0.09375
discogs_10599,discogs_10599,3,3,3,1.0
discogs_106,discogs_106,2,2,2,1.0
discogs_1060,lastFM_62237,2,4,2,0.5
discogs_106146,discogs_106146,2,3,2,0.6666666666666666
discogs_106147,discogs_106147,3,3,3,1.0
discogs_10631,discogs_10631,2,2,2,1.0
discogs_106317,discogs_106317,2,2,2,1.0
discogs_106454,discogs_106454,2,3,2,0.6666666666666666
discogs_106477,lastFM_48068,2,3,2,0.6666666666666666
discogs_106482,discogs_106482,2,3,2,0.6666666666666666
discogs_106507,discogs_106507,2,2,2,1.0
discogs_106593,discogs_106593,3,3,3,1.0
discogs_10662,discogs_24065,3,4,3,0.75
discogs_106628,discogs_106826,2,3,2,0.6666666666666666
discogs_10670,discogs_4608,3,32,3,0.09375
discogs_10674,discogs_10674,2,2,2,1.0
discogs_1070,discogs_1070,2,3,2,0.6666666666666666
discogs_107021,discogs_107021,3,5,3,0.6
discogs_107082,discogs_37434,3,5,3,0.6
discogs_107109,discogs_13075,3,57,3,0.05263157894736842
discogs_10717,discogs_10717,2,2,2,1.0
discogs_10728,discogs_10728,3,3,3,1.0
discogs_107322,discogs_107322,3,17,3,0.17647058823529413
discogs_107434,discogs_35293,3,24,3,0.125
discogs_107440,discogs_107440,2,2,2,1.0
discogs_10747,discogs_131531,2,5,2,0.4
discogs_10748,discogs_10748,3,3,3,1.0
discogs_107501,lastFM_48496,2,3,2,0.6666666666666666
discogs_107536,discogs_107536,2,2,2,1.0
discogs_107548,discogs_20329,2,10,2,0.2
discogs_107792,discogs_107792,2,3,2,0.6666666666666666
discogs_107839,discogs_107839,2,3,2,0.6666666666666666
discogs_108,discogs_108,3,3,3,1.0
discogs_108012,discogs_8082,2,3,2,0.6666666666666666
discogs_10804,discogs_10804,3,16,3,0.1875
discogs_108086,discogs_341,3,30,3,0.1
discogs_10814,discogs_10814,2,3,2,0.6666666666666666
discogs_108263,discogs_108263,2,2,2,1.0
discogs_108266,discogs_108266,2,3,2,0.6666666666666666
discogs_108439,lastFM_48868,2,3,2,0.6666666666666666
discogs_108456,discogs_108456,2,2,2,1.0
discogs_10850,discogs_10850,2,4,2,0.5
discogs_108529,lastFM_48900,2,3,2,0.6666666666666666
discogs_108535,discogs_108535,2,2,2,1.0
discogs_108576,discogs_18755,3,10,3,0.3
discogs_108586,discogs_108586,3,3,3,1.0
discogs_108623,discogs_108623,2,3,2,0.6666666666666666
discogs_10874,discogs_10874,3,3,3,1.0
discogs_1088,discogs_1088,2,5,2,0.4
discogs_108821,discogs_69895,2,3,2,0.6666666666666666
discogs_109,discogs_109,2,2,2,1.0
discogs_109047,discogs_109047,2,2,2,1.0
discogs_109113,discogs_109113,3,3,3,1.0
discogs_109190,discogs_109190,3,3,3,1.0
discogs_109421,discogs_109421,2,4,2,0.5
discogs_109503,discogs_109503,1,2,1,0.5
discogs_109508,discogs_109508,1,3,1,0.3333333333333333
discogs_109556,discogs_99242,3,6,3,0.5
discogs_1096,discogs_44616,2,3,2,0.6666666666666666
discogs_10965,discogs_10965,3,3,3,1.0
discogs_10972,discogs_10972,1,2,1,0.5
discogs_10975,discogs_10975,3,3,3,1.0
discogs_109804,discogs_63740,2,10,2,0.2
discogs_10981,discogs_10981,2,4,2,0.5
