silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
mbrainz_2807,lastFM_5959,2,3,2,0.6666666666666666
mbrainz_3388,discogs_14628,2,2,2,1.0
mbrainz_5463,discogs_23650,2,2,2,1.0
mbrainz_6891,discogs_30446,3,3,3,1.0
mbrainz_159,discogs_375,2,2,2,1.0
mbrainz_10613,discogs_48169,2,2,2,1.0
mbrainz_6947,discogs_55629,2,2,2,1.0
mbrainz_12766,discogs_58657,3,3,3,1.0
mbrainz_9448,discogs_67427,2,2,2,1.0
mbrainz_15029,discogs_70907,3,3,3,1.0
mbrainz_15127,lastFM_33278,2,3,2,0.6666666666666666
mbrainz_15458,discogs_71795,2,2,2,1.0
mbrainz_1834,discogs_8457,2,2,2,1.0
mbrainz_2222,discogs_9336,1,2,1,0.5
mbrainz_9858,discogs_96815,3,3,3,1.0
mbrainz_18462,discogs_98622,3,3,3,1.0
mbrainz_5095,lastFM_10595,2,2,2,1.0
mbrainz_8963,lastFM_19085,2,2,2,1.0
mbrainz_13699,lastFM_29687,2,2,2,1.0
mbrainz_20856,lastFM_52562,2,2,2,1.0
mbrainz_29595,lastFM_73829,2,2,2,1.0
mbrainz_3787,lastFM_7870,2,2,2,1.0
mbrainz_25432,discogs_146795,1,1,1,1.0
