id1,id2,score,is_correct,classification
mbrainz_1,lastFM_1,0.6666666666666666,,
mbrainz_2,lastFM_2,0.9659400544959128,,
mbrainz_2,lastFM_55435,0.3333333333333333,,
mbrainz_455,lastFM_55435,0.375,,
mbrainz_2530,lastFM_5395,0.7083333333333333,,
mbrainz_16086,lastFM_36570,0.975,True,TP
mbrainz_19993,lastFM_55435,0.5,,
mbrainz_21861,lastFM_2,0.3333333333333333,,
mbrainz_21861,lastFM_55435,1.0,,
mbrainz_4,lastFM_38969,0.4908088235294118,,
mbrainz_4,lastFM_80967,0.4908088235294118,,
mbrainz_42,lastFM_10951,0.375,,
mbrainz_42,lastFM_15751,0.3125,,
mbrainz_42,lastFM_17891,0.3125,,
mbrainz_42,lastFM_77028,0.3125,,
mbrainz_71,lastFM_93,0.75,,
mbrainz_1129,lastFM_6837,0.423811458756603,,
mbrainz_1129,lastFM_10951,0.375,,
mbrainz_1129,lastFM_15751,0.5125400695290984,,
mbrainz_1129,lastFM_64702,0.33668818837827574,,
mbrainz_1766,lastFM_10951,0.375,,
mbrainz_1766,lastFM_12196,0.30999012508229096,,
mbrainz_2701,lastFM_24575,0.3125,,
mbrainz_4176,lastFM_8657,0.5833333333333333,,
mbrainz_4977,lastFM_6837,0.4549455155071249,,
mbrainz_4977,lastFM_10319,0.5833333333333333,,
mbrainz_4977,lastFM_10951,0.375,,
mbrainz_4977,lastFM_13773,0.3333333333333333,,
mbrainz_4977,lastFM_15751,0.41972608340147183,,
mbrainz_4977,lastFM_18905,0.3333333333333333,,
mbrainz_5250,lastFM_10951,0.75,,
mbrainz_5250,lastFM_15751,0.375,,
mbrainz_5250,lastFM_17891,0.375,,
mbrainz_5250,lastFM_77028,0.375,,
mbrainz_6520,lastFM_10951,0.40890688259109315,,
mbrainz_6520,lastFM_13773,0.9065860215053763,,
mbrainz_7067,lastFM_10951,0.4895397489539749,,
mbrainz_7369,lastFM_10951,0.375,,
mbrainz_7369,lastFM_15751,0.5333333333333333,True,TP
mbrainz_7369,lastFM_38885,0.324577861163227,,
mbrainz_8365,lastFM_10951,0.375,,
mbrainz_8365,lastFM_15751,0.34921132649182823,,
mbrainz_8365,lastFM_17891,0.5583333333333333,,
mbrainz_8365,lastFM_64702,0.498101025446259,,
mbrainz_8408,lastFM_64702,0.33851047904191617,,
mbrainz_8886,lastFM_13962,0.3102678571428572,,
mbrainz_8886,lastFM_18905,0.5,,
mbrainz_8886,lastFM_35630,0.3875432525951557,,
mbrainz_9706,lastFM_20677,0.9567706842255941,,
mbrainz_11467,lastFM_24575,0.9979061976549414,,
mbrainz_11467,lastFM_38885,0.3125,,
mbrainz_12478,lastFM_26873,0.5833333333333333,,
mbrainz_12478,lastFM_64432,0.3299875089221984,,
mbrainz_13645,lastFM_6837,0.3312395309882747,,
mbrainz_13645,lastFM_29580,0.6354166666666666,,
mbrainz_15891,lastFM_35630,0.5,,
mbrainz_23213,lastFM_58877,0.7083333333333333,,
mbrainz_25557,lastFM_64432,0.41287878787878785,,
mbrainz_28342,lastFM_70864,0.5833333333333333,True,TP
mbrainz_33831,lastFM_83591,0.5016025641025641,,
mbrainz_7,lastFM_8,0.7829847663310096,,
mbrainz_7,lastFM_61501,0.3331111957349581,,
mbrainz_427,lastFM_883,0.6636129207383279,,
mbrainz_427,lastFM_28166,0.3312975027144408,,
mbrainz_887,lastFM_60224,0.31943742630958394,,
mbrainz_1568,lastFM_3678,0.8033923020222414,,
mbrainz_1586,lastFM_3724,0.75,,
mbrainz_2071,lastFM_4539,0.75,True,TP
mbrainz_2392,lastFM_5131,1.0,,
mbrainz_2392,lastFM_21006,0.32502082465639315,,
mbrainz_2660,lastFM_60224,0.32486382768011884,,
mbrainz_3537,lastFM_7392,0.9515048052604957,,
mbrainz_3855,lastFM_8022,0.9375,,
mbrainz_3982,lastFM_61541,0.30278611797951255,,
mbrainz_3982,lastFM_66761,0.33967679265277284,,
