id1,id2,score,notes
dbpedia_123,sales_914,1.0,magellan
dbpedia_3196,sales_3578,1.0,magellan
dbpedia_44072,sales_72,1.0,magellan
dbpedia_44029,sales_3849,1.0,magellan
dbpedia_43665,sales_626,1.0,magellan
dbpedia_44404,sales_4432,1.0,magellan
dbpedia_44200,sales_6885,1.0,magellan
dbpedia_43202,sales_1563,1.0,magellan
dbpedia_10946,sales_5326,1.0,magellan
dbpedia_10888,sales_3834,1.0,magellan
k02_interp_games_00007__dbpedia,k02_interp_games_00007__sales,1.0,magellan
k02_interp_games_00003__dbpedia,k02_interp_games_00003__sales,1.0,magellan
dbpedia_64991,sales_1737,1.0,magellan
k02_interp_games_00044__dbpedia,k02_interp_games_00044__sales,1.0,magellan
k02_interp_games_00037__dbpedia,k02_interp_games_00037__sales,1.0,magellan
dbpedia_43130,sales_5520,1.0,magellan
dbpedia_43093,sales_7374,1.0,magellan
dbpedia_3060,sales_2928,1.0,magellan
dbpedia_44606,sales_4736,1.0,magellan
dbpedia_42934,sales_5549,1.0,magellan
dbpedia_42868,sales_2388,1.0,magellan
dbpedia_3418,sales_7405,1.0,magellan
dbpedia_42697,sales_3823,1.0,magellan
dbpedia_11308,sales_7567,1.0,magellan
dbpedia_11266,sales_5843,1.0,magellan
dbpedia_11236,sales_644,1.0,magellan
dbpedia_11164,sales_5269,1.0,magellan
dbpedia_64875,sales_6874,1.0,magellan
dbpedia_64763,sales_3258,1.0,magellan
dbpedia_64646,sales_3736,1.0,magellan
dbpedia_64499,sales_964,1.0,magellan
dbpedia_10113,sales_681,1.0,magellan
dbpedia_42208,sales_1633,1.0,magellan
dbpedia_42097,sales_1013,1.0,magellan
dbpedia_42013,sales_3653,1.0,magellan
dbpedia_45153,sales_6011,1.0,magellan
dbpedia_45098,sales_2849,1.0,magellan
dbpedia_44854,sales_2616,1.0,magellan
dbpedia_3537,sales_7667,1.0,magellan
dbpedia_3526,sales_2517,1.0,magellan
dbpedia_11908,sales_616,1.0,magellan
dbpedia_63983,sales_6213,1.0,magellan
dbpedia_11612,sales_1245,1.0,magellan
dbpedia_9980,sales_2213,1.0,magellan
dbpedia_11589,sales_4468,1.0,magellan
dbpedia_11513,sales_6144,1.0,magellan
dbpedia_11452,sales_5442,1.0,magellan
dbpedia_41817,sales_961,1.0,magellan
dbpedia_3613,sales_3023,1.0,magellan
dbpedia_41362,sales_2102,1.0,magellan
dbpedia_3686,sales_778,1.0,magellan
dbpedia_40807,sales_1415,1.0,magellan
dbpedia_45456,sales_7695,1.0,magellan
dbpedia_45228,sales_1187,1.0,magellan
dbpedia_45225,sales_1325,1.0,magellan
dbpedia_40500,sales_1259,1.0,magellan
dbpedia_12470,sales_6270,1.0,magellan
dbpedia_12462,sales_291,1.0,magellan
dbpedia_12434,sales_6274,1.0,magellan
dbpedia_485,sales_2179,1.0,magellan
dbpedia_449,sales_5862,1.0,magellan
dbpedia_63625,sales_2248,1.0,magellan
dbpedia_63356,sales_1700,1.0,magellan
dbpedia_63169,sales_7301,1.0,magellan
dbpedia_12411,sales_5614,1.0,magellan
dbpedia_40182,sales_6286,1.0,magellan
dbpedia_39983,sales_7201,1.0,magellan
dbpedia_45941,sales_6780,1.0,magellan
dbpedia_45939,sales_1449,1.0,magellan
dbpedia_45915,sales_3384,1.0,magellan
dbpedia_2956,sales_1183,1.0,magellan
dbpedia_45797,sales_651,1.0,magellan
dbpedia_45628,sales_5649,1.0,magellan
dbpedia_45478,sales_6551,1.0,magellan
dbpedia_3974,sales_2443,1.0,magellan
dbpedia_39662,sales_3145,1.0,magellan
dbpedia_39571,sales_5963,1.0,magellan
dbpedia_13255,sales_6088,1.0,magellan
dbpedia_13064,sales_2529,1.0,magellan
dbpedia_12711,sales_6077,1.0,magellan
dbpedia_12674,sales_6155,1.0,magellan
dbpedia_62897,sales_5166,1.0,magellan
dbpedia_12617,sales_3533,1.0,magellan
dbpedia_12505,sales_5953,1.0,magellan
dbpedia_13932,sales_6084,1.0,magellan
dbpedia_9655,sales_3300,1.0,magellan
dbpedia_13833,sales_6652,1.0,magellan
dbpedia_62644,sales_1424,1.0,magellan
dbpedia_13531,sales_950,1.0,magellan
dbpedia_39106,sales_1808,1.0,magellan
dbpedia_38749,sales_5344,1.0,magellan
dbpedia_4083,sales_3296,1.0,magellan
dbpedia_4041,sales_7706,1.0,magellan
dbpedia_38345,sales_7593,1.0,magellan
dbpedia_2862,sales_2822,1.0,magellan
dbpedia_4127,sales_24,1.0,magellan
