id1,id2,score,notes
products_1_25687193,products_4_29276292,0.9999592304,ditto_plm
products_1_24093790,products_4_55261959,0.9999560118,ditto_plm
products_1_88850217,products_4_36358120,0.9999505281,ditto_plm
products_1_2827605,products_4_15281869,0.9999501705,ditto_plm
products_1_67266823,products_4_86161752,0.9999438524,ditto_plm
products_1_4891594,products_4_55499632,0.9999433756,ditto_plm
products_1_19733045,products_4_52225477,0.9999406338,ditto_plm
products_1_8919966,products_4_78647328,0.9999363422,ditto_plm
products_1_60021335,products_4_52170303,0.9999351501,ditto_plm
products_1_12704821,products_4_37880350,0.9999350309,ditto_plm
products_1_35022778,products_4_16526774,0.9999341965,ditto_plm
products_1_70715850,products_4_37596121,0.9999330044,ditto_plm
products_1_33916475,products_4_88949733,0.9999321699,ditto_plm
products_1_49885696,products_4_81746764,0.9999318123,ditto_plm
products_1_91393515,products_4_98695487,0.9999315739,ditto_plm
products_1_20960713,products_4_24345927,0.9999312162,ditto_plm
products_1_23748436,products_4_14569200,0.9999308586,ditto_plm
products_1_73565062,products_4_44259830,0.9999307394,ditto_plm
products_1_67844012,products_4_33164035,0.9999307394,ditto_plm
products_1_26986926,products_4_73644160,0.9999303818,ditto_plm
products_1_34645760,products_4_73689335,0.9999291897,ditto_plm
products_1_33115869,products_4_98441278,0.9999288321,ditto_plm
products_1_43481409,products_4_44802924,0.9999287128,ditto_plm
products_1_1877460,products_4_1414453,0.999928236,ditto_plm
products_1_24041154,products_4_41065056,0.9999262094,ditto_plm
products_1_17533274,products_4_88650305,0.9999256134,ditto_plm
products_1_6118785,products_4_70235854,0.9999246597,ditto_plm
products_1_46925007,products_4_24308656,0.9999241829,ditto_plm
products_1_39143445,products_4_6875909,0.9999237061,ditto_plm
products_1_24796473,products_4_34725164,0.9999220371,ditto_plm
products_1_67904610,products_4_72348848,0.9999203682,ditto_plm
products_1_13044456,products_4_88530378,0.9999192953,ditto_plm
products_1_63475263,products_4_15694691,0.999915123,ditto_plm
products_1_936587,products_4_75216146,0.9999150038,ditto_plm
products_1_70342601,products_4_16877254,0.9999150038,ditto_plm
products_1_23816583,products_4_17001612,0.9999129772,ditto_plm
products_1_22966349,products_4_10031090,0.9999110699,ditto_plm
products_1_41238362,products_4_3084321,0.9999104738,ditto_plm
products_1_8706571,products_4_65428261,0.9999103546,ditto_plm
products_1_57280733,products_4_25295288,0.9999095201,ditto_plm
