entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
dbpedia_4,dbpedia,franchise,Fallout (series),(series),eda_random_delete,"{""position"": 0, ""token_removed"": ""Fallout""}",1,medium
dbpedia_28,dbpedia,franchise,Monster Jam,Jam,eda_random_delete,"{""position"": 0, ""token_removed"": ""Monster""}",1,medium
dbpedia_51,dbpedia,franchise,NBA Live,Live,eda_random_delete,"{""position"": 0, ""token_removed"": ""NBA""}",1,medium
dbpedia_62,dbpedia,franchise,Armored Core,Armored,eda_random_delete,"{""position"": 1, ""token_removed"": ""Core""}",1,medium
dbpedia_70,dbpedia,franchise,Monster Jam,Jam,eda_random_delete,"{""position"": 0, ""token_removed"": ""Monster""}",1,medium
dbpedia_105,dbpedia,franchise,Street Fighter,Fighter Street,eda_random_swap,"{""positions"": [0, 1], ""tokens_before"": [""Street"", ""Fighter""], ""tokens_after"": [""Fighter"", ""Street""], ""n_swaps"": 1}",1,medium
dbpedia_110,dbpedia,franchise,Fire Pro Wrestling,Fire Pro,eda_random_delete,"{""position"": 2, ""token_removed"": ""Wrestling""}",1,medium
dbpedia_123,dbpedia,franchise,Call of Duty,Duty of Call,eda_random_swap,"{""positions"": [2, 0], ""tokens_before"": [""Duty"", ""Call""], ""tokens_after"": [""Call"", ""Duty""], ""n_swaps"": 1}",1,medium
dbpedia_182,dbpedia,franchise,Worms (series),(series),eda_random_delete,"{""position"": 0, ""token_removed"": ""Worms""}",1,medium
dbpedia_238,dbpedia,franchise,Fallout (series),Fallout,eda_random_delete,"{""position"": 1, ""token_removed"": ""(series)""}",1,medium
dbpedia_369,dbpedia,franchise,Monster Jam,Jam,eda_random_delete,"{""position"": 0, ""token_removed"": ""Monster""}",1,medium
dbpedia_394,dbpedia,franchise,Call of Duty,of Duty,eda_random_delete,"{""position"": 0, ""token_removed"": ""Call""}",1,medium
dbpedia_416,dbpedia,franchise,Monster Jam,Jam Monster,eda_random_swap,"{""positions"": [0, 1], ""tokens_before"": [""Monster"", ""Jam""], ""tokens_after"": [""Jam"", ""Monster""], ""n_swaps"": 1}",1,medium
dbpedia_428,dbpedia,franchise,Halo (series),Halo,eda_random_delete,"{""position"": 1, ""token_removed"": ""(series)""}",1,medium
dbpedia_430,dbpedia,franchise,Just Dance (video game series),Just Dance game series),eda_random_delete,"{""position"": 2, ""token_removed"": ""(video""}",1,medium
dbpedia_438,dbpedia,franchise,Monster Jam,Monster,eda_random_delete,"{""position"": 1, ""token_removed"": ""Jam""}",1,medium
