entity_id,source,attribute,original_value,reason,knob,level
dbpedia_52,dbpedia,franchise,Batman,operator_abbreviate_no_effect,1,medium
dbpedia_104,dbpedia,franchise,Mega Man X,operator_abbreviate_no_effect,1,medium
dbpedia_119,dbpedia,franchise,F1 (video game series),operator_abbreviate_no_effect,1,medium
dbpedia_162,dbpedia,franchise,Pitfall!,too_short_for_eda,1,medium
dbpedia_166,dbpedia,franchise,List of Cabela's video games,operator_abbreviate_no_effect,1,medium
dbpedia_174,dbpedia,franchise,Star Wars,operator_abbreviate_no_effect,1,medium
dbpedia_177,dbpedia,franchise,Sonic the Hedgehog (series),operator_abbreviate_no_effect,1,medium
dbpedia_204,dbpedia,franchise,List of Yoshi video games,operator_abbreviate_no_effect,1,medium
dbpedia_224,dbpedia,franchise,Oddworld,too_short_for_eda,1,medium
dbpedia_235,dbpedia,franchise,Mortal Kombat,llm_unchanged_sentinel,1,medium
dbpedia_243,dbpedia,franchise,Sonic the Hedgehog,operator_abbreviate_no_effect,1,medium
dbpedia_251,dbpedia,franchise,NBA Jam (series),operator_abbreviate_no_effect,1,medium
dbpedia_252,dbpedia,franchise,The King of Fighters,operator_abbreviate_no_effect,1,medium
dbpedia_274,dbpedia,franchise,The Bard's Tale,operator_abbreviate_no_effect,1,medium
dbpedia_285,dbpedia,franchise,Icewind Dale (series),operator_abbreviate_no_effect,1,medium
dbpedia_286,dbpedia,franchise,Bejeweled (series),operator_abbreviate_no_effect,1,medium
dbpedia_295,dbpedia,franchise,Fire Pro Wrestling,operator_abbreviate_no_effect,1,medium
dbpedia_302,dbpedia,franchise,Gradius,llm_unchanged_sentinel,1,medium
dbpedia_309,dbpedia,franchise,Monster Jam,operator_abbreviate_no_effect,1,medium
dbpedia_332,dbpedia,franchise,The Sims,operator_abbreviate_no_effect,1,medium
dbpedia_337,dbpedia,franchise,Oddworld,too_short_for_eda,1,medium
dbpedia_367,dbpedia,franchise,Science Adventure,operator_abbreviate_no_effect,1,medium
dbpedia_402,dbpedia,franchise,List of X-Men video games,operator_abbreviate_no_effect,1,medium
dbpedia_408,dbpedia,franchise,Colin McRae Rally and Dirt,operator_abbreviate_no_effect,1,medium
dbpedia_414,dbpedia,franchise,Ace Attorney,llm_contamination_or_committee_fail,1,medium
dbpedia_439,dbpedia,franchise,The Walking Dead (video game series),operator_abbreviate_no_effect,1,medium
dbpedia_450,dbpedia,franchise,Rock Band,operator_abbreviate_no_effect,1,medium
dbpedia_462,dbpedia,franchise,Tom Clancy's Rainbow Six,operator_abbreviate_no_effect,1,medium
dbpedia_467,dbpedia,franchise,Monster Jam,operator_abbreviate_no_effect,1,medium
dbpedia_490,dbpedia,franchise,Grid (series),operator_abbreviate_no_effect,1,medium
dbpedia_532,dbpedia,franchise,Wolfenstein,operator_abbreviate_no_effect,1,medium
dbpedia_549,dbpedia,franchise,Tony Hawk's (series),operator_abbreviate_no_effect,1,medium
dbpedia_554,dbpedia,franchise,Pitfall!,too_short_for_eda,1,medium
dbpedia_555,dbpedia,franchise,Pilotwings,operator_abbreviate_no_effect,1,medium
dbpedia_567,dbpedia,franchise,Police Quest,operator_abbreviate_no_effect,1,medium
dbpedia_772,dbpedia,franchise,WWE 2K,llm_unchanged_sentinel,1,medium
dbpedia_828,dbpedia,franchise,Samurai Warriors,operator_abbreviate_no_effect,1,medium
dbpedia_838,dbpedia,franchise,NASCAR Racing,operator_abbreviate_no_effect,1,medium
dbpedia_901,dbpedia,franchise,Grid (series),operator_abbreviate_no_effect,1,medium
