entity_id,source,attribute,original_value,reason,knob,level
dbpedia_3111,dbpedia,franchise,Monster,cell_collision_with_prior_knob,6,medium
dbpedia_3431,dbpedia,franchise,Valkyria,cell_collision_with_prior_knob,6,medium
dbpedia_4073,dbpedia,franchise,of RoboCop video games,cell_collision_with_prior_knob,6,medium
dbpedia_4744,dbpedia,franchise,Monster,cell_collision_with_prior_knob,6,medium
dbpedia_4901,dbpedia,franchise,The Carmen Sandiego video game series,cell_collision_with_prior_knob,6,medium
dbpedia_5465,dbpedia,franchise,Test Drive,cell_collision_with_prior_knob,6,medium
dbpedia_7299,dbpedia,franchise,Kong,cell_collision_with_prior_knob,6,medium
dbpedia_8085,dbpedia,franchise,Civilization,cell_collision_with_prior_knob,6,medium
dbpedia_10572,dbpedia,franchise,Compilation of Ghostbusters video games,cell_collision_with_prior_knob,6,medium
dbpedia_11261,dbpedia,franchise,Fast Furious,cell_collision_with_prior_knob,6,medium
dbpedia_11879,dbpedia,franchise,NBA 2K game series,cell_collision_with_prior_knob,6,medium
dbpedia_11975,dbpedia,franchise,List of video games,cell_collision_with_prior_knob,6,medium
dbpedia_11984,dbpedia,franchise,Kombat,cell_collision_with_prior_knob,6,medium
dbpedia_12741,dbpedia,franchise,Lego Potter Harry,cell_collision_with_prior_knob,6,medium
dbpedia_12818,dbpedia,franchise,Pro Fire Wrestling,cell_collision_with_prior_knob,6,medium
dbpedia_14526,dbpedia,franchise,Slug Metal,cell_collision_with_prior_knob,6,medium
dbpedia_16151,dbpedia,franchise,Call of,cell_collision_with_prior_knob,6,medium
dbpedia_17539,dbpedia,franchise,Assassin's,cell_collision_with_prior_knob,6,medium
dbpedia_17793,dbpedia,franchise,game) (card Uno,cell_collision_with_prior_knob,6,medium
dbpedia_17880,dbpedia,franchise,Pro Fire Wrestling,cell_collision_with_prior_knob,6,medium
dbpedia_18050,dbpedia,franchise,Jam Monster,cell_collision_with_prior_knob,6,medium
dbpedia_19041,dbpedia,franchise,of Might and Magic,cell_collision_with_prior_knob,6,medium
dbpedia_19702,dbpedia,franchise,Kirby franchise,cell_collision_with_prior_knob,6,medium
dbpedia_22973,dbpedia,franchise,Attorney Ace,cell_collision_with_prior_knob,6,medium
dbpedia_23320,dbpedia,franchise,Falls,cell_collision_with_prior_knob,6,medium
dbpedia_24455,dbpedia,franchise,Paper,cell_collision_with_prior_knob,6,medium
dbpedia_25072,dbpedia,franchise,Sword,cell_collision_with_prior_knob,6,medium
dbpedia_25499,dbpedia,franchise,Tales game (video series),cell_collision_with_prior_knob,6,medium
dbpedia_28948,dbpedia,franchise,Street,cell_collision_with_prior_knob,6,medium
dbpedia_29901,dbpedia,franchise,Ys franchise,cell_collision_with_prior_knob,6,medium
dbpedia_29988,dbpedia,franchise,Tron franchise,cell_collision_with_prior_knob,6,medium
dbpedia_30240,dbpedia,franchise,Puyo,cell_collision_with_prior_knob,6,medium
dbpedia_32143,dbpedia,franchise,(series) Peggle,cell_collision_with_prior_knob,6,medium
dbpedia_33422,dbpedia,franchise,Ninja,cell_collision_with_prior_knob,6,medium
dbpedia_34906,dbpedia,franchise,Faction Red,cell_collision_with_prior_knob,6,medium
dbpedia_35226,dbpedia,franchise,List of WWE games,cell_collision_with_prior_knob,6,medium
dbpedia_36316,dbpedia,franchise,Dragon,cell_collision_with_prior_knob,6,medium
dbpedia_38009,dbpedia,franchise,Mafia,cell_collision_with_prior_knob,6,medium
dbpedia_38339,dbpedia,franchise,Monster,cell_collision_with_prior_knob,6,medium
dbpedia_39170,dbpedia,franchise,Attorney Ace,cell_collision_with_prior_knob,6,medium
dbpedia_41404,dbpedia,franchise,FIFA video game franchise,cell_collision_with_prior_knob,6,medium
dbpedia_42626,dbpedia,franchise,Colin McRae Rally & Dirt,cell_collision_with_prior_knob,6,medium
dbpedia_42835,dbpedia,franchise,Total War video game franchise,cell_collision_with_prior_knob,6,medium
dbpedia_43460,dbpedia,franchise,games of Pac-Man video List,cell_collision_with_prior_knob,6,medium
dbpedia_43995,dbpedia,franchise,Time Adventure,cell_collision_with_prior_knob,6,medium
dbpedia_44276,dbpedia,franchise,Knight (hentai),cell_collision_with_prior_knob,6,medium
dbpedia_44846,dbpedia,franchise,Manager Premier,cell_collision_with_prior_knob,6,medium
dbpedia_45681,dbpedia,franchise,series) (video game Fable,cell_collision_with_prior_knob,6,medium
dbpedia_49281,dbpedia,franchise,Men,cell_collision_with_prior_knob,6,medium
dbpedia_49679,dbpedia,franchise,UNO card game,cell_collision_with_prior_knob,6,medium
dbpedia_50194,dbpedia,franchise,Creed Assassin's,cell_collision_with_prior_knob,6,medium
dbpedia_50778,dbpedia,franchise,(franchise) Minecraft,cell_collision_with_prior_knob,6,medium
dbpedia_52482,dbpedia,franchise,Wheels Hot,cell_collision_with_prior_knob,6,medium
dbpedia_53819,dbpedia,franchise,Illusion,cell_collision_with_prior_knob,6,medium
dbpedia_54581,dbpedia,franchise,(franchise),cell_collision_with_prior_knob,6,medium
dbpedia_56484,dbpedia,franchise,Fire Pro,cell_collision_with_prior_knob,6,medium
dbpedia_58166,dbpedia,franchise,Carmen Sandiego (game,cell_collision_with_prior_knob,6,medium
dbpedia_59278,dbpedia,franchise,Puyo,cell_collision_with_prior_knob,6,medium
dbpedia_60256,dbpedia,franchise,Kong,cell_collision_with_prior_knob,6,medium
dbpedia_60670,dbpedia,franchise,Grand Auto,cell_collision_with_prior_knob,6,medium
dbpedia_60836,dbpedia,franchise,Mr.,cell_collision_with_prior_knob,6,medium
dbpedia_61674,dbpedia,franchise,(series) Ys,cell_collision_with_prior_knob,6,medium
dbpedia_241,dbpedia,genre,Strategy game,closeness_floor_exhausted_retries,6,medium
dbpedia_288,dbpedia,genre,First-person shooter,closeness_floor_exhausted_retries,6,medium
dbpedia_366,dbpedia,genre,Puzzle-platform game,closeness_floor_exhausted_retries,6,medium
dbpedia_422,dbpedia,genre,Adventure game,closeness_floor_exhausted_retries,6,medium
dbpedia_449,dbpedia,genre,Tactical shooter,closeness_floor_exhausted_retries,6,medium
dbpedia_572,dbpedia,genre,Adventure game,closeness_floor_exhausted_retries,6,medium
dbpedia_595,dbpedia,genre,Action-adventure,cell_collision_with_prior_knob,6,medium
dbpedia_607,dbpedia,genre,Platformer,closeness_floor_exhausted_retries,6,medium
dbpedia_702,dbpedia,genre,Tactical shooter,closeness_floor_exhausted_retries,6,medium
dbpedia_712,dbpedia,genre,First-person shooter,closeness_floor_exhausted_retries,6,medium
dbpedia_739,dbpedia,genre,Survival horror,closeness_floor_exhausted_retries,6,medium
dbpedia_750,dbpedia,genre,Role-playing video game,closeness_floor_exhausted_retries,6,medium
dbpedia_887,dbpedia,genre,Action game,closeness_floor_exhausted_retries,6,medium
dbpedia_953,dbpedia,genre,Action game,closeness_floor_exhausted_retries,6,medium
dbpedia_1178,dbpedia,genre,game Platform,cell_collision_with_prior_knob,6,medium
dbpedia_1440,dbpedia,genre,Action role-playing game,closeness_floor_exhausted_retries,6,medium
dbpedia_1469,dbpedia,genre,Platform game,closeness_floor_exhausted_retries,6,medium
dbpedia_1525,dbpedia,genre,Action game,closeness_floor_exhausted_retries,6,medium
dbpedia_1565,dbpedia,genre,Action role-playing game,closeness_floor_exhausted_retries,6,medium
dbpedia_2106,dbpedia,genre,Hack and slash,closeness_floor_exhausted_retries,6,medium
dbpedia_2328,dbpedia,genre,Puzzle game,closeness_floor_exhausted_retries,6,medium
dbpedia_2392,dbpedia,genre,Sports game,closeness_floor_exhausted_retries,6,medium
dbpedia_2458,dbpedia,genre,Platform game,closeness_floor_exhausted_retries,6,medium
dbpedia_2468,dbpedia,genre,Fighting game,closeness_floor_exhausted_retries,6,medium
dbpedia_2621,dbpedia,genre,Sports game,closeness_floor_exhausted_retries,6,medium
dbpedia_2690,dbpedia,genre,Action Adventure Game,cell_collision_with_prior_knob,6,medium
dbpedia_2904,dbpedia,genre,game Platform,cell_collision_with_prior_knob,6,medium
