silver_cluster_id,pipe_cluster_id,name,artist,release-date,release-country,label,genre,duration,n_attributes_correct,fully_correct
discogs_100,discogs_100,True,True,True,False,True,True,True,6,False
discogs_100122,discogs_44,False,False,True,False,False,False,False,1,False
discogs_100165,discogs_12544,True,True,False,False,False,True,True,4,False
discogs_100310,discogs_12299,False,True,True,False,True,False,True,4,False
discogs_10032,discogs_10032,True,False,True,True,False,True,True,5,False
discogs_10045,discogs_36815,True,True,True,False,False,True,True,5,False
discogs_100640,discogs_51346,False,False,False,False,True,False,False,1,False
discogs_100710,discogs_100710,False,False,True,False,True,True,True,4,False
discogs_10086,discogs_10086,True,True,True,False,True,True,True,6,False
discogs_10094,discogs_74784,False,True,True,True,True,True,False,5,False
discogs_100948,discogs_24602,False,True,True,False,False,False,False,2,False
discogs_101,discogs_101,True,False,False,True,True,True,False,4,False
discogs_101094,discogs_25521,False,False,False,False,False,False,False,0,False
discogs_101139,discogs_101139,True,False,False,False,True,True,False,3,False
discogs_101146,discogs_45502,True,False,False,False,False,True,False,2,False
discogs_10116,discogs_10116,False,True,True,False,True,True,False,4,False
discogs_10128,discogs_10128,True,True,True,True,True,True,True,7,True
discogs_101315,discogs_79291,False,False,True,False,False,False,False,1,False
discogs_101323,discogs_34968,False,True,True,False,False,True,True,4,False
discogs_101340,discogs_101340,True,False,False,False,False,True,False,2,False
discogs_101416,discogs_42487,False,False,True,False,False,False,False,1,False
discogs_10144,discogs_10144,True,True,True,False,True,True,True,6,False
discogs_101500,discogs_101500,False,False,True,False,True,True,True,4,False
discogs_101523,discogs_115453,False,False,False,False,False,False,False,0,False
discogs_10155,discogs_10155,True,False,True,False,False,True,False,3,False
discogs_101710,discogs_101710,True,True,True,False,True,True,True,6,False
discogs_1018,discogs_1018,False,True,True,True,False,True,True,5,False
discogs_101806,discogs_101806,True,True,True,True,True,True,False,6,False
discogs_101845,discogs_101845,True,True,True,True,True,True,True,7,True
discogs_101935,discogs_101935,False,True,True,True,True,True,False,5,False
discogs_101939,discogs_101939,False,False,False,False,False,True,True,2,False
discogs_101993,discogs_6,True,True,True,False,True,True,False,5,False
discogs_102116,discogs_102116,True,True,True,True,True,True,True,7,True
discogs_102132,discogs_102132,False,True,True,True,True,True,True,6,False
discogs_10214,discogs_10214,False,False,False,False,True,True,False,2,False
discogs_10230,discogs_10230,True,True,True,True,True,True,True,7,True
discogs_1024,discogs_1024,True,True,True,True,True,True,True,7,True
discogs_10244,discogs_19411,True,False,False,False,False,False,False,1,False
discogs_102570,discogs_51610,False,True,True,False,False,False,False,2,False
discogs_102621,discogs_102621,False,True,True,False,True,True,False,4,False
discogs_102703,discogs_11969,False,False,False,False,False,True,False,1,False
discogs_102711,discogs_40185,True,False,False,False,False,False,False,1,False
discogs_10272,discogs_10272,False,False,False,False,True,True,False,2,False
discogs_102844,discogs_102844,True,False,True,True,True,True,True,6,False
discogs_102885,discogs_102885,True,True,True,True,True,True,True,7,True
discogs_102896,discogs_102896,False,False,False,True,False,True,False,2,False
discogs_10293,discogs_10293,False,True,True,False,True,True,False,4,False
discogs_103010,discogs_103010,True,True,True,False,True,True,False,5,False
discogs_10302,discogs_10302,False,False,False,False,False,True,False,1,False
discogs_10303,discogs_10303,True,True,True,False,True,True,True,6,False
discogs_103190,discogs_1150,True,False,True,False,False,True,False,3,False
discogs_10320,discogs_10320,False,True,True,False,False,True,False,3,False
discogs_103256,discogs_103256,False,False,True,True,True,True,False,4,False
discogs_10329,discogs_10329,True,True,True,False,True,True,True,6,False
discogs_103459,discogs_103459,True,True,True,True,True,True,True,7,True
discogs_103481,discogs_103481,True,True,True,True,True,True,True,7,True
discogs_103586,discogs_103586,True,False,False,False,False,True,False,2,False
discogs_103623,discogs_103623,True,True,True,False,True,True,True,6,False
discogs_10363,discogs_10363,True,False,True,False,True,True,True,5,False
discogs_10374,discogs_10374,True,True,True,False,True,True,True,6,False
discogs_103756,discogs_103756,False,True,True,True,True,True,True,6,False
discogs_103759,discogs_103759,True,True,True,False,True,True,False,5,False
discogs_103775,discogs_103775,True,True,True,False,True,True,True,6,False
discogs_10378,discogs_10378,False,False,True,True,False,True,False,3,False
discogs_103809,discogs_103809,True,True,True,True,True,True,True,7,True
discogs_103822,discogs_118774,True,False,False,False,False,False,False,1,False
discogs_103951,discogs_103951,False,False,True,False,True,True,False,3,False
discogs_103983,discogs_103983,False,True,True,True,True,True,True,6,False
discogs_10399,discogs_10399,False,True,True,False,True,True,True,5,False
discogs_104,discogs_118650,False,False,False,False,False,False,False,0,False
discogs_104213,discogs_104213,True,True,True,False,True,True,False,5,False
discogs_104224,discogs_21565,True,False,False,False,True,False,False,2,False
discogs_104248,discogs_25988,False,False,True,False,False,False,False,1,False
discogs_10429,discogs_10429,True,False,True,True,True,True,False,5,False
discogs_104349,discogs_104349,False,False,True,False,True,True,False,3,False
discogs_104360,discogs_104360,True,False,False,False,False,True,False,2,False
discogs_104463,discogs_104463,True,True,True,False,True,True,True,6,False
discogs_104481,discogs_104481,True,True,True,False,True,True,True,6,False
discogs_104500,discogs_104500,True,False,False,False,False,True,False,2,False
discogs_10473,discogs_97789,False,False,False,True,False,False,False,1,False
discogs_10480,discogs_10480,True,False,True,True,True,True,True,6,False
discogs_104874,discogs_23881,False,False,False,False,False,False,False,0,False
discogs_10495,discogs_10495,False,True,True,False,True,True,False,4,False
discogs_104954,discogs_13451,False,True,True,False,False,True,False,3,False
discogs_105015,discogs_105015,True,True,True,False,True,True,False,5,False
discogs_10504,discogs_10504,False,False,False,False,True,True,True,3,False
discogs_10509,lastFM_82759,False,True,True,False,False,False,True,3,False
discogs_105195,discogs_105195,False,False,True,False,True,True,False,3,False
discogs_10526,discogs_10526,False,True,True,False,True,True,True,5,False
discogs_105399,discogs_105399,False,True,True,False,True,True,True,5,False
discogs_1054,discogs_1054,True,True,True,False,True,True,True,6,False
discogs_105404,discogs_105404,True,True,True,False,True,True,True,6,False
discogs_10546,discogs_10546,True,True,True,True,False,True,False,5,False
discogs_105473,discogs_105473,True,False,True,True,True,True,True,6,False
discogs_105476,discogs_105476,True,False,False,False,False,True,False,2,False
discogs_105490,discogs_105490,True,False,True,False,True,True,False,4,False
discogs_105792,discogs_52083,False,True,True,True,False,True,True,5,False
discogs_10580,discogs_10580,False,True,True,False,True,True,False,4,False
discogs_10583,discogs_10583,False,False,False,False,False,True,False,1,False
discogs_10599,discogs_10599,False,True,True,True,True,True,True,6,False
discogs_106,discogs_106,False,True,True,False,True,True,True,5,False
discogs_1060,lastFM_62237,False,True,True,False,False,False,False,2,False
discogs_106146,discogs_106146,False,True,True,True,True,True,False,5,False
discogs_106147,discogs_106147,True,True,True,False,True,True,False,5,False
discogs_10631,discogs_10631,True,True,True,False,True,True,True,6,False
discogs_106317,discogs_106317,False,True,True,True,True,True,False,5,False
discogs_106454,discogs_106454,True,True,True,False,True,True,True,6,False
discogs_106477,lastFM_48068,False,True,False,False,False,False,True,2,False
discogs_106482,discogs_106482,False,True,True,False,False,True,True,4,False
discogs_106507,discogs_106507,False,True,True,False,True,True,False,4,False
discogs_106593,discogs_106593,True,False,True,True,True,True,False,5,False
discogs_10662,discogs_24065,True,True,True,True,True,True,False,6,False
discogs_106628,discogs_106826,True,True,True,False,True,False,False,4,False
discogs_10670,discogs_4608,False,False,False,False,False,False,False,0,False
discogs_10674,discogs_10674,True,True,True,True,True,True,False,6,False
discogs_1070,discogs_1070,False,True,True,True,True,True,True,6,False
discogs_107021,discogs_107021,True,True,False,False,True,True,False,4,False
discogs_107082,discogs_37434,True,False,True,False,True,True,False,4,False
discogs_107109,discogs_13075,True,False,False,True,False,False,False,2,False
discogs_10717,discogs_10717,False,True,True,False,True,True,True,5,False
discogs_10728,discogs_10728,True,False,True,False,True,True,False,4,False
discogs_107322,discogs_107322,True,False,False,False,False,True,False,2,False
discogs_107434,discogs_35293,False,False,False,False,False,False,False,0,False
discogs_107440,discogs_107440,False,True,True,True,True,True,True,6,False
discogs_10747,discogs_131531,True,True,True,True,False,True,False,5,False
discogs_10748,discogs_10748,False,True,True,False,True,True,True,5,False
discogs_107501,lastFM_48496,True,True,True,False,False,False,False,3,False
discogs_107536,discogs_107536,True,False,True,False,True,True,False,4,False
discogs_107548,discogs_20329,True,False,True,True,False,False,False,3,False
discogs_107792,discogs_107792,True,True,True,False,True,True,False,5,False
discogs_107839,discogs_107839,False,True,True,False,True,True,True,5,False
discogs_108,discogs_108,True,True,True,False,True,True,False,5,False
discogs_108012,discogs_8082,True,True,True,False,False,True,False,4,False
discogs_10804,discogs_10804,True,False,False,False,False,True,False,2,False
discogs_108086,discogs_341,True,False,True,True,False,False,False,3,False
discogs_10814,discogs_10814,False,True,True,False,True,True,False,4,False
discogs_108263,discogs_108263,True,False,True,False,True,True,True,5,False
discogs_108266,discogs_108266,True,True,True,False,True,True,True,6,False
discogs_108439,lastFM_48868,True,True,True,False,False,False,False,3,False
discogs_108456,discogs_108456,True,True,True,False,True,True,True,6,False
