id1,id2,score,notes
dbpedia_3529,sales_194,0.9995664954,ditto_plm
dbpedia_58590,sales_3783,0.9995610118,ditto_plm
dbpedia_15383,sales_1529,0.9995580316,ditto_plm
dbpedia_51004,sales_1401,0.9995571971,ditto_plm
dbpedia_5794,sales_1623,0.9995569587,ditto_plm
dbpedia_42432,sales_337,0.9995564818,ditto_plm
dbpedia_18396,sales_3808,0.9995563626,ditto_plm
dbpedia_58983,sales_3130,0.9995562434,ditto_plm
dbpedia_39173,sales_4603,0.999555409,ditto_plm
dbpedia_31174,sales_4366,0.9995548129,ditto_plm
dbpedia_5873,sales_6914,0.9995544553,ditto_plm
dbpedia_52857,sales_1992,0.9995542169,ditto_plm
dbpedia_18031,sales_4560,0.999553144,ditto_plm
dbpedia_43112,sales_1569,0.9995529056,ditto_plm
dbpedia_5877,sales_2778,0.9995521903,ditto_plm
dbpedia_4993,sales_884,0.999551475,ditto_plm
dbpedia_1060,sales_810,0.9995504022,ditto_plm
dbpedia_29597,sales_4572,0.9995501637,ditto_plm
dbpedia_965,sales_2422,0.9995500445,ditto_plm
dbpedia_30710,sales_608,0.9995495677,ditto_plm
dbpedia_41091,sales_2987,0.9995478988,ditto_plm
dbpedia_55710,sales_1163,0.9995474219,ditto_plm
dbpedia_25810,sales_5710,0.9995471835,ditto_plm
dbpedia_13479,sales_6972,0.9995464683,ditto_plm
dbpedia_19076,sales_5567,0.9995461106,ditto_plm
dbpedia_17472,sales_2621,0.999545753,ditto_plm
dbpedia_48187,sales_3302,0.999545753,ditto_plm
dbpedia_28134,sales_4640,0.9995456338,ditto_plm
dbpedia_732,sales_5904,0.9995452762,ditto_plm
dbpedia_51990,sales_356,0.999543488,ditto_plm
dbpedia_16149,sales_1677,0.9995430708,ditto_plm
dbpedia_21385,sales_6185,0.9995424747,ditto_plm
dbpedia_60899,sales_27,0.9995423555,ditto_plm
dbpedia_3076,sales_3543,0.9995422363,ditto_plm
dbpedia_26851,sales_4904,0.9995417595,ditto_plm
dbpedia_42978,sales_1972,0.9995408058,ditto_plm
dbpedia_49875,sales_7546,0.9995400906,ditto_plm
dbpedia_19283,sales_3541,0.9995396137,ditto_plm
dbpedia_18879,sales_4747,0.9995393753,ditto_plm
dbpedia_42908,sales_4563,0.9995390177,ditto_plm
dbpedia_35945,sales_5295,0.9995388985,ditto_plm
dbpedia_34741,sales_4194,0.99953866,ditto_plm
dbpedia_11226,sales_4498,0.9995377064,ditto_plm
dbpedia_31132,sales_2214,0.9995375872,ditto_plm
dbpedia_11989,sales_6427,0.9995373487,ditto_plm
dbpedia_55854,sales_5078,0.9995369911,ditto_plm
dbpedia_3146,sales_828,0.9995367527,ditto_plm
dbpedia_2600,sales_1637,0.999535799,ditto_plm
dbpedia_34648,sales_1922,0.9995356798,ditto_plm
dbpedia_15347,sales_771,0.9995355606,ditto_plm
dbpedia_13292,sales_3592,0.9995355606,ditto_plm
dbpedia_17407,sales_944,0.9995354414,ditto_plm
dbpedia_27238,sales_5465,0.9995353222,ditto_plm
dbpedia_37466,sales_452,0.999535203,ditto_plm
dbpedia_21457,sales_5794,0.999535203,ditto_plm
dbpedia_40851,sales_2223,0.9995349646,ditto_plm
dbpedia_7100,sales_1551,0.9995348454,ditto_plm
dbpedia_45478,sales_6551,0.9995346069,ditto_plm
dbpedia_3452,sales_6776,0.9995340109,ditto_plm
dbpedia_37917,sales_47,0.9995338917,ditto_plm
dbpedia_3907,sales_9,0.9995334148,ditto_plm
dbpedia_18028,sales_3061,0.9995334148,ditto_plm
dbpedia_16453,sales_7129,0.9995334148,ditto_plm
dbpedia_15008,sales_6368,0.9995332956,ditto_plm
dbpedia_49748,sales_878,0.9995328188,ditto_plm
dbpedia_23930,sales_410,0.9995325804,ditto_plm
dbpedia_15248,sales_3487,0.9995316267,ditto_plm
dbpedia_64173,sales_5267,0.9995316267,ditto_plm
dbpedia_40053,sales_4710,0.9995311499,ditto_plm
dbpedia_37409,sales_5001,0.9995311499,ditto_plm
dbpedia_13951,sales_3862,0.9995310307,ditto_plm
dbpedia_7562,sales_5798,0.9995310307,ditto_plm
dbpedia_8593,sales_6655,0.9995301962,ditto_plm
dbpedia_21608,sales_193,0.9995296001,ditto_plm
dbpedia_29156,sales_6565,0.9995294809,ditto_plm
dbpedia_51694,sales_5486,0.9995293617,ditto_plm
dbpedia_24320,sales_5606,0.9995291233,ditto_plm
dbpedia_3210,sales_1867,0.9995291233,ditto_plm
dbpedia_49242,sales_5283,0.9995290041,ditto_plm
dbpedia_21281,sales_4833,0.9995288849,ditto_plm
dbpedia_41817,sales_961,0.9995287657,ditto_plm
dbpedia_7150,sales_4570,0.9995287657,ditto_plm
dbpedia_39077,sales_5640,0.9995286465,ditto_plm
dbpedia_12836,sales_3410,0.9995282888,ditto_plm
dbpedia_32288,sales_890,0.9995282888,ditto_plm
dbpedia_54142,sales_5050,0.9995282888,ditto_plm
dbpedia_42868,sales_2388,0.9995281696,ditto_plm
dbpedia_61563,sales_1118,0.999527812,ditto_plm
dbpedia_54086,sales_4471,0.999527812,ditto_plm
dbpedia_64678,sales_3349,0.9995275736,ditto_plm
dbpedia_23004,sales_1977,0.9995275736,ditto_plm
dbpedia_46088,sales_6124,0.9995275736,ditto_plm
dbpedia_26164,sales_5545,0.9995274544,ditto_plm
dbpedia_3425,sales_1366,0.9995273352,ditto_plm
dbpedia_9050,sales_223,0.9995273352,ditto_plm
dbpedia_1787,sales_2884,0.9995270967,ditto_plm
dbpedia_32964,sales_344,0.9995270967,ditto_plm
dbpedia_56562,sales_3773,0.9995269775,ditto_plm
dbpedia_14091,sales_3878,0.9995268583,ditto_plm
dbpedia_56501,sales_5509,0.9995268583,ditto_plm
dbpedia_56677,sales_1665,0.9995267391,ditto_plm
dbpedia_56705,sales_6799,0.9995267391,ditto_plm
dbpedia_5215,sales_714,0.9995266199,ditto_plm
dbpedia_15775,sales_5589,0.9995266199,ditto_plm
dbpedia_18139,sales_432,0.9995265007,ditto_plm
dbpedia_21289,sales_543,0.9995265007,ditto_plm
dbpedia_31204,sales_2449,0.9995262623,ditto_plm
dbpedia_1135,sales_6911,0.9995259047,ditto_plm
dbpedia_2749,sales_6059,0.9995257854,ditto_plm
dbpedia_63284,sales_5752,0.9995256662,ditto_plm
dbpedia_37747,sales_4308,0.9995256662,ditto_plm
dbpedia_3251,sales_4730,0.9995256662,ditto_plm
dbpedia_25775,sales_1969,0.9995253086,ditto_plm
dbpedia_30245,sales_4424,0.9995251894,ditto_plm
dbpedia_18877,sales_322,0.9995250702,ditto_plm
dbpedia_9004,sales_1325,0.9995244741,ditto_plm
dbpedia_26408,sales_3920,0.9995241165,ditto_plm
dbpedia_21473,sales_5642,0.9995241165,ditto_plm
dbpedia_48857,sales_3201,0.9995239973,ditto_plm
dbpedia_53320,sales_2708,0.9995239973,ditto_plm
dbpedia_11592,sales_4629,0.9995239973,ditto_plm
dbpedia_44305,sales_6000,0.9995238781,ditto_plm
dbpedia_58131,sales_1651,0.9995237589,ditto_plm
