case,strategy,split,attribute,accuracy,correct,total,source_file
products-augmented-hard,heuristic,provided_validation,interface_type,0.2888888888888888,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,brand,0.7313432835820896,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,title_description,0.0,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,storage_gb,0.06,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,write_speed_mb_s,0.1052631578947368,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,bus_type,0.5076923076923077,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,storage_connection_type,0.6097560975609756,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,chipset_name,0.1111111111111111,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,model_number,0.3170731707317073,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,model,0.2121212121212121,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,title,0.1884057971014492,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,description,0.0289855072463768,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,priceCurrency,0.2647058823529412,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,vram_gb,0.1666666666666666,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,form_factor,0.75,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,price,0.1764705882352941,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,product_type,0.855072463768116,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,read_speed_mb_s,0.1428571428571428,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,heuristic,provided_validation,memory_type,0.6666666666666666,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,interface_type,0.2888888888888888,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,brand,0.8059701492537313,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,title_description,0.0869565217391304,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,storage_gb,0.26,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,write_speed_mb_s,0.1052631578947368,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,bus_type,0.5384615384615384,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,storage_connection_type,0.5853658536585366,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,chipset_name,0.1111111111111111,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,model_number,0.3414634146341463,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,model,0.1515151515151515,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,title,0.1884057971014492,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,description,0.144927536231884,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,priceCurrency,0.3676470588235294,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,vram_gb,0.3333333333333333,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,form_factor,0.78125,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,price,0.1764705882352941,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,product_type,0.9855072463768116,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,read_speed_mb_s,0.1904761904761904,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_no_val,provided_validation,memory_type,0.7333333333333333,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,interface_type,0.2888888888888888,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,brand,0.7313432835820896,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,title_description,0.0289855072463768,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,storage_gb,0.16,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,write_speed_mb_s,0.1578947368421052,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,bus_type,0.5230769230769231,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,storage_connection_type,0.6097560975609756,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,chipset_name,0.1111111111111111,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,model_number,0.3414634146341463,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,model,0.1515151515151515,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,title,0.1014492753623188,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,description,0.072463768115942,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,priceCurrency,0.3676470588235294,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,vram_gb,0.1666666666666666,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,form_factor,0.78125,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,price,0.1764705882352941,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,product_type,0.9855072463768116,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,read_speed_mb_s,0.238095238095238,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val,provided_validation,memory_type,0.7333333333333333,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-hard,llm_val_stats,provided_validation,interface_type,0.2444444444444444,,,DI-Bench/runs/augmented/products/hard/fusion/optimization_provided_val/comparison_summary_validation.csv
