silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
mbrainz_2347,discogs_10320,2,2,2,1.0
mbrainz_2397,discogs_10504,1,1,1,1.0
mbrainz_2558,discogs_11149,2,2,2,1.0
mbrainz_348,discogs_1143,1,2,1,0.5
mbrainz_2660,discogs_11632,1,1,1,1.0
mbrainz_49,discogs_117,2,2,2,1.0
mbrainz_21036,discogs_118956,1,1,1,1.0
mbrainz_2807,k04__within_dup__discogs__discogs_12243,2,3,2,0.6666666666666666
mbrainz_3202,discogs_13862,2,2,2,1.0
mbrainz_3151,discogs_14247,2,2,2,1.0
mbrainz_3388,discogs_14628,1,1,1,1.0
mbrainz_3570,discogs_15361,1,1,1,1.0
mbrainz_436,discogs_1636,1,1,1,1.0
mbrainz_469,discogs_1799,1,1,1,1.0
mbrainz_4495,discogs_19176,2,2,2,1.0
mbrainz_4615,discogs_19670,2,2,2,1.0
mbrainz_5463,discogs_23650,1,1,1,1.0
mbrainz_5586,discogs_24299,2,2,2,1.0
mbrainz_123,discogs_259,1,1,1,1.0
mbrainz_135,discogs_289,2,2,2,1.0
mbrainz_6891,discogs_30446,1,2,1,0.5
mbrainz_7067,discogs_31354,2,2,2,1.0
mbrainz_7957,discogs_35648,1,2,1,0.5
mbrainz_803,discogs_3720,1,1,1,1.0
mbrainz_6880,discogs_37434,1,2,1,0.5
mbrainz_159,discogs_375,2,2,2,1.0
mbrainz_9576,discogs_43081,1,1,1,1.0
mbrainz_5260,discogs_43498,2,2,2,1.0
mbrainz_10080,discogs_45361,1,1,1,1.0
mbrainz_175,discogs_473,2,2,2,1.0
mbrainz_10613,discogs_48169,1,1,1,1.0
mbrainz_11156,discogs_50910,2,2,2,1.0
mbrainz_5549,discogs_50918,1,1,1,1.0
mbrainz_188,discogs_537,2,2,2,1.0
mbrainz_6947,discogs_55629,2,2,2,1.0
mbrainz_12193,discogs_55909,1,1,1,1.0
mbrainz_12500,discogs_57381,2,2,2,1.0
mbrainz_12766,discogs_58657,1,2,1,0.5
mbrainz_12847,discogs_59074,2,2,2,1.0
mbrainz_1269,discogs_6025,2,2,2,1.0
mbrainz_1314,discogs_6285,2,2,2,1.0
mbrainz_13786,discogs_63403,2,2,2,1.0
mbrainz_1337,discogs_6414,1,1,1,1.0
mbrainz_14382,discogs_67328,1,1,1,1.0
mbrainz_9448,discogs_67427,1,1,1,1.0
mbrainz_11821,discogs_69253,2,2,2,1.0
mbrainz_4147,discogs_69529,2,2,2,1.0
mbrainz_15029,discogs_70907,3,3,3,1.0
mbrainz_15127,discogs_71459,3,3,3,1.0
mbrainz_15458,discogs_71795,1,1,1,1.0
mbrainz_1502,discogs_7290,2,2,2,1.0
mbrainz_13271,discogs_75502,2,2,2,1.0
mbrainz_1568,discogs_7716,2,2,2,1.0
mbrainz_16037,discogs_78499,1,1,1,1.0
mbrainz_15003,discogs_78685,2,2,2,1.0
mbrainz_1651,discogs_7935,2,2,2,1.0
mbrainz_16268,discogs_80608,1,1,1,1.0
mbrainz_6419,discogs_82564,1,2,1,0.5
mbrainz_11790,discogs_90880,1,1,1,1.0
mbrainz_2083,discogs_9334,1,2,1,0.5
mbrainz_2091,discogs_9350,2,2,2,1.0
mbrainz_2110,discogs_9404,2,2,2,1.0
mbrainz_8220,discogs_96377,1,1,1,1.0
mbrainz_9858,discogs_96815,3,3,3,1.0
mbrainz_18462,discogs_98622,3,3,3,1.0
mbrainz_5095,lastFM_10595,2,2,2,1.0
mbrainz_5321,lastFM_11137,1,1,1,1.0
mbrainz_8963,lastFM_19085,2,2,2,1.0
mbrainz_9185,discogs_41256,2,2,2,1.0
mbrainz_18332,lastFM_44432,2,2,2,1.0
mbrainz_2170,lastFM_4711,1,1,1,1.0
mbrainz_23557,lastFM_59772,2,2,2,1.0
mbrainz_29595,lastFM_73829,1,1,1,1.0
mbrainz_3787,lastFM_7870,2,2,2,1.0
mbrainz_32422,lastFM_80555,2,2,2,1.0
mbrainz_12115,mbrainz_12115,1,1,1,1.0
mbrainz_13699,mbrainz_13699,1,1,1,1.0
mbrainz_13703,discogs_164861,1,1,1,1.0
mbrainz_13875,mbrainz_13875,1,1,1,1.0
mbrainz_143,mbrainz_143,1,1,1,1.0
mbrainz_14410,mbrainz_14410,1,1,1,1.0
mbrainz_15132,lastFM_33284,1,1,1,1.0
mbrainz_1653,discogs_183013,1,1,1,1.0
mbrainz_1834,mbrainz_1834,1,1,1,1.0
mbrainz_2033,discogs_106454,1,1,1,1.0
mbrainz_20856,mbrainz_20856,1,1,1,1.0
mbrainz_2222,discogs_9800,1,1,1,1.0
mbrainz_23870,mbrainz_23870,1,1,1,1.0
mbrainz_25400,lastFM_64052,1,1,1,1.0
mbrainz_25432,lastFM_64124,1,1,1,1.0
mbrainz_28928,lastFM_72248,1,1,1,1.0
mbrainz_375,mbrainz_375,1,1,1,1.0
mbrainz_5189,mbrainz_5189,1,1,1,1.0
mbrainz_5285,lastFM_11032,1,1,1,1.0
mbrainz_5312,mbrainz_5312,1,1,1,1.0
mbrainz_6142,lastFM_12935,1,1,1,1.0
mbrainz_77,lastFM_101,1,1,1,1.0
mbrainz_7969,lastFM_16989,1,1,1,1.0
mbrainz_8082,mbrainz_8082,1,1,1,1.0
mbrainz_8711,mbrainz_8711,1,1,1,1.0
