id1,id2,score
crossref-15733,dblp-59948,0.979235114891843
crossref-42425,dblp-08472,0.9822935801102807
crossref-33510,dblp-05121,0.9822935801102807
crossref-49922,dblp-17752,0.9768447367780114
k02_noncorner_papers_00004__crossref,k02_noncorner_papers_00004__dblp,0.9783552967126125
k02_noncorner_papers_00016__crossref,k02_noncorner_papers_00016__dblp,0.9712319517783751
crossref-60430,dblp-06363,0.9598404073497471
k02_noncorner_papers_00018__crossref,k02_noncorner_papers_00018__dblp,0.9679504318476305
k02_noncorner_papers_00010__crossref,k02_noncorner_papers_00010__dblp,0.9643083505142995
crossref-41976,dblp-08552,0.9730626076145739
crossref-09643,dblp-55417,0.9604813870190818
k02_noncorner_papers_00024__crossref,k02_noncorner_papers_00024__dblp,0.9768447367780114
k02_noncorner_papers_00008__crossref,k02_noncorner_papers_00008__dblp,0.9768447367780114
k02_noncorner_papers_00020__crossref,k02_noncorner_papers_00020__dblp,0.9768447367780114
crossref-27602,dblp-12559,0.9598404073497471
k02_noncorner_papers_00006__crossref,k02_noncorner_papers_00006__dblp,0.9712319517783751
crossref-55904,dblp-12213,0.9822935801102807
crossref-59322,dblp-11537,0.9822935801102807
crossref-55900,dblp-60493,0.9811551325150213
k02_noncorner_papers_00002__crossref,k02_noncorner_papers_00002__dblp,0.9768447367780114
crossref-01932,dblp-60519,0.9901390126674532
crossref-25686,dblp-11521,0.9598404073497471
crossref-40861,dblp-15129,0.9598404073497471
k02_noncorner_papers_00009__crossref,k02_noncorner_papers_00009__dblp,0.9679504318476305
k02_noncorner_papers_00001__crossref,k02_noncorner_papers_00001__dblp,0.9712319517783751
k02_noncorner_papers_00013__crossref,k02_noncorner_papers_00013__dblp,0.9712319517783751
crossref-27451,dblp-02204,0.9899598930972673
crossref-07655,dblp-13093,0.9894584950743837
crossref-19884,dblp-02017,0.9842854264342138
crossref-29846,dblp-09443,0.9900230448722205
crossref-19907,dblp-10085,0.9916554598134032
crossref-48190,dblp-03395,0.9918124599353536
crossref-30878,dblp-30577,0.9807610258968055
crossref-45365,dblp-21535,0.976752921592538
crossref-48612,dblp-35491,0.9876934966928861
crossref-07683,dblp-13086,0.9914109633827934
crossref-59501,dblp-33720,0.9798696097350684
crossref-27507,dblp-60537,0.995741963830211
crossref-42399,dblp-12655,0.9914117269328172
crossref-24174,dblp-05221,0.9913358048870575
crossref-47900,dblp-13322,0.9912556530081945
crossref-28287,dblp-46525,0.9808569654510817
crossref-40776,dblp-14824,0.983263885961922
crossref-42323,dblp-14981,0.9915788313817777
crossref-51002,dblp-10581,0.9914725544077805
crossref-30604,dblp-42356,0.9938195180763979
crossref-35170,dblp-07178,0.9842216783700206
crossref-31833,dblp-02371,0.991450327687056
crossref-40944,dblp-14751,0.9915016636781475
crossref-48039,dblp-12544,0.9912753680149408
crossref-41907,dblp-15108,0.9916327007450528
crossref-55918,dblp-12219,0.9919220410250562
crossref-46255,dblp-01798,0.9914533874514304
crossref-02315,dblp-60566,0.9936769822944064
crossref-32185,dblp-03797,0.9916062552224709
crossref-12244,dblp-45330,0.9914876335084115
crossref-52919,dblp-13841,0.9919438811570862
crossref-27631,dblp-12568,0.9915931753319774
crossref-07470,dblp-12796,0.9915456312541647
crossref-59000,dblp-03939,0.9904914359261128
crossref-59497,dblp-50167,0.9883854695406136
crossref-40908,dblp-10097,0.9917086956732385
crossref-57162,dblp-34194,0.9806552822217025
crossref-40372,dblp-29204,0.9769701266764066
crossref-57108,dblp-04324,0.9904106310863801
crossref-42343,dblp-13150,0.9916155212471369
crossref-29035,dblp-07388,0.9913756486981303
crossref-27595,dblp-12518,0.9912824795843249
crossref-55887,dblp-08176,0.991450327687056
crossref-37041,dblp-12695,0.9915959055067117
crossref-04420,dblp-54806,0.984240145817266
crossref-45498,dblp-04147,0.9915335295176639
crossref-01233,dblp-10704,0.9912888484016109
crossref-41613,dblp-14996,0.9907256811785667
crossref-37195,dblp-42130,0.9906966715900712
k02_noncorner_papers_00007__crossref,k02_noncorner_papers_00007__dblp,0.9847535084782792
crossref-32208,dblp-50175,0.9812196143963603
crossref-53101,dblp-04042,0.9866894910205438
crossref-00080,dblp-10732,0.9916473239368435
crossref-14913,dblp-13130,0.9814525683643782
crossref-29984,dblp-05992,0.991804014911266
crossref-26981,dblp-02909,0.9883747958543072
crossref-51751,dblp-09813,0.9860751386400305
crossref-20092,dblp-07035,0.9897268779427685
crossref-54735,dblp-33526,0.9831044580584888
crossref-00685,dblp-15105,0.9917612205785694
crossref-27719,dblp-49031,0.9757442032194591
crossref-21166,dblp-37223,0.9836604542015698
crossref-36216,dblp-60484,0.9904703058751757
crossref-40640,dblp-14820,0.9915162091660401
crossref-11911,dblp-03781,0.9916062552224709
crossref-23799,dblp-35409,0.9712945673265088
crossref-41516,dblp-08486,0.9912700225579882
crossref-55885,dblp-33219,0.9776590604305602
crossref-40932,dblp-14873,0.99093019848049
crossref-25626,dblp-60575,0.9954941017871866
crossref-49672,dblp-60514,0.9938022910790196
crossref-41384,dblp-12089,0.9880106918217311
crossref-16162,dblp-43254,0.9941888714056213
crossref-14119,dblp-38732,0.9609489528972595
crossref-47874,dblp-13355,0.9834829833914263
crossref-45270,dblp-38314,0.8900630461652866
crossref-48506,dblp-02386,0.9867445587492745
crossref-23586,dblp-34879,0.9742902963738982
crossref-50852,dblp-12901,0.9472054239261338
crossref-32026,dblp-11692,0.9773103338309974
crossref-41281,dblp-12585,0.987515230034764
crossref-53545,dblp-30991,0.9743219500586545
crossref-51675,dblp-00424,0.9815643183763602
crossref-30829,dblp-04386,0.9870969370105357
crossref-48097,dblp-12340,0.9785336123436583
crossref-48265,dblp-02626,0.9882168617342033
crossref-48163,dblp-03482,0.978949925541722
crossref-25788,dblp-34874,0.9692884583696143
crossref-14470,dblp-43511,0.9945895421880782
crossref-40844,dblp-08452,0.9913870977975485
crossref-04529,dblp-60332,0.9728241942661604
crossref-23990,dblp-06235,0.9885576824809061
crossref-25932,dblp-35245,0.9741204972681559
crossref-25612,dblp-35593,0.9751363476040978
crossref-13496,dblp-35254,0.9748381344480681
crossref-41403,dblp-03882,0.9860243043967943
crossref-01976,dblp-48940,0.9852736451876527
crossref-40071,dblp-34417,0.9751335147570915
crossref-09932,dblp-40243,0.9859982332841892
crossref-00407,dblp-14968,0.9871864151916224
crossref-41325,dblp-15047,0.984956357419078
crossref-51838,dblp-38964,0.9891926705561815
crossref-41273,dblp-07235,0.9897156779639993
crossref-59980,dblp-27071,0.9893699939934255
crossref-11845,dblp-01930,0.9917706901848842
crossref-20365,dblp-24748,0.9806260690763959
crossref-58123,dblp-04407,0.987609207369094
crossref-10509,dblp-45329,0.9912769179621944
crossref-49702,dblp-30798,0.969403022438289
crossref-19387,dblp-08406,0.991377676770508
crossref-59516,dblp-31235,0.9752658719943706
crossref-22515,dblp-34923,0.9735174696656972
crossref-25375,dblp-04051,0.983048408079677
crossref-40704,dblp-15082,0.9762078273406228
crossref-28647,dblp-27237,0.9749848946699993
crossref-25677,dblp-35262,0.9660099485064604
crossref-34761,dblp-39832,0.9690642279850168
crossref-03860,dblp-13763,0.9881930919255236
crossref-50996,dblp-10591,0.9830981018506445
crossref-30848,dblp-17573,0.9751583707400171
crossref-38721,dblp-47958,0.9823863840291311
crossref-39497,dblp-38784,0.9562760527532147
crossref-46791,dblp-43321,0.9939683133708955
crossref-32378,dblp-42204,0.9902776326495428
crossref-57682,dblp-07527,0.9873606405826121
crossref-16678,dblp-43003,0.9928465491510401
crossref-34741,dblp-10183,0.9876975971715684
crossref-55623,dblp-07990,0.988469400887159
crossref-34495,dblp-04189,0.9852054722471034
crossref-22688,dblp-60464,0.9945973452452412
crossref-41193,dblp-14839,0.987975919043015
crossref-20929,dblp-34639,0.9729095199802088
crossref-00070,dblp-07172,0.9723592840423623
crossref-48300,dblp-02905,0.9878310872288457
crossref-00915,dblp-00380,0.9911417501730249
crossref-28423,dblp-38771,0.9741696700668094
crossref-23473,dblp-43108,0.9945947800451407
crossref-40065,dblp-33664,0.9668254664314285
crossref-28730,dblp-42878,0.993717997716049
crossref-47890,dblp-11523,0.9813303661926626
crossref-15336,dblp-35596,0.9735447006264062
crossref-54805,dblp-34287,0.973650832427583
crossref-41160,dblp-08654,0.9917595010099782
crossref-41749,dblp-00378,0.9647058396916368
crossref-14239,dblp-43029,0.9935812583544217
crossref-17382,dblp-23698,0.9675599033561906
crossref-00804,dblp-12355,0.9910020007032359
crossref-44436,dblp-31178,0.9800985077859989
crossref-47263,dblp-48059,0.9872855196389339
crossref-39471,dblp-34322,0.9762517334386697
crossref-35302,dblp-09379,0.9915774342923226
crossref-42420,dblp-08451,0.9852829423485434
crossref-20543,dblp-36230,0.9642731522659823
crossref-06008,dblp-30868,0.9757920373363178
crossref-05584,dblp-02791,0.9741469117881042
crossref-26928,dblp-03118,0.9912721686336674
crossref-35153,dblp-34347,0.9753227820069991
crossref-26203,dblp-52156,0.9715349170668829
crossref-27475,dblp-33089,0.9725404526614225
crossref-57167,dblp-04957,0.9877779007288557
crossref-38812,dblp-13288,0.974993208452468
crossref-37655,dblp-54697,0.9693777584421329
crossref-19469,dblp-08597,0.9905127322936689
crossref-27185,dblp-03423,0.9754611073880023
crossref-21289,dblp-22459,0.9732051238150466
crossref-19981,dblp-08492,0.9860920281441601
crossref-02685,dblp-05185,0.9871255988364931
crossref-57960,dblp-06801,0.9710908583616961
crossref-36393,dblp-09168,0.9732515987561137
crossref-19684,dblp-08410,0.9873079643274848
crossref-24679,dblp-42150,0.9911954596142947
crossref-07037,dblp-32070,0.9669660721892157
crossref-10439,dblp-07994,0.9878411548830389
crossref-20267,dblp-06829,0.9809521296422964
crossref-25503,dblp-46993,0.9899523395054916
crossref-48140,dblp-04057,0.9756875738293885
crossref-34350,dblp-53750,0.9865961973099515
crossref-11091,dblp-32953,0.9758401620158009
crossref-41086,dblp-08544,0.975051142063196
crossref-40081,dblp-34667,0.9734404050901665
crossref-46935,dblp-47117,0.9739983974966874
crossref-41638,dblp-15103,0.987886979115818
crossref-57138,dblp-04977,0.9864930485266361
crossref-09569,dblp-09577,0.9860836592625283
crossref-51270,dblp-35073,0.9696385400696678
crossref-49621,dblp-60554,0.9953450226223647
crossref-23672,dblp-34719,0.9008801076233481
crossref-18484,dblp-55953,0.9815436145424983
crossref-23785,dblp-48858,0.9904587037623088
crossref-25569,dblp-21764,0.9625812342582264
