entity_id,density,rrf_component,label_collision_component,neighbour_count,protected,removed
k02_ent_000000,0.8207535673098492,0.8207535673098492,0.0,19,True,False
k02_ent_000001,0.8739371659493892,0.8739371659493892,0.0,23,True,False
k02_ent_000002,0.812847707654062,0.812847707654062,0.0,21,True,False
k02_ent_000003,0.8983529130117907,0.8983529130117907,0.0,24,True,False
k02_ent_000004,0.7850273448414483,0.7850273448414483,0.0,19,True,False
k02_ent_000005,0.7525421062767299,0.7525421062767299,0.0,19,True,False
k02_ent_000006,0.8148646850630902,0.8148646850630902,0.0,21,True,True
k02_ent_000007,0.8237538858690029,0.8237538858690029,0.0,20,True,False
k02_ent_000008,0.6672191980172427,0.6672191980172427,0.0,18,True,True
k02_ent_000009,0.8758768655587585,0.8758768655587585,0.0,21,True,False
k02_ent_000010,0.5118756911027041,0.5118756911027041,0.0,15,True,False
k02_ent_000011,0.7148166220894281,0.7148166220894281,0.0,20,True,False
k02_ent_000012,0.7044464749290194,0.7044464749290194,0.0,20,True,False
k02_ent_000013,0.7637813034748897,0.7637813034748897,0.0,19,True,False
k02_ent_000014,0.9644949417411979,0.9644949417411979,0.0,21,True,False
k02_ent_000015,0.9100955080395624,0.9100955080395624,0.0,22,True,False
k02_ent_000016,0.9306023421567117,0.9306023421567117,0.0,23,True,False
k02_ent_000017,0.9792468096749628,0.9792468096749628,0.0,22,True,False
k02_ent_000018,1.018002650453241,1.018002650453241,0.0,24,True,False
k02_ent_000019,1.0285970198203838,1.0285970198203838,0.0,22,True,False
k02_ent_000020,0.7662216889421031,0.7662216889421031,0.0,19,True,False
k02_ent_000021,0.9003482343046242,0.9003482343046242,0.0,21,True,False
k02_ent_000022,0.8820455529537815,0.8820455529537815,0.0,17,True,False
k02_ent_000023,0.8581800154126044,0.8581800154126044,0.0,20,True,False
k02_ent_000024,0.9612601845895453,0.9612601845895453,0.0,24,True,False
k02_ent_000025,0.8810505300806852,0.8810505300806852,0.0,21,True,False
k02_ent_000026,0.6599271218537448,0.6599271218537448,0.0,17,True,False
k02_ent_000027,1.0352659700303324,1.0352659700303324,0.0,23,True,False
k02_ent_000028,0.7823882714247495,0.7823882714247495,0.0,22,True,False
k02_ent_000029,0.8152986225707768,0.8152986225707768,0.0,20,True,False
k02_ent_000030,0.9986505473160112,0.9986505473160112,0.0,25,True,False
k02_ent_000031,0.7127043301159951,0.7127043301159951,0.0,18,True,False
k02_ent_000032,0.8509504927746212,0.8509504927746212,0.0,20,True,False
k02_ent_000033,0.5620558750889462,0.5620558750889462,0.0,15,True,False
k02_ent_000034,0.7271123343012312,0.7271123343012312,0.0,20,True,False
k02_ent_000035,1.0686515404562484,1.0686515404562484,0.0,27,True,False
k02_ent_000036,0.8313089978798882,0.8313089978798882,0.0,22,True,False
k02_ent_000037,0.9705659444928137,0.9705659444928137,0.0,23,True,False
k02_ent_000038,0.9083166839714719,0.9083166839714719,0.0,22,True,False
k02_ent_000039,0.6710518398707174,0.6710518398707174,0.0,21,True,False
k02_ent_000040,0.9912040071987462,0.9912040071987462,0.0,24,True,False
k02_ent_000041,0.9093948459309096,0.9093948459309096,0.0,21,True,False
k02_ent_000042,1.0568042916150933,1.0568042916150933,0.0,26,True,False
k02_ent_000043,0.836982097321962,0.836982097321962,0.0,22,True,False
k02_ent_000044,0.8422416914519494,0.8422416914519494,0.0,20,True,False
k02_ent_000045,1.0115323159662137,1.0115323159662137,0.0,26,True,False
k02_ent_000046,0.8770314710651268,0.8770314710651268,0.0,20,True,False
k02_ent_000047,0.8201543855712649,0.8201543855712649,0.0,20,True,False
k02_ent_000048,0.8024231837325149,0.8024231837325149,0.0,19,True,False
k02_ent_000049,0.9755103086640525,0.9755103086640525,0.0,21,True,False
k02_ent_000050,0.6583344368774376,0.6583344368774376,0.0,16,True,False
k02_ent_000051,0.9927826136206473,0.9927826136206473,0.0,23,True,False
k02_ent_000052,1.006254789914694,1.006254789914694,0.0,20,True,False
k02_ent_000053,0.7533635133096721,0.7533635133096721,0.0,20,True,False
k02_ent_000054,1.0229289868009883,1.0229289868009883,0.0,22,True,False
k02_ent_000055,0.7934994574019333,0.7934994574019333,0.0,23,True,False
k02_ent_000056,0.565114568713198,0.565114568713198,0.0,14,True,False
k02_ent_000057,0.8205793618261698,0.8205793618261698,0.0,21,True,False
k02_ent_000058,0.7666687902202488,0.7666687902202488,0.0,20,True,True
k02_ent_000059,0.8353909412941735,0.8353909412941735,0.0,20,True,False
k02_ent_000060,0.7133897198030885,0.7133897198030885,0.0,19,True,False
k02_ent_000061,0.5605538516993473,0.5605538516993473,0.0,15,True,False
k02_ent_000062,0.7648604066785993,0.7648604066785993,0.0,21,True,False
k02_ent_000063,0.869917948657192,0.869917948657192,0.0,22,True,True
k02_ent_000064,0.7590136093599312,0.7590136093599312,0.0,21,True,False
k02_ent_000065,0.8791332755682862,0.8791332755682862,0.0,21,True,False
k02_ent_000066,0.8621449834270033,0.8621449834270033,0.0,23,True,False
k02_ent_000067,0.8350572429987873,0.8350572429987873,0.0,22,True,False
k02_ent_000068,1.0871602227843806,1.0871602227843806,0.0,27,True,False
k02_ent_000069,0.9542327946035019,0.9542327946035019,0.0,25,True,False
k02_ent_000070,0.9365535340826566,0.9365535340826566,0.0,24,True,False
k02_ent_000071,0.5680535603624978,0.5680535603624978,0.0,17,True,False
k02_ent_000072,0.8908971815981963,0.8908971815981963,0.0,21,True,False
k02_ent_000073,0.8086741966645725,0.8086741966645725,0.0,22,True,False
k02_ent_000074,1.0176458450572665,1.0176458450572665,0.0,24,True,False
k02_ent_000075,0.47549716905754835,0.47549716905754835,0.0,14,True,False
k02_ent_000076,0.8988092291342785,0.8988092291342785,0.0,25,True,False
k02_ent_000077,0.7686263059054942,0.7686263059054942,0.0,21,True,False
k02_ent_000078,0.6020292957837252,0.6020292957837252,0.0,16,True,False
k02_ent_000079,0.7268803231186205,0.7268803231186205,0.0,20,True,False
k02_ent_000080,0.808574386483157,0.808574386483157,0.0,22,True,False
k02_ent_000081,0.7012135081216495,0.7012135081216495,0.0,18,True,True
k02_ent_000082,0.924248585066482,0.924248585066482,0.0,21,True,False
k02_ent_000083,0.771297378981837,0.771297378981837,0.0,20,True,False
k02_ent_000084,0.8881153242619928,0.8881153242619928,0.0,23,True,False
k02_ent_000085,0.8462271493040451,0.8462271493040451,0.0,21,True,False
k02_ent_000086,0.9492773544053116,0.9492773544053116,0.0,24,True,False
k02_ent_000087,0.8140335803202917,0.8140335803202917,0.0,19,True,False
k02_ent_000088,0.8824901049007032,0.8824901049007032,0.0,23,True,False
k02_ent_000089,0.9043877598662775,0.9043877598662775,0.0,25,True,False
k02_ent_000090,0.7965715646026664,0.7965715646026664,0.0,18,True,False
k02_ent_000091,0.6391651229680413,0.6391651229680413,0.0,18,True,False
k02_ent_000092,0.7411050098159571,0.7411050098159571,0.0,21,True,False
k02_ent_000093,0.8469920288985371,0.8469920288985371,0.0,23,True,False
k02_ent_000094,0.8946453714619075,0.8946453714619075,0.0,19,True,False
k02_ent_000095,0.9291064718397003,0.9291064718397003,0.0,24,True,False
k02_ent_000096,0.8109751781959031,0.8109751781959031,0.0,19,True,False
k02_ent_000097,0.7780002425077766,0.7780002425077766,0.0,22,True,False
k02_ent_000098,1.0596627468842945,1.0596627468842945,0.0,25,True,False
k02_ent_000099,1.0255115361519316,1.0255115361519316,0.0,24,True,False
k02_ent_000100,1.0314176424107264,1.0314176424107264,0.0,24,True,False
k02_ent_000101,0.8653146116066094,0.8653146116066094,0.0,22,True,False
k02_ent_000102,0.6819548492837335,0.6819548492837335,0.0,19,True,False
k02_ent_000103,0.8659497667163522,0.8659497667163522,0.0,21,True,False
k02_ent_000104,1.008293665786868,1.008293665786868,0.0,23,True,False
k02_ent_000105,0.8214278248396003,0.8214278248396003,0.0,23,True,False
k02_ent_000106,0.761517082465475,0.761517082465475,0.0,18,True,False
k02_ent_000107,0.9320940018013324,0.9320940018013324,0.0,20,True,False
k02_ent_000108,0.5514179603779814,0.5514179603779814,0.0,17,True,False
k02_ent_000109,0.8281073930810369,0.8281073930810369,0.0,23,True,False
k02_ent_000110,0.8015963532195697,0.8015963532195697,0.0,20,True,False
k02_ent_000111,0.7184709012815027,0.7184709012815027,0.0,17,True,False
k02_ent_000112,0.7019396446848255,0.7019396446848255,0.0,18,True,True
k02_ent_000113,0.662994001232355,0.662994001232355,0.0,17,True,True
k02_ent_000114,0.6818018276314322,0.6818018276314322,0.0,17,True,False
k02_ent_000115,0.6354289133613888,0.6354289133613888,0.0,16,True,False
k02_ent_000116,0.6709260064544803,0.6709260064544803,0.0,18,True,False
k02_ent_000117,0.8300532497409948,0.8300532497409948,0.0,20,True,False
k02_ent_000118,0.8040728128646505,0.8040728128646505,0.0,20,True,False
k02_ent_000119,0.6269278700175884,0.6269278700175884,0.0,19,True,False
k02_ent_000120,0.7951175403510138,0.7951175403510138,0.0,19,True,False
k02_ent_000121,0.8666555611534692,0.8666555611534692,0.0,21,True,False
k02_ent_000122,0.700358989936559,0.700358989936559,0.0,19,True,False
k02_ent_000123,0.5832418135974413,0.5832418135974413,0.0,17,True,False
k02_ent_000124,0.7230178464178089,0.7230178464178089,0.0,20,True,False
k02_ent_000125,0.8434506853712758,0.8434506853712758,0.0,22,True,False
k02_ent_000126,0.7455457459578381,0.7455457459578381,0.0,18,True,False
k02_ent_000127,0.6777446134436632,0.6777446134436632,0.0,21,True,False
k02_ent_000128,0.9089663273550104,0.9089663273550104,0.0,23,True,False
k02_ent_000129,1.0598975965978576,1.0598975965978576,0.0,25,True,False
k02_ent_000130,0.27722371627719267,0.27722371627719267,0.0,9,True,False
k02_ent_000131,0.8061178197822977,0.8061178197822977,0.0,21,True,False
k02_ent_000132,0.8303669994442038,0.8303669994442038,0.0,20,True,False
k02_ent_000133,0.7805643647539412,0.7805643647539412,0.0,20,True,False
k02_ent_000134,0.7536752685447263,0.7536752685447263,0.0,20,True,False
k02_ent_000135,0.7694367963001334,0.7694367963001334,0.0,19,True,False
k02_ent_000136,0.9733907317500281,0.9733907317500281,0.0,25,True,False
k02_ent_000137,0.9141954293738157,0.9141954293738157,0.0,23,True,False
