source,entity_id,compromised,knob,level
products_1,products_1_10861890,True,10,hard
products_1,products_1_12424905,True,10,hard
products_1,products_1_15814761,True,10,hard
products_1,products_1_20847143,True,10,hard
products_1,products_1_2237933,True,10,hard
products_1,products_1_25370721,True,10,hard
products_1,products_1_3323341,True,10,hard
products_1,products_1_35479899,True,10,hard
products_1,products_1_35800770,True,10,hard
products_1,products_1_35966001,True,10,hard
products_1,products_1_36807074,True,10,hard
products_1,products_1_39826842,True,10,hard
products_1,products_1_4050965,True,10,hard
products_1,products_1_4360231,True,10,hard
products_1,products_1_44961253,True,10,hard
products_1,products_1_46100256,True,10,hard
products_1,products_1_51025959,True,10,hard
products_1,products_1_55998431,True,10,hard
products_1,products_1_59530038,True,10,hard
products_1,products_1_59897811,True,10,hard
products_1,products_1_60591019,True,10,hard
products_1,products_1_63493764,True,10,hard
products_1,products_1_66284906,True,10,hard
products_1,products_1_71883742,True,10,hard
products_1,products_1_77093147,True,10,hard
products_1,products_1_79539273,True,10,hard
products_1,products_1_8333161,True,10,hard
products_1,products_1_84278896,True,10,hard
products_1,products_1_936587,True,10,hard
products_1,products_1_9908573,True,10,hard
products_2,products_1_10565065,True,10,hard
products_2,products_1_10827123,True,10,hard
products_2,products_1_12424905,True,10,hard
products_2,products_1_15814761,True,10,hard
products_2,products_1_16588524,True,10,hard
products_2,products_1_16849538,True,10,hard
products_2,products_1_18406024,True,10,hard
products_2,products_1_19001308,True,10,hard
products_2,products_1_20847143,True,10,hard
products_2,products_1_24673290,True,10,hard
products_2,products_1_26544937,True,10,hard
products_2,products_1_27830267,True,10,hard
products_2,products_1_32738830,True,10,hard
products_2,products_1_3323341,True,10,hard
products_2,products_1_34032163,True,10,hard
products_2,products_1_3589339,True,10,hard
products_2,products_1_47203114,True,10,hard
products_2,products_1_48281373,True,10,hard
products_2,products_1_51025959,True,10,hard
products_2,products_1_6114785,True,10,hard
products_2,products_1_66183633,True,10,hard
products_2,products_1_67813666,True,10,hard
products_2,products_1_72380436,True,10,hard
products_2,products_1_73035052,True,10,hard
products_2,products_1_78427880,True,10,hard
products_2,products_1_85544471,True,10,hard
products_2,products_1_87510268,True,10,hard
products_2,products_1_98108384,True,10,hard
products_2,products_1_98624308,True,10,hard
products_2,products_1_98803698,True,10,hard
products_3,products_1_15871125,True,10,hard
products_3,products_1_17432451,True,10,hard
products_3,products_1_19453676,True,10,hard
products_3,products_1_20847143,True,10,hard
products_3,products_1_26353099,True,10,hard
products_3,products_1_26394951,True,10,hard
products_3,products_1_27373947,True,10,hard
products_3,products_1_28606757,True,10,hard
products_3,products_1_2912414,True,10,hard
products_3,products_1_41160430,True,10,hard
products_3,products_1_48259418,True,10,hard
products_3,products_1_51025959,True,10,hard
products_3,products_1_51669161,True,10,hard
products_3,products_1_58685745,True,10,hard
products_3,products_1_59530038,True,10,hard
products_3,products_1_59897811,True,10,hard
products_3,products_1_61307663,True,10,hard
products_3,products_1_65837616,True,10,hard
products_3,products_1_67813666,True,10,hard
products_3,products_1_6817605,True,10,hard
products_3,products_1_705891,True,10,hard
products_3,products_1_70715850,True,10,hard
products_3,products_1_72884596,True,10,hard
products_3,products_1_74635538,True,10,hard
products_3,products_1_77093147,True,10,hard
products_3,products_1_78827999,True,10,hard
products_3,products_1_91393515,True,10,hard
products_3,products_1_92213757,True,10,hard
products_3,products_1_936587,True,10,hard
products_3,products_1_94807470,True,10,hard
products_4,products_1_10006478,True,10,hard
products_4,products_1_13163468,True,10,hard
products_4,products_1_15871125,True,10,hard
products_4,products_1_18374077,True,10,hard
products_4,products_1_21446102,True,10,hard
products_4,products_1_23418968,True,10,hard
products_4,products_1_23622857,True,10,hard
products_4,products_1_24673290,True,10,hard
products_4,products_1_27830267,True,10,hard
products_4,products_1_2912414,True,10,hard
products_4,products_1_31663634,True,10,hard
products_4,products_1_3589339,True,10,hard
products_4,products_1_3600312,True,10,hard
products_4,products_1_39826842,True,10,hard
products_4,products_1_41098467,True,10,hard
products_4,products_1_47203114,True,10,hard
products_4,products_1_4944318,True,10,hard
products_4,products_1_52315318,True,10,hard
products_4,products_1_63493764,True,10,hard
products_4,products_1_67844012,True,10,hard
products_4,products_1_6951663,True,10,hard
products_4,products_1_70715850,True,10,hard
products_4,products_1_72112341,True,10,hard
products_4,products_1_82091590,True,10,hard
products_4,products_1_84278896,True,10,hard
products_4,products_1_8924039,True,10,hard
products_4,products_1_95573755,True,10,hard
products_4,products_1_98557440,True,10,hard
products_4,products_1_98624308,True,10,hard
products_4,products_1_98803698,True,10,hard
