source_dataset,source_column,target_dataset,target_column,score,notes
prod2,id,Hardware Product,id,0.95,llm_based_matching
prod2,brandName,Hardware Product,brand,0.95,llm_based_matching
prod2,name,Hardware Product,title,0.95,llm_based_matching
prod2,descriptionText,Hardware Product,description,0.95,llm_based_matching
prod2,priceAmount,Hardware Product,price,0.95,llm_based_matching
prod2,currency,Hardware Product,priceCurrency,0.95,llm_based_matching
prod2,productUrl,Hardware Product,url,0.95,llm_based_matching
prod2,titleAndDescription,Hardware Product,title_description,0.95,llm_based_matching
prod2,modelName,Hardware Product,model,0.95,llm_based_matching
prod2,mpn,Hardware Product,model_number,0.95,llm_based_matching
prod2,productCategory,Hardware Product,product_type,0.95,llm_based_matching
prod2,chipset,Hardware Product,chipset_name,0.95,llm_based_matching
prod2,vramGb,Hardware Product,vram_gb,0.95,llm_based_matching
prod2,capacityGb,Hardware Product,storage_gb,0.95,llm_based_matching
prod2,readSpeedMbps,Hardware Product,read_speed_mb_s,0.95,llm_based_matching
prod2,writeSpeedMbps,Hardware Product,write_speed_mb_s,0.95,llm_based_matching
prod2,busType,Hardware Product,bus_type,0.95,llm_based_matching
prod2,interfaceType,Hardware Product,interface_type,0.95,llm_based_matching
prod2,widthMm,Hardware Product,width_mm,0.95,llm_based_matching
prod2,depthMm,Hardware Product,length_mm,0.95,llm_based_matching
prod2,heightMm,Hardware Product,height_mm,0.95,llm_based_matching
prod2,weightG,Hardware Product,weight_g,0.95,llm_based_matching
prod2,connectionType,Hardware Product,storage_connection_type,0.95,llm_based_matching
prod2,memoryType,Hardware Product,memory_type,0.95,llm_based_matching
prod2,color,Hardware Product,color,0.95,llm_based_matching
prod2,formFactor,Hardware Product,form_factor,0.95,llm_based_matching
