source_dataset,source_column,target_dataset,target_column,score,notes
prod4,id,Hardware Product,id,0.95,llm_based_matching
prod4,mfr,Hardware Product,brand,0.95,llm_based_matching
prod4,name,Hardware Product,title,0.95,llm_based_matching
prod4,desc,Hardware Product,description,0.95,llm_based_matching
prod4,amt,Hardware Product,price,0.95,llm_based_matching
prod4,cur,Hardware Product,priceCurrency,0.95,llm_based_matching
prod4,link,Hardware Product,url,0.95,llm_based_matching
prod4,name_desc,Hardware Product,title_description,0.95,llm_based_matching
prod4,mdl,Hardware Product,model,0.95,llm_based_matching
prod4,pn,Hardware Product,model_number,0.95,llm_based_matching
prod4,cat,Hardware Product,product_type,0.95,llm_based_matching
prod4,chip,Hardware Product,chipset_name,0.95,llm_based_matching
prod4,vram,Hardware Product,vram_gb,0.95,llm_based_matching
prod4,cap_gb,Hardware Product,storage_gb,0.95,llm_based_matching
prod4,rd_mbs,Hardware Product,read_speed_mb_s,0.95,llm_based_matching
prod4,wr_mbs,Hardware Product,write_speed_mb_s,0.95,llm_based_matching
prod4,bus,Hardware Product,bus_type,0.95,llm_based_matching
prod4,iface,Hardware Product,interface_type,0.95,llm_based_matching
prod4,w_mm,Hardware Product,width_mm,0.95,llm_based_matching
prod4,l_mm,Hardware Product,length_mm,0.95,llm_based_matching
prod4,h_mm,Hardware Product,height_mm,0.95,llm_based_matching
prod4,wt_g,Hardware Product,weight_g,0.95,llm_based_matching
prod4,conn,Hardware Product,storage_connection_type,0.95,llm_based_matching
prod4,mem,Hardware Product,memory_type,0.95,llm_based_matching
prod4,clr,Hardware Product,color,0.95,llm_based_matching
prod4,ff,Hardware Product,form_factor,0.95,llm_based_matching
