source_dataset,source_column,target_dataset,target_column,score,notes
prod3,id,Hardware Product,id,0.95,llm_based_matching
prod3,Brand,Hardware Product,brand,0.95,llm_based_matching
prod3,ProductTitle,Hardware Product,title,0.95,llm_based_matching
prod3,Details,Hardware Product,description,0.95,llm_based_matching
prod3,Price,Hardware Product,price,0.95,llm_based_matching
prod3,Currency,Hardware Product,priceCurrency,0.95,llm_based_matching
prod3,Link,Hardware Product,url,0.95,llm_based_matching
prod3,TitleDetails,Hardware Product,title_description,0.95,llm_based_matching
prod3,Model,Hardware Product,model,0.95,llm_based_matching
prod3,PartNo,Hardware Product,model_number,0.95,llm_based_matching
prod3,Type,Hardware Product,product_type,0.95,llm_based_matching
prod3,Chipset,Hardware Product,chipset_name,0.95,llm_based_matching
prod3,MemorySizeGB,Hardware Product,vram_gb,0.95,llm_based_matching
prod3,CapacityGB,Hardware Product,storage_gb,0.95,llm_based_matching
prod3,ReadMBs,Hardware Product,read_speed_mb_s,0.95,llm_based_matching
prod3,WriteMBs,Hardware Product,write_speed_mb_s,0.95,llm_based_matching
prod3,Bus,Hardware Product,bus_type,0.95,llm_based_matching
prod3,Interface,Hardware Product,interface_type,0.95,llm_based_matching
prod3,WidthMM,Hardware Product,width_mm,0.95,llm_based_matching
prod3,LengthMM,Hardware Product,length_mm,0.95,llm_based_matching
prod3,HeightMM,Hardware Product,height_mm,0.95,llm_based_matching
prod3,WeightG,Hardware Product,weight_g,0.95,llm_based_matching
prod3,Connector,Hardware Product,storage_connection_type,0.95,llm_based_matching
prod3,MemoryType,Hardware Product,memory_type,0.95,llm_based_matching
prod3,Colour,Hardware Product,color,0.95,llm_based_matching
prod3,FormFactor,Hardware Product,form_factor,0.95,llm_based_matching
