entity_id,density,rrf_component,label_collision_component,neighbour_count,protected,removed
k02_ent_000000,5.588883797420596,0.588883797420596,5.0,19,True,False
k02_ent_000001,0.33355230183699974,0.33355230183699974,0.0,9,False,False
k02_ent_000002,0.7396287821538716,0.7396287821538716,0.0,23,False,False
k02_ent_000003,5.799074372459751,0.7990743724597508,5.0,23,False,False
k02_ent_000004,0.640489606746943,0.640489606746943,0.0,22,False,False
k02_ent_000005,0.6223721542543731,0.6223721542543731,0.0,18,False,False
k02_ent_000006,0.44167004161591944,0.44167004161591944,0.0,16,False,False
k02_ent_000007,0.8112938118462669,0.8112938118462669,0.0,26,False,False
k02_ent_000008,0.8639502759696267,0.8639502759696267,0.0,27,False,False
k02_ent_000009,0.6906345466421374,0.6906345466421374,0.0,21,False,False
k02_ent_000010,0.4617382445034014,0.4617382445034014,0.0,17,True,False
k02_ent_000011,0.7803149184437708,0.7803149184437708,0.0,23,False,False
k02_ent_000012,0.6064253555466033,0.6064253555466033,0.0,16,False,False
k02_ent_000013,6.029831905570429,1.029831905570429,5.0,33,True,False
k02_ent_000014,6.029831905570429,1.029831905570429,5.0,33,True,False
k02_ent_000015,0.7476151423813252,0.7476151423813252,0.0,21,True,False
k02_ent_000016,6.19645970383771,1.19645970383771,5.0,31,False,False
k02_ent_000017,0.41861961656548136,0.41861961656548136,0.0,14,False,False
k02_ent_000018,5.366394012104395,0.3663940121043957,5.0,12,True,False
k02_ent_000019,5.836164565590528,0.8361645655905287,5.0,23,False,False
k02_ent_000020,5.795871000458007,0.7958710004580072,5.0,23,True,False
k02_ent_000021,5.552429813268737,0.5524298132687365,5.0,17,True,False
k02_ent_000022,0.2876439800677851,0.2876439800677851,0.0,10,False,False
k02_ent_000023,0.7160108568016942,0.7160108568016942,0.0,22,True,False
k02_ent_000024,0.42564859743900085,0.42564859743900085,0.0,13,False,False
k02_ent_000025,0.7989444369717114,0.7989444369717114,0.0,24,True,False
k02_ent_000026,5.865092966919842,0.8650929669198417,5.0,22,False,False
k02_ent_000027,0.4849551351435491,0.4849551351435491,0.0,16,False,False
k02_ent_000028,0.8383207132074051,0.8383207132074051,0.0,20,False,False
k02_ent_000029,0.52904786993221,0.52904786993221,0.0,16,False,False
k02_ent_000030,0.3272720564692976,0.3272720564692976,0.0,10,False,False
k02_ent_000031,0.8691840231173708,0.8691840231173708,0.0,28,False,False
k02_ent_000032,0.37703204380492955,0.37703204380492955,0.0,13,False,False
k02_ent_000033,0.6196436293967049,0.6196436293967049,0.0,18,False,False
k02_ent_000034,5.432279457709102,0.4322794577091019,5.0,12,True,False
k02_ent_000035,5.471067072482743,0.4710670724827427,5.0,15,False,False
k02_ent_000036,0.7024024873958572,0.7024024873958572,0.0,20,True,False
k02_ent_000037,5.544874623188091,0.5448746231880912,5.0,15,True,False
k02_ent_000038,5.922704897626884,0.9227048976268846,5.0,29,True,False
k02_ent_000039,0.44454715550184354,0.44454715550184354,0.0,14,False,False
k02_ent_000040,6.025004048821776,1.025004048821776,5.0,31,True,False
k02_ent_000041,5.472864103213686,0.47286410321368616,5.0,14,True,False
k02_ent_000042,6.033125076683278,1.0331250766832774,5.0,25,True,False
k02_ent_000043,5.800335603964711,0.8003356039647104,5.0,24,False,False
k02_ent_000044,5.722328487443114,0.7223284874431142,5.0,21,True,False
k02_ent_000045,0.629995318783881,0.629995318783881,0.0,17,False,False
k02_ent_000046,0.21245971664289698,0.21245971664289698,0.0,7,True,False
k02_ent_000047,1.0163200732702231,1.0163200732702231,0.0,33,True,False
k02_ent_000048,0.2675118055918412,0.2675118055918412,0.0,9,True,False
k02_ent_000049,5.3143310540199264,0.31433105401992617,5.0,9,True,False
k02_ent_000050,5.575010284640299,0.5750102846402984,5.0,19,True,False
k02_ent_000051,0.5603135201350231,0.5603135201350231,0.0,17,True,False
