entity_id,source,attribute,original_value,attempted_format,reason,knob,level
discogs_5,discogs,release-date,2000-09-05,eu_dot,roundtrip_parse_fail,5,medium
discogs_11,discogs,release-date,2000-06-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_30,discogs,release-date,1993-12-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_34,discogs,release-date,2000-09-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_43,discogs,release-date,2000-08-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_56,discogs,release-date,2000-03-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_101,discogs,release-date,1994-05-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_104,discogs,release-date,2000-12-05,eu_dot,roundtrip_parse_fail,5,medium
discogs_116,discogs,release-date,2001-04-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_117,discogs,release-date,2001-07-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_136,discogs,release-date,1998-03-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_140,discogs,release-date,2001-06-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_156,discogs,release-date,2001-10-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_180,discogs,release-date,2001-07-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_188,discogs,release-date,2000-10-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_202,discogs,release-date,1998-08-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_243,discogs,release-date,1999-07-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_256,discogs,release-date,1998-12-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_258,discogs,release-date,2001-09-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_275,discogs,release-date,1991-10-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_277,discogs,release-date,2001-09-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_289,discogs,release-date,2001-10-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_295,discogs,release-date,1997-10-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_312,discogs,release-date,1996-09-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_315,discogs,release-date,1999-10-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_322,discogs,release-date,2001-12-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_361,discogs,release-date,2001-12-10,eu_dot,roundtrip_parse_fail,5,medium
discogs_375,discogs,release-date,1998-11-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_379,discogs,release-date,1999-02-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_388,discogs,release-date,2001-08-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_432,discogs,release-date,1999-04-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_472,discogs,release-date,1996-02-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_473,discogs,release-date,1996-08-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_518,discogs,release-date,2000-04-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_537,discogs,release-date,2001-06-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_566,discogs,release-date,2002-02-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_570,discogs,release-date,2001-11-09,eu_dot,roundtrip_parse_fail,5,medium
discogs_571,discogs,release-date,2001-12-11,eu_dot,roundtrip_parse_fail,5,medium
discogs_572,discogs,release-date,1994-07-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_645,discogs,release-date,2002-02-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_655,discogs,release-date,1992-04-06,eu_dot,roundtrip_parse_fail,5,medium
discogs_686,discogs,release-date,1995-11-06,eu_dot,roundtrip_parse_fail,5,medium
discogs_693,discogs,release-date,1999-04-01,eu_dot,roundtrip_parse_fail,5,medium
discogs_700,discogs,release-date,2002-02-11,eu_dot,roundtrip_parse_fail,5,medium
