source,entity_id,compromised,knob,level
discogs,mbrainz_11790,True,10,medium
discogs,mbrainz_1337,True,10,medium
discogs,mbrainz_15029,True,10,medium
discogs,mbrainz_2347,True,10,medium
discogs,mbrainz_2868,True,10,medium
discogs,mbrainz_2936,True,10,medium
discogs,mbrainz_535,True,10,medium
discogs,mbrainz_7383,True,10,medium
discogs,mbrainz_931,True,10,medium
discogs,mbrainz_974,True,10,medium
lastfm,mbrainz_12847,True,10,medium
lastfm,mbrainz_1314,True,10,medium
lastfm,mbrainz_1651,True,10,medium
lastfm,mbrainz_18332,True,10,medium
lastfm,mbrainz_23870,True,10,medium
lastfm,mbrainz_2936,True,10,medium
lastfm,mbrainz_3202,True,10,medium
lastfm,mbrainz_3784,True,10,medium
lastfm,mbrainz_803,True,10,medium
lastfm,mbrainz_8220,True,10,medium
musicbrainz,mbrainz_14382,True,10,medium
musicbrainz,mbrainz_15003,True,10,medium
musicbrainz,mbrainz_1502,True,10,medium
musicbrainz,mbrainz_16037,True,10,medium
musicbrainz,mbrainz_3736,True,10,medium
musicbrainz,mbrainz_3787,True,10,medium
musicbrainz,mbrainz_3919,True,10,medium
musicbrainz,mbrainz_4147,True,10,medium
musicbrainz,mbrainz_9183,True,10,medium
musicbrainz,mbrainz_9680,True,10,medium
