entity_id,source,attribute,original_value,attempted_format,reason,knob,level
discogs_11,discogs,release-date,2000-06-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_43,discogs,release-date,2000-08-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_117,discogs,release-date,2001-07-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_136,discogs,release-date,1998-03-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_180,discogs,release-date,2001-07-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_202,discogs,release-date,1998-08-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_312,discogs,release-date,1996-09-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_375,discogs,release-date,1998-11-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_473,discogs,release-date,1996-08-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_710,discogs,release-date,2000-05-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_829,discogs,release-date,2002-05-06,eu_dot,roundtrip_parse_fail,5,hard
discogs_958,discogs,release-date,1997-04-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_1043,discogs,release-date,1991-09-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_1089,discogs,release-date,1995-08-04,eu_dot,roundtrip_parse_fail,5,hard
discogs_1169,discogs,release-date,2002-09-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_1236,discogs,release-date,2002-07-08,eu_dot,roundtrip_parse_fail,5,hard
discogs_1632,discogs,release-date,2000-12-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_1634,discogs,release-date,1992-11-06,eu_dot,roundtrip_parse_fail,5,hard
discogs_1677,discogs,release-date,2002-04-08,eu_dot,roundtrip_parse_fail,5,hard
discogs_1889,discogs,release-date,2001-03-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_1985,discogs,release-date,2002-11-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_2337,discogs,release-date,2001-11-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_3007,discogs,release-date,1992-05-12,eu_dot,roundtrip_parse_fail,5,hard
discogs_3148,discogs,release-date,2000-11-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_3354,discogs,release-date,2001-07-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_3729,discogs,release-date,1995-12-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_3754,discogs,release-date,1999-09-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_3921,discogs,release-date,2003-07-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_3963,discogs,release-date,1992-04-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_4227,discogs,release-date,2002-06-03,eu_dot,roundtrip_parse_fail,5,hard
discogs_4296,discogs,release-date,2003-08-04,eu_dot,roundtrip_parse_fail,5,hard
discogs_4365,discogs,release-date,2003-09-01,eu_dot,roundtrip_parse_fail,5,hard
discogs_4558,discogs,release-date,1995-11-01,eu_dot,roundtrip_parse_fail,5,hard
