source,entity_id,compromised,knob,level
discogs,mbrainz_1074,True,10,hard
discogs,mbrainz_12656,True,10,hard
discogs,mbrainz_12847,True,10,hard
discogs,mbrainz_12941,True,10,hard
discogs,mbrainz_13875,True,10,hard
discogs,mbrainz_1502,True,10,hard
discogs,mbrainz_1645,True,10,hard
discogs,mbrainz_171,True,10,hard
discogs,mbrainz_21036,True,10,hard
discogs,mbrainz_2232,True,10,hard
discogs,mbrainz_22383,True,10,hard
discogs,mbrainz_2359,True,10,hard
discogs,mbrainz_2482,True,10,hard
discogs,mbrainz_2660,True,10,hard
discogs,mbrainz_3202,True,10,hard
discogs,mbrainz_3388,True,10,hard
discogs,mbrainz_358,True,10,hard
discogs,mbrainz_370,True,10,hard
discogs,mbrainz_4109,True,10,hard
discogs,mbrainz_436,True,10,hard
discogs,mbrainz_5189,True,10,hard
discogs,mbrainz_5312,True,10,hard
discogs,mbrainz_535,True,10,hard
discogs,mbrainz_6492,True,10,hard
discogs,mbrainz_6620,True,10,hard
discogs,mbrainz_671,True,10,hard
discogs,mbrainz_6891,True,10,hard
discogs,mbrainz_7969,True,10,hard
discogs,mbrainz_931,True,10,hard
discogs,mbrainz_9881,True,10,hard
lastfm,mbrainz_1074,True,10,hard
lastfm,mbrainz_11790,True,10,hard
lastfm,mbrainz_11821,True,10,hard
lastfm,mbrainz_12115,True,10,hard
lastfm,mbrainz_1269,True,10,hard
lastfm,mbrainz_1568,True,10,hard
lastfm,mbrainz_1653,True,10,hard
lastfm,mbrainz_1709,True,10,hard
lastfm,mbrainz_175,True,10,hard
lastfm,mbrainz_1834,True,10,hard
lastfm,mbrainz_19306,True,10,hard
lastfm,mbrainz_2033,True,10,hard
lastfm,mbrainz_21036,True,10,hard
lastfm,mbrainz_2170,True,10,hard
lastfm,mbrainz_2232,True,10,hard
lastfm,mbrainz_23557,True,10,hard
lastfm,mbrainz_2419,True,10,hard
lastfm,mbrainz_24408,True,10,hard
lastfm,mbrainz_28928,True,10,hard
lastfm,mbrainz_2936,True,10,hard
lastfm,mbrainz_30104,True,10,hard
lastfm,mbrainz_3787,True,10,hard
lastfm,mbrainz_469,True,10,hard
lastfm,mbrainz_49,True,10,hard
lastfm,mbrainz_4940,True,10,hard
lastfm,mbrainz_50,True,10,hard
lastfm,mbrainz_745,True,10,hard
lastfm,mbrainz_757,True,10,hard
lastfm,mbrainz_7957,True,10,hard
lastfm,mbrainz_803,True,10,hard
musicbrainz,mbrainz_10080,True,10,hard
musicbrainz,mbrainz_12766,True,10,hard
musicbrainz,mbrainz_12941,True,10,hard
musicbrainz,mbrainz_13703,True,10,hard
musicbrainz,mbrainz_15127,True,10,hard
musicbrainz,mbrainz_1645,True,10,hard
musicbrainz,mbrainz_20856,True,10,hard
musicbrainz,mbrainz_2110,True,10,hard
musicbrainz,mbrainz_2160,True,10,hard
musicbrainz,mbrainz_2347,True,10,hard
musicbrainz,mbrainz_25432,True,10,hard
musicbrainz,mbrainz_2660,True,10,hard
musicbrainz,mbrainz_29595,True,10,hard
musicbrainz,mbrainz_299,True,10,hard
musicbrainz,mbrainz_3151,True,10,hard
musicbrainz,mbrainz_32422,True,10,hard
musicbrainz,mbrainz_348,True,10,hard
musicbrainz,mbrainz_469,True,10,hard
musicbrainz,mbrainz_5260,True,10,hard
musicbrainz,mbrainz_535,True,10,hard
musicbrainz,mbrainz_6256,True,10,hard
musicbrainz,mbrainz_6419,True,10,hard
musicbrainz,mbrainz_6527,True,10,hard
musicbrainz,mbrainz_69,True,10,hard
musicbrainz,mbrainz_7077,True,10,hard
musicbrainz,mbrainz_7383,True,10,hard
musicbrainz,mbrainz_8518,True,10,hard
musicbrainz,mbrainz_9576,True,10,hard
musicbrainz,mbrainz_973,True,10,hard
musicbrainz,mbrainz_9881,True,10,hard
