silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
products_1_10070749,products_1_10070749,2,4,3,0.4
products_1_10126197,products_1_24025819,2,4,4,0.3333333333333333
products_1_10164790,products_1_93115467,2,4,4,0.3333333333333333
products_1_1022732,products_1_6850120,2,4,4,0.3333333333333333
products_1_10313129,products_1_10313129,1,3,3,0.2
products_1_10328354,products_1_10328354,2,4,4,0.3333333333333333
products_1_10433444,products_1_3980193,1,4,2,0.2
products_1_1051429,products_1_1051429,1,4,3,0.16666666666666666
products_1_10524439,products_2_21120495,1,2,1,0.5
products_1_10549314,products_1_10524439,3,4,4,0.6
products_1_10565065,products_1_12612826,1,4,3,0.16666666666666666
products_1_10638808,products_1_25573702,1,4,2,0.2
products_1_10678822,products_1_10678822,1,4,2,0.2
products_1_10781098,products_1_10781098,1,4,4,0.14285714285714285
products_1_1080849,products_1_70026799,2,4,4,0.3333333333333333
products_1_10827123,products_1_10827123,2,4,4,0.3333333333333333
products_1_10861890,products_1_10861890,2,4,3,0.4
products_1_1088849,products_1_1088849,1,3,4,0.16666666666666666
products_1_10892042,products_3_86362376,1,4,1,0.25
products_1_10958685,products_1_10958685,1,3,4,0.16666666666666666
products_1_10966509,products_1_10966509,1,3,3,0.2
products_1_111371,products_1_15715443,2,4,4,0.3333333333333333
products_1_11181317,products_1_13600999,1,3,2,0.25
products_1_11232418,products_1_8167070,2,4,4,0.3333333333333333
products_1_1161397,products_1_22682562,3,4,4,0.6
products_1_11701616,products_1_35966001,2,4,3,0.4
products_1_11746366,products_3_2140760,1,4,1,0.25
products_1_11774092,products_1_11774092,2,4,4,0.3333333333333333
products_1_12049659,products_1_12049659,1,2,1,0.5
products_1_12081605,products_1_12081605,3,3,3,1.0
products_1_12120697,products_1_12120697,1,4,4,0.14285714285714285
products_1_1213105,products_1_1213105,1,4,3,0.16666666666666666
products_1_12198483,products_1_27830267,1,4,3,0.16666666666666666
products_1_12416419,products_1_12416419,2,4,4,0.3333333333333333
products_1_12422845,products_1_12422845,1,3,3,0.2
products_1_12423049,products_1_12423049,1,3,1,0.3333333333333333
