id1,id2,source_1,source_2,score,in_gold,in_human,in_ditto,decision_path
discogs_100,lastFM_54,discogs,lastfm,0.9987612962722778,False,False,True,plm_check_llm_yes
discogs_10032,lastFM_4937,discogs,lastfm,0.9986971020698547,False,True,True,agreement
discogs_100710,lastFM_45684,discogs,lastfm,0.9984146356582642,False,False,True,plm_check_llm_yes
discogs_100710,lastFM_48615,discogs,lastfm,0.9804016947746277,False,True,True,agreement
discogs_101,lastFM_55,discogs,lastfm,0.9989450573921204,False,True,True,agreement
discogs_10116,lastFM_4976,discogs,lastfm,0.9983171224594116,False,True,True,agreement
discogs_101416,lastFM_15895,discogs,lastfm,0.9334195852279663,False,True,True,agreement
discogs_10148,lastFM_35716,discogs,lastfm,0.8983260989189148,False,False,True,plm_check_llm_yes
discogs_10148,lastFM_74294,discogs,lastfm,0.8983260989189148,False,False,True,plm_check_llm_yes
discogs_101500,lastFM_46027,discogs,lastfm,0.998866081237793,False,True,True,agreement
discogs_101523,lastFM_5913,discogs,lastfm,0.9973881840705872,False,False,True,plm_check_llm_yes
discogs_10155,lastFM_4990,discogs,lastfm,0.998717188835144,False,True,True,agreement
discogs_101845,lastFM_46175,discogs,lastfm,0.9975029826164246,False,True,True,agreement
discogs_101935,lastFM_17340,discogs,lastfm,0.9981570839881897,False,True,True,agreement
discogs_101939,lastFM_23489,discogs,lastfm,0.9987577199935913,False,True,True,agreement
discogs_10230,lastFM_5014,discogs,lastfm,0.9984493255615234,False,True,True,agreement
discogs_1024,lastFM_582,discogs,lastfm,0.9980175495147705,False,True,True,agreement
discogs_102511,lastFM_15895,discogs,lastfm,0.9320273995399475,False,False,True,plm_check_llm_yes
discogs_10272,lastFM_5033,discogs,lastfm,0.9986897110939026,False,False,True,plm_check_llm_yes
discogs_102844,lastFM_46597,discogs,lastfm,0.9986039996147156,False,True,True,agreement
discogs_102885,lastFM_46620,discogs,lastfm,0.9973211884498596,False,False,True,plm_check_llm_yes
discogs_102896,lastFM_46623,discogs,lastfm,0.9982574582099915,False,True,True,agreement
discogs_10302,lastFM_5048,discogs,lastfm,0.9974710941314697,False,False,True,plm_check_llm_yes
discogs_10303,lastFM_5049,discogs,lastfm,0.9982979893684387,False,True,True,agreement
discogs_10320,lastFM_5056,discogs,lastfm,0.9988724589347839,False,False,True,plm_check_llm_yes
discogs_103256,lastFM_46774,discogs,lastfm,0.9981593489646912,False,True,True,agreement
discogs_10374,lastFM_5080,discogs,lastfm,0.9985013008117676,False,True,True,agreement
discogs_10378,lastFM_3877,discogs,lastfm,0.9978887438774109,False,True,True,agreement
discogs_103951,lastFM_47070,discogs,lastfm,0.998755931854248,False,False,True,plm_check_llm_yes
discogs_103983,lastFM_17229,discogs,lastfm,0.6817986369132996,False,False,True,plm_check_llm_yes
discogs_103985,lastFM_47081,discogs,lastfm,0.9982430934906006,False,False,True,plm_check_llm_yes
discogs_10399,lastFM_5093,discogs,lastfm,0.9985784292221069,False,True,True,agreement
discogs_10409,lastFM_5096,discogs,lastfm,0.9988669157028198,False,False,True,plm_check_llm_yes
discogs_104248,lastFM_23458,discogs,lastfm,0.9721336960792542,False,False,True,plm_check_llm_yes
discogs_10429,lastFM_5105,discogs,lastfm,0.9983175992965698,False,True,True,agreement
discogs_104349,lastFM_47212,discogs,lastfm,0.9988283514976501,False,True,True,agreement
discogs_104360,lastFM_47216,discogs,lastfm,0.9991994500160217,False,False,True,plm_check_llm_yes
discogs_104500,lastFM_47274,discogs,lastfm,0.9980132579803467,False,True,True,agreement
discogs_10480,lastFM_5124,discogs,lastfm,0.9986816048622131,False,True,True,agreement
discogs_10495,lastFM_5131,discogs,lastfm,0.9988937973976135,False,True,True,agreement
discogs_10509,lastFM_13776,discogs,lastfm,0.8463503122329712,False,False,True,plm_check_llm_yes
discogs_10509,lastFM_473,discogs,lastfm,0.8170502185821533,False,True,True,agreement
discogs_10509,lastFM_82759,discogs,lastfm,0.9981525540351868,False,False,True,plm_check_llm_yes
discogs_10509,lastFM_9718,discogs,lastfm,0.7810940742492676,False,False,True,plm_check_llm_yes
discogs_105195,lastFM_47544,discogs,lastfm,0.9985613226890564,False,True,True,agreement
discogs_105473,lastFM_47671,discogs,lastfm,0.9979853630065918,False,False,True,plm_check_llm_yes
discogs_105476,lastFM_47673,discogs,lastfm,0.998230516910553,False,True,True,agreement
discogs_105490,lastFM_18483,discogs,lastfm,0.9984245300292969,False,False,True,plm_check_llm_yes
discogs_10583,lastFM_5175,discogs,lastfm,0.999090313911438,False,True,True,agreement
discogs_10599,lastFM_5182,discogs,lastfm,0.998090922832489,False,True,True,agreement
discogs_106,lastFM_59485,discogs,lastfm,0.7848351001739502,False,False,True,plm_check_llm_yes
discogs_106147,lastFM_54080,discogs,lastfm,0.8973119854927063,False,True,True,agreement
discogs_106477,lastFM_48068,discogs,lastfm,0.9979318380355835,False,True,True,agreement
discogs_106593,lastFM_8668,discogs,lastfm,0.9962643980979919,False,True,True,agreement
discogs_10662,lastFM_11647,discogs,lastfm,0.8897520303726196,False,False,True,plm_check_llm_yes
discogs_10662,lastFM_5211,discogs,lastfm,0.9969569444656372,False,True,True,agreement
discogs_106628,lastFM_48131,discogs,lastfm,0.927066445350647,False,False,True,plm_check_llm_yes
discogs_106826,lastFM_48131,discogs,lastfm,0.657161295413971,False,False,True,plm_check_llm_yes
discogs_1070,lastFM_604,discogs,lastfm,0.955976665019989,False,True,True,agreement
discogs_107021,lastFM_48287,discogs,lastfm,0.9986000657081604,False,True,True,agreement
discogs_10728,lastFM_5240,discogs,lastfm,0.9986327290534973,False,True,True,agreement
discogs_107322,lastFM_48429,discogs,lastfm,0.9991017580032349,False,True,True,agreement
discogs_10748,lastFM_5249,discogs,lastfm,0.9982700347900391,False,True,True,agreement
discogs_107501,lastFM_48496,discogs,lastfm,0.9985955357551575,False,True,True,agreement
discogs_107548,lastFM_48519,discogs,lastfm,0.9975984692573547,False,True,True,agreement
discogs_108,lastFM_59,discogs,lastfm,0.9992108345031738,False,True,True,agreement
discogs_10804,lastFM_5278,discogs,lastfm,0.9981665015220642,False,True,True,agreement
discogs_108439,lastFM_48868,discogs,lastfm,0.9982091188430786,False,True,True,agreement
discogs_10850,lastFM_27337,discogs,lastfm,0.9975246787071228,False,True,True,agreement
discogs_108529,lastFM_48900,discogs,lastfm,0.9979360103607178,False,True,True,agreement
discogs_108586,lastFM_48919,discogs,lastfm,0.9987875819206238,False,True,True,agreement
discogs_10874,lastFM_5310,discogs,lastfm,0.9569827914237976,False,True,True,agreement
discogs_109113,lastFM_48581,discogs,lastfm,0.9983835220336914,False,True,True,agreement
discogs_109190,lastFM_49162,discogs,lastfm,0.9990517497062683,False,True,True,agreement
discogs_10965,lastFM_5358,discogs,lastfm,0.998348593711853,False,True,True,agreement
discogs_10975,lastFM_5362,discogs,lastfm,0.9991015195846558,False,True,True,agreement
discogs_10982,lastFM_5365,discogs,lastfm,0.9917198419570923,False,True,True,agreement
discogs_109972,lastFM_49493,discogs,lastfm,0.9988319277763367,False,True,True,agreement
discogs_11001,lastFM_5371,discogs,lastfm,0.9988515377044678,False,True,True,agreement
discogs_1101,lastFM_622,discogs,lastfm,0.9990291595458984,False,False,True,plm_check_llm_yes
discogs_110126,lastFM_49563,discogs,lastfm,0.9979597330093384,False,False,True,plm_check_llm_yes
discogs_110142,lastFM_49570,discogs,lastfm,0.9365151524543762,False,True,True,agreement
discogs_1105,lastFM_171,discogs,lastfm,0.9300109148025513,False,False,True,plm_check_llm_yes
discogs_11054,lastFM_142,discogs,lastfm,0.9990769624710083,False,False,True,plm_check_llm_yes
discogs_11055,lastFM_5395,discogs,lastfm,0.9979933500289917,False,True,True,agreement
discogs_110803,lastFM_49832,discogs,lastfm,0.9988757967948914,False,True,True,agreement
discogs_110986,lastFM_49910,discogs,lastfm,0.9986398816108704,False,False,True,plm_check_llm_yes
discogs_111,lastFM_62,discogs,lastfm,0.9982592463493347,False,True,True,agreement
discogs_1110,lastFM_626,discogs,lastfm,0.9983687996864319,False,True,True,agreement
discogs_111015,lastFM_49922,discogs,lastfm,0.9986395239830017,False,True,True,agreement
discogs_111015,lastFM_49923,discogs,lastfm,0.9838792085647583,False,False,True,plm_check_llm_yes
discogs_111021,lastFM_72861,discogs,lastfm,0.9983747005462646,False,False,True,plm_check_llm_yes
discogs_111021,lastFM_79640,discogs,lastfm,0.9976502060890198,False,True,True,agreement
discogs_11105,lastFM_5419,discogs,lastfm,0.9986379742622375,False,True,True,agreement
discogs_111460,lastFM_50106,discogs,lastfm,0.998323380947113,False,True,True,agreement
discogs_111489,lastFM_50123,discogs,lastfm,0.9982319474220276,False,True,True,agreement
discogs_11149,lastFM_5444,discogs,lastfm,0.9989739656448364,False,True,True,agreement
discogs_1117,lastFM_629,discogs,lastfm,0.9975378513336182,False,True,True,agreement
discogs_111787,lastFM_50250,discogs,lastfm,0.9981422424316406,False,True,True,agreement
discogs_111897,lastFM_50291,discogs,lastfm,0.9981719255447388,False,True,True,agreement
discogs_111908,lastFM_50296,discogs,lastfm,0.9949555993080139,False,False,True,plm_check_llm_yes
discogs_111963,lastFM_50314,discogs,lastfm,0.9980657696723938,False,False,True,plm_check_llm_yes
discogs_112155,lastFM_72861,discogs,lastfm,0.9962188601493835,False,False,True,plm_check_llm_yes
discogs_112155,lastFM_79640,discogs,lastfm,0.9916182160377502,False,False,True,plm_check_llm_yes
discogs_112273,lastFM_28303,discogs,lastfm,0.9967849254608154,False,True,True,agreement
discogs_112334,lastFM_50466,discogs,lastfm,0.9984436631202698,False,True,True,agreement
discogs_112354,lastFM_50474,discogs,lastfm,0.9974332451820374,False,True,True,agreement
discogs_112649,lastFM_50594,discogs,lastfm,0.9985900521278381,False,True,True,agreement
discogs_11274,lastFM_3551,discogs,lastfm,0.998615026473999,False,True,True,agreement
discogs_112755,lastFM_50648,discogs,lastfm,0.9973286390304565,False,True,True,agreement
discogs_112900,lastFM_58213,discogs,lastfm,0.9979668259620667,False,False,True,plm_check_llm_yes
discogs_11311,lastFM_5517,discogs,lastfm,0.9967994689941406,False,True,True,agreement
discogs_113189,lastFM_50829,discogs,lastfm,0.9984460473060608,False,True,True,agreement
discogs_113196,lastFM_50832,discogs,lastfm,0.9991223216056824,False,True,True,agreement
discogs_113442,lastFM_50931,discogs,lastfm,0.9984911680221558,False,True,True,agreement
discogs_1135,lastFM_637,discogs,lastfm,0.9985938668251038,False,True,True,agreement
discogs_11355,lastFM_5535,discogs,lastfm,0.9972798824310303,False,True,True,agreement
